form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00664664,SB23.6418,,,CCM,Ben Moss NC House,,,,,,316 Old Cheraw Hwy,,Rockingham,NC,28379,,,2024-07-24,3000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6441,,,CCM,Committee for Tim Reeder,,,,,,1413 Fox Hollow Drive,,Ayden,NC,28513,,,2024-08-24,6400.00,,Fundraising,,,,,,,,,,,NC,,,,,,,,,
SB23,C00664664,SB23.6442,,,CCM,Committee to Elect Brenden Jones,,,,,,PO Box 1,,Tabor City,NC,28463,,,2024-08-24,4000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6430,,,CCM,Committee to Elect Charles W. Miller NC House,,,,,,300 N. Salisbury Street,Rm. 417B,Raleigh,NC,27603,,,2024-08-24,2000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6423,,,CCM,Committee to Elect Frank Sossamon,,,,,,P.O. Box 435,,Henderson,NC,27536,,,2024-08-24,2000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6425,,,CCM,Committee to Elect Grant Campbell,,,,,,PO Box 471292,,Charlotte,NC,28247,,,2024-08-24,6400.00,,fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6422,,,CCM,Committee to Elect Jake Johnson,,,,,,PO Box 681,,Columbus,NC,28722,,,2024-08-24,4000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6452,,,CCM,Committee to Elect Larry  W. Potts,,,,,,1775 Tyro Road,,Lexington,NC,27295,,,2024-09-14,6400.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6458,,,CCM,Committee to elect Matthew Winslow,,,,,,"300 N. Salisbury Street, Rm. 411",,Raleigh,NC,27603,,,2024-09-14,4000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6451,,,CCM,Committee to Elect Michael Lee,,,,,,"300 N. Salisbury Street, Rm. 523",,Raleigh,NC,27603,,,2024-08-24,6400.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
