form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00097865,SB23.6734,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. BOX 22116,,EAGAN,MN,55122,G2024,,2024-06-03,5000.00,,,,C00575209,,,,,,,,H,MN,02,,,,,,,,
SB23,C00097865,SB23.6719,,,CCM,BALDERSON FOR CONGRESS,,,,,,PO BOX 8197,,ZANESVILLE,OH,43702,G2024,,2024-06-27,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00097865,SB23.6716,,,CCM,CAREY FOR CONGRESS,,,,,,PO BOX 16032,,COLUMBUS,OH,43216,G2024,,2024-06-27,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00097865,SB23.6729,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,G2024,,2024-06-27,2500.00,,,,C00509968,,,,,,,,H,PA,17,,,,,,,,
SB23,C00097865,SB23.6721,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,G2024,,2024-06-27,1000.00,,,,C00504704,,,,,,,,S,ND,01,,,,,,,,
SB23,C00097865,SB23.6722,,,CCM,DAVID SCOTT FOR CONGRESS,,,,,,P.O. BOX 960821,,RIVERDALE,GA,30296,G2024,,2024-06-27,2500.00,,,,C00369801,,,,,,,,H,GA,13,,,,,,,,
SB23,C00097865,SB23.6727,,,CCM,GARAMENDI FOR CONGRESS,,,,,,PO BOX 2978,,FAIRFIELD,CA,94533,G2024,,2024-06-27,2500.00,,,,C00462697,,,,,,,,H,CA,08,,,,,,,,
SB23,C00097865,SB23.6717,,,CCM,GREG STEUBE FOR CONGRESS,,,,,,5317 FRUITVILLE RD,# 102,SARASOTA,FL,34232,G2024,,2024-06-27,1000.00,,,,C00671891,,,,,,,,H,FL,17,,,,,,,,
SB23,C00097865,SB23.6723,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO BOX 22401,,LOUISVILLE,KY,42102,G2024,,2024-06-27,4000.00,,,,C00445023,,,,,,,,H,KY,02,,,,,,,,
SB23,C00097865,SB23.6712,,,CCM,JD VANCE FOR SENATE INC.,,,,,,1391 W 5TH AVE,STE. 314,COLUMBUS,OH,43212,P2028,,2024-06-03,1000.00,,,,C00783142,,,,,,,,S,OH,00,,,,,,,,
SB23,C00097865,SB23.6735,,,CCM,KEAN FOR CONGRESS,,,,,,"C/O GRAVINO, PO BOX 225",PO BOX 225,COLONIA,NJ,07067,G2024,,2024-06-27,1000.00,,,,C00351742,,,,,,,,H,NJ,07,,,,,,,,
SB23,C00097865,SB23.6730,,,CCM,KLOBUCHAR FOR MINNESOTA,,,,,,PO BOX 4146,,SAINT PAUL,MN,55104,P2024,,2024-06-27,1000.00,,,,C00431353,,,,,,,,S,MN,00,,,,,,,,
SB23,C00097865,SB23.6720,,,CCM,LATTA FOR CONGRESS,,,,,,PO BOX 106,,BOWLING GREEN,OH,43402,G2024,,2024-06-27,2500.00,,,,C00438697,,,,,,,,H,OH,05,,,,,,,,
SB23,C00097865,SB23.6740,,,CCM,LOU CORREA FOR CONGRESS,,,,,,P.O. BOX 2229,,SAN MARCOS,CA,92079,G2024,,2024-06-27,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00097865,SB23.6736,,,CCM,MARK DESAULNIER FOR CONGRESS,,,,,,PO BOX 6066,,CONCORD,CA,94524,G2024,,2024-06-27,1500.00,,,,C00554709,,,,,,,,H,CA,11,,,,,,,,
SB23,C00097865,SB23.6709,,,CCM,MARSHA FOR SENATE,,,,,,PO BOX 3750,,BRENTWOOD,TN,37024,G2024,,2024-06-03,2000.00,,,,C00376939,,,,,,,,S,TN,07,,,,,,,,
SB23,C00097865,SB23.6713,,,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,G2024,,2024-06-27,5000.00,,,,C00546499,,,,,,,,H,IL,12,,,,,,,,
SB23,C00097865,SB23.6739,,,CCM,NIKKI FOR CONGRESS,,,,,,PO BOX 5171,,SPRINGFIELD,IL,62705,G2024,,2024-06-27,1000.00,,,,C00787812,,,,,,,,H,IL,13,,,,,,,,
SB23,C00097865,SB23.6741,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,G2024,,2024-06-27,5000.00,,,,C00832436,,,,,,,,S,NE,00,,,,,,,,
SB23,C00097865,SB23.6737,,,CCM,SCOTT PETERS FOR CONGRESS,,,,,,PO BOX 22074,,SAN DIEGO,CA,92192,G5000,,2024-06-27,5000.00,,,,C00503110,,,,,,,,H,CA,50,,,,,,,,
