form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00271338,500509700,,,CCM,Elfreth for Maryland,,,,,,PO Box 5935,,Annapolis,MD,214030705,G2024,,2024-06-11,5000.00,0.00,Contribution,,C00855353,,,Elfreth,Sarah,Kelly,,,H,MD,03,,,,,,,,
SB23,C00271338,500511430,,,CCM,Friends of Janelle Stelson,,,,,,PO Box 41,,Lemoyne,PA,170430041,G2024,,2024-06-18,5000.00,0.00,Contribution,,C00852368,,,Stelson,Janelle,,,,H,PA,10,,,,,,,,
SB23,C00271338,500511421,,,CCM,Darren Soto For Congress,,,,,,PO Box 421349,,Kissimmee,FL,347421349,G2024,,2024-06-18,5000.00,0.00,Contribution,,C00581074,,,Soto,Darren,,,,H,FL,09,,,,,,,,
SB23,C00271338,500511431,,,CCM,Citizens For Peter Barca,,,,,,PO Box 1509,,Kenosha,WI,531411509,G2024,,2024-06-18,5000.00,0.00,Contribution,,C00876490,,,Barca,Peter,,,,H,WI,01,,,,,,,,
SB23,C00271338,500511432,,,CCM,Cisneros for Congress,,,,,,PO Box 2502,,Covina,CA,917228502,G2024,,2024-06-18,5000.00,0.00,Contribution,,C00850420,,,Cisneros,Gilbert,,,,H,CA,31,,,,,,,,
SB23,C00271338,500511433,,,CCM,Johnny O For Congress,,,,,,711 W 40th St,Ste 330,Baltimore,MD,212112142,G2024,,2024-06-18,5000.00,0.00,Contribution,,C00867747,,,Olszewski,John,A.,,Jr.,H,MD,02,,,,,,,,
SB23,C00271338,500511434,,,CCM,April McClain Delaney for Congress,,,,,,PO Box 83940,,Gaithersburg,MD,208833940,G2024,,2024-06-18,5000.00,0.00,Contribution,,C00854471,,,Delaney,April,McClain,,,H,MD,06,,,,,,,,
SB23,C00271338,500511425,,,CCM,Committee To Elect Shomari Figures For Congress,,,,,,907 Spring Hill Ave,,Mobile,AL,366042711,G2024,,2024-06-18,5000.00,0.00,Contribution,,C00856237,,,Figures,Shomari,C.,,,H,AL,02,,,,,,,,
SB23,C00271338,500511435,,,PAC,Elect Democratic Women,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-06-18,5000.00,0.00,2024 Contribution,,C00685297,Elect Democratic Women,,,,,,,,,,,,,,,,,
SB23,C00271338,500511436,,,PTY,Democratic State Central Committee of Maryland,,,,,,275 West St,Ste 70,Annapolis,MD,214013464,,,2024-06-18,5000.00,0.00,2024 Contribution,,C00141812,Democratic State Central Committee of Maryland,,,,,,,,,,,,,,,,,
SB23,C00271338,500511428,,,CCM,Kristen for Michigan,,,,,,PO Box 854,,Bay City,MI,487070854,G2024,,2024-06-18,5000.00,0.00,Contribution,,C00864207,,,McDonald Rivet,Kristen,,,,H,MI,08,,,,,,,,
