form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00403592,VQZCVAJDXN9,,,CCM,Angus King for U.S. Senate Campaign,,,,,,PO Box 368,"114 Maine St, Ste 1",Brunswick,ME,040110368,P2024,,2023-03-27,5000.00,0.00,Contribution,,C00516047,,,King,Angus,S.,,Jr.,S,ME,00,,,,,,,,
SB23,C00403592,VQZCVAJDXX3,,,CCM,Bob Casey for Senate Inc.,,,,,,PO Box 58746,,Philadelphia,PA,191028746,P2024,,2023-04-10,5000.00,0.00,Contribution,,C00431056,,,Casey,Robert,P.,,Jr.,S,PA,00,,,,,,,,
SB23,C00403592,VQZCVAJDXP7,,,CCM,Friends of Mazie Hirono,,,,,,PO Box 677,,Honolulu,HI,968090677,P2024,,2023-03-28,5000.00,0.00,Contribution,,C00420760,,,Hirono,Mazie,K.,,,S,HI,00,,,,,,,,
SB23,C00403592,VQZCVAJE9M5,,,CCM,Friends of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,P2024,,2023-06-28,5000.00,0.00,Contribution,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB23,C00403592,VQZCVAJDXS1,,,CCM,Gillibrand for Senate,,,,,,PO Box 150516,,Brooklyn,NY,112150516,P2024,,2023-03-29,5000.00,0.00,Contribution,,C00413914,,,Gillibrand,Kirsten,Elizabeth,,,S,NY,00,,,,,,,,
SB23,C00403592,VQZCVAJDXR3,,,CCM,Kaine for Virginia,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,P2024,,2023-03-29,5000.00,0.00,Contribution,,C00495358,,,Kaine,Timothy,M.,,,S,VA,00,,,,,,,,
SB23,C00403592,VQZCVAJDXV7,,,CCM,Klobuchar for Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,551040146,P2024,,2023-03-31,2000.00,0.00,Contribution,,C00431353,,,Klobuchar,Amy,,,,S,MN,00,,,,,,,,
SB23,C00403592,VQZCVAJE9N3,,,CCM,Klobuchar for Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,551040146,P2024,,2023-06-28,3000.00,0.00,Contribution,,C00431353,,,Klobuchar,Amy,,,,S,MN,00,,,,,,,,
SB23,C00403592,VQZCVAJE9K7,,,CCM,Manchin for West Virginia,,,,,,PO Box 5202,,Charleston,WV,253610202,P2024,,2023-06-28,5000.00,0.00,Contribution,,C00486563,,,Manchin,Joe,,,III,S,WV,00,,,,,,,,
SB23,C00403592,VQZCVAJDXQ5,,,CCM,Martin Heinrich for Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2023-03-28,2000.00,0.00,Contribution,,C00434563,,,Heinrich,Martin,Trevor,,,S,NM,00,,,,,,,,
SB23,C00403592,VQZCVAJE9H1,,,CCM,Martin Heinrich for Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2023-06-28,3000.00,0.00,Contribution,,C00434563,,,Heinrich,Martin,Trevor,,,S,NM,00,,,,,,,,
SB23,C00403592,VQZCVAJDXW5,,,CCM,Menendez for Senate,,,,,,PO Box 32248,,Newark,NJ,071020648,P2024,,2023-03-31,2000.00,0.00,Contribution,,C00264564,,,Menendez,Robert,M.,,,S,NJ,00,,,,,,,,
SB23,C00403592,VQZCVAJE9P1,,,CCM,Menendez for Senate,,,,,,PO Box 32248,,Newark,NJ,071020648,P2024,,2023-06-29,3000.00,0.00,Contribution,,C00264564,,,Menendez,Robert,M.,,,S,NJ,00,,,,,,,,
SB23,C00403592,VQZCVAJDXK4,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2023-02-22,5000.00,0.00,Contribution,,C00412304,,,Tester,Jon,,,,S,MT,00,,,,,,,,
SB23,C00403592,VQZCVAJDXM2,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,596241135,G2024,,2023-02-22,5000.00,0.00,Contribution,,C00412304,,,Tester,Jon,,,,S,MT,00,,,,,,,,
SB23,C00403592,VQZCVAJDXT9,,,CCM,Rosen for Nevada,,,,,,PO Box 27195,,Las Vegas,NV,891261195,P2024,,2023-03-29,5000.00,0.00,Contribution,,C00606939,,,Rosen,Jacky,,,,S,NV,00,,,,,,,,
SB23,C00403592,VQZCVAJE9J9,,,CCM,Tammy Baldwin for Senate,,,,,,PO Box 696,,Madison,WI,537010696,P2024,,2023-06-28,5000.00,0.00,Contribution,,C00326801,,,Baldwin,Tammy,,,,S,WI,00,,,,,,,,
