form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00379628,15996660,,,CCM,Friends Of Dave Joyce,,,,,,217 Third St SE,,Washington,DC,44143,P2024,,2023-11-01,1000.00,0.00,,011,C00527457,Friends Of Dave Joyce,H2OH14064,Joyce,Dave,,Rep.,,H,OH,14,,,,,,,,
SB23,C00379628,15996661,,,CCM,"Mark Alford For Congress, Inc.",,,,,,1272 W FOXWOOD DR,,Raymore,MO,64083,P2024,,2023-11-01,1000.00,0.00,,011,C00792598,"Mark Alford For Congress, Inc.",H2MO04207,Alford,Mark,,,,H,MO,04,,,,,,,,
SB23,C00379628,15996662,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernadino,CA,92423,P2024,,2023-11-01,2500.00,0.00,,011,C00510461,Pete Aguilar For Congress,H2CA31125,Aguilar,Pete,,,,H,CA,31,,,,,,,,
SB23,C00379628,15996663,,,CCM,"Moore For West Virginia, Inc.",,,,,,5827 Colfax Ave,,Alexandria,VA,22311,P2024,,2023-11-01,2500.00,0.00,,011,C00828947,"Moore For West Virginia, Inc.",H4WV02205,Moore,Riley,,Hon.,,H,WV,02,,,,,,,,
SB23,C00379628,15996666,,,PTY,National Republican Congressional Committee,,,,,,"320 First Street, S.E.",,Washington,DC,20003,,,2023-11-17,15000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00379628,15996667,,,CCM,Curtis For Congress,,,,,,439 New Jersey Ave. SE,,Washington,DC,20003,P2024,,2023-11-20,2500.00,0.00,,011,C00647339,Curtis For Congress,H8UT03238,Curtis,John,,Rep.,,H,UT,03,,,,,,,,
SB23,C00379628,15996668,,,PAC,COMMON SENSE FOR AMERICA PAC,,,,,,3337 N. HULLEN ST.,SUITE 301,METAIRIE,LA,70002,,,2023-11-30,2500.00,0.00,,011,C00634774,,,,,,,,,,,,,,,,,,
SB23,C00379628,15996670,,,COM,Duckworth Victory Fund,,,,,,"c/o Lisa Paulson, 124 Washington S",,Foxboro,MA,02035,,,2023-11-30,1000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00379628,15996671,,,CCM,Fry For Congress,,,,,,PO Box 15239,,Washington,DC,20003,P2024,,2023-11-30,2500.00,0.00,,011,C00786657,Fry For Congress,H2SC07280,Fry,Russell,,,,H,SC,07,,,,,,,,
SB23,C00379628,15996674,,,CCM,Hudson For Congress,,,,,,PO Box 5053,,Concord,NC,28027,G2024,,2023-11-30,1000.00,0.00,,011,C00504522,Hudson For Congress,H2NC08185,Hudson,Richard,,,Jr.,H,NC,08,,,,,,,,
SB23,C00379628,15996675,,,CCM,Mikie Sherrill For Congress,,,,,,PO Box 43032,,Montclair,NJ,07043,P2024,,2023-11-30,1000.00,0.00,,011,C00640003,Mikie Sherrill For Congress,H8NJ11142,Sherrill,Mikie,,Rep.,,H,NJ,11,,,,,,,,
SB23,C00379628,15996676,,,CCM,Pete Ricketts for Senate,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,P2024,,2023-11-01,2500.00,0.00,,011,C00832436,Pete Ricketts for Senate,S6NE00129,Ricketts,Pete,,Sen.,,S,NE,,,,,,,,,
SB23,C00379628,15996678,,,CCM,Celeste for Congress,,,,,,P. O. Box 2410,,Cedar City,UT,84721,S2023,Special-General2023,2023-11-01,2500.00,0.00,,011,C00842765,Celeste for Congress,H4UT02296,Maloy,Celeste,,,,H,UT,02,,,,,,,,
