form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00720029,500425726,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,3244.23,0.00,Staff Time/In Kind Contribution APIPA,,C00761064,API PA Votes,,,,,,,,,,,,,,,,,
SB23,C00720029,500425727,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,7668.92,0.00,Staff Time/In Kind Contribution LUCHA,,C00869321,Victory PAC,,,,,,,,,,,,,,,,,
SB23,C00720029,500425728,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,6246.40,0.00,Staff Time/In Kind Contribution Worker Power PAC,,C00756569,Worker Power PAC,,,,,,,,,,,,,,,,,
SB23,C00720029,500425729,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,6246.40,0.00,Staff Time/In Kind Contribution Michigan United,,C00733915,Michigan Peoples Choice,,,,,,,,,,,,,,,,,
SB23,C00720029,500425730,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,5621.76,0.00,Staff Time/In Kind Contribution Workers Vote,,C00754051,Workers Vote,,,,,,,,,,,,,,,,,
SB23,C00720029,500425731,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,7027.20,0.00,Staff Time/In Kind Contribution Workers Vote,,C00754051,Workers Vote,,,,,,,,,,,,,,,,,
SB23,C00720029,500425732,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,8744.96,0.00,Staff Time/In Kind Contribution WFP IE PAC,,C00626861,WFP IE Committee,,,,,,,,,,,,,,,,,
SB23,C00720029,500425733,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,281.05,0.00,Travel Expenses/In Kind Contribution APIPA,,C00761064,API PA Votes,,,,,,,,,,,,,,,,,
SB23,C00720029,500425734,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,9678.80,0.00,Travel Expenses/In Kind Contribution LUCHA,,C00869321,Victory PAC,,,,,,,,,,,,,,,,,
SB23,C00720029,500425735,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,5967.59,0.00,Travel Expenses/In Kind Contribution Workers Vote,,C00754051,Workers Vote,,,,,,,,,,,,,,,,,
