form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00720029,500424998,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-21,3017.51,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500424999,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-28,11233.30,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500425000,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-01,6901.85,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500425001,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-04,2585.78,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500425002,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-06,1530.38,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500425003,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-12,789.60,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500425004,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-18,578.44,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500425005,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-25,526.95,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500425007,,,ORG,Intuit Inc,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2024-11-18,99.00,0.00,Accounting Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500425008,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-31,16138.95,0.00,Administrative Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500425743,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,65232.88,0.00,PAC Staff Time,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500425744,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,1291.37,0.00,PAC Staff Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500426206,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,281.05,0.00,Travel Expenses/In Kind Contribution APIPA,,C00761064,API PA Votes,,,,,,,,,,,,,,,,X,* No Memo Itemization
SB21B,C00720029,500426207,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,9678.80,0.00,Travel Expenses/In Kind Contribution LUCHA,,C00869321,Victory PAC,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500426208,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,5967.59,0.00,Travel Expenses/In Kind Contribution Workers Vote,,C00754051,Workers Vote,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500426209,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,1622.02,0.00,Travel Expenses/In Kind Contribution Michigan United,,C00733915,Michigan Peoples Choice,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500426210,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,1267.76,0.00,Travel Expenses/In Kind Contribution Michigan United,,C00733915,Michigan Peoples Choice,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500426211,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,11109.39,0.00,Travel Expenses/In Kind Contribution Worker Power PAC,,C00756569,Worker Power PAC,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500426212,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,384.09,0.00,Travel Expenses/In Kind Contribution APIPA,,C00761064,API PA Votes,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500426213,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,13685.77,0.00,Travel Expenses/In Kind Contribution Worker Power PAC,,C00756569,Worker Power PAC,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500426214,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,467.60,0.00,Travel Expenses/In Kind Contribution SURJ PAC,,C00742205,SURJ PAC,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500426215,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-31,541.06,0.00,Travel Expenses/In Kind Contribution WFP IE PAC,,C00626861,WFP IE Committee,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500425009,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Francisco,CA,940801912,,,2024-10-28,16.39,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
