form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00528554,SE.5181,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-01,11896.00,2024-10-01,1754229.12,Media Production,004,C00528554,O,P00009423,HARRIS,KAMALA,,,,P,,,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5208,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-07,600.00,2024-10-07,6353628.59,Media Production,004,C00528554,O,P00009423,HARRIS,KAMALA,,,,P,,,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5182,,,ORG,Canvass Communications LLC,,,,,,PO Box 33609,,Washington,DC,20033,G2024,,2024-10-01,58351.00,2024-10-01,1812580.12,Text Messages,004,C00528554,S,P80001571,TRUMP,DONALD J.,,,,P,,,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5184,,,ORG,Canvass Communications LLC,,,,,,PO Box 33609,,Washington,DC,20033,G2024,,2024-10-01,58351.00,2024-10-01,1870931.12,Text Messages,004,C00528554,O,P00009423,HARRIS,KAMALA,,,,P,,,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5185,,,ORG,Canvass Communications LLC,,,,,,PO Box 33609,,Washington,DC,20033,G2024,,2024-10-01,7458.00,2024-10-01,22041.24,Text Messages,004,C00528554,S,S4MI00595,ROGERS,MICHAEL J,,,,S,,MI,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5186,,,ORG,Canvass Communications LLC,,,,,,PO Box 33609,,Washington,DC,20033,G2024,,2024-10-01,7458.00,2024-10-01,29499.24,Text Messages,004,C00528554,O,S4MI00470,SLOTKIN,ELISSA,,,,S,,MI,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5187,,,ORG,Canvass Communications LLC,,,,,,PO Box 33609,,Washington,DC,20033,G2024,,2024-10-01,11267.00,2024-10-01,32396.59,Text Messages,004,C00528554,S,S4AZ00220,LAKE,KARI,,,,S,,AZ,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5188,,,ORG,Canvass Communications LLC,,,,,,PO Box 33609,,Washington,DC,20033,G2024,,2024-10-01,11267.00,2024-10-01,43663.59,Text Messages,004,C00528554,O,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5189,,,ORG,Canvass Communications LLC,,,,,,PO Box 33609,,Washington,DC,20033,G2024,,2024-10-01,17734.00,2024-10-01,115362.81,Text Messages,004,C00528554,S,S2PA00661,MCCORMICK,DAVE,,,,S,,PA,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5190,,,ORG,Canvass Communications LLC,,,,,,PO Box 33609,,Washington,DC,20033,G2024,,2024-10-01,17734.00,2024-10-01,133096.81,Text Messages,004,C00528554,O,S6PA00217,CASEY,ROBERT,P.,,JR.,S,,PA,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5192,,,ORG,Canvass Communications LLC,,,,,,PO Box 33609,,Washington,DC,20033,G2024,,2024-10-01,5190.00,2024-10-01,24824.55,Text Messages,004,C00528554,S,S2NV00308,BROWN,SAM,,,,S,,NV,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5193,,,ORG,Canvass Communications LLC,,,,,,PO Box 33609,,Washington,DC,20033,G2024,,2024-10-01,5190.00,2024-10-01,30014.55,Text Messages,004,C00528554,O,S8NV00156,ROSEN,JACKY,,,,S,,NV,Satterfield,David,,,,2024-10-23,
SE,C00528554,SE.5207,,,ORG,Media Ad Ventures Inc,,,,,,8136 Old Keene Mill Rd,Suite A-300,Springfield,VA,22152,G2024,,2024-10-07,4482097.47,2024-10-07,6353028.59,Media Placement,004,C00528554,O,P00009423,HARRIS,KAMALA,,,,P,,,Satterfield,David,,,,2024-10-23,
