form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00383976,18026247,,,ORG,Ted Okon,,,,,,144 Chesterfield Drive,,Pinehurst,NC,28374,,,2024-02-09,5570.04,0.00,Travel Expenses,002,,,,,,,,,,,,,,,,,,,Travel Expenses
SB21b,C00383976,18064690,,,ORG,Blank Rome LLP,,,,,,One Logan Square,,Philadelphia,PA,191036998,,,2024-02-12,1506.00,0.00,Legal Fees,001,,,,,,,,,,,,,,,,,,,Legal Fees
SB21b,C00383976,18070605,,,ORG,"Snow Country Limousine, Inc.",,,,,,PO Box 681596,,Park City,UT,84068,,,2024-02-03,239.00,0.00,Travel Expenses paid via American Express,002,,,,,,,,,,,,,,,,,,,Travel Expenses paid via American Express
SB21b,C00383976,18070636,,,ORG,"Snow Country Limousine, Inc.",,,,,,PO Box 681596,,Park City,UT,84068,,,2024-02-21,239.00,0.00,Travel Expenses paid via American Express,002,,,,,,,,,,,,,,,,,,,Travel Expenses paid via American Express
SB21b,C00383976,18070641,,,ORG,Montage Deer Valley Hotel,,,,,,9100 Marsac Avenue,,Park City,UT,84060,,,2024-02-25,3248.04,0.00,Travel Expenses paid via American Express,002,,,,,,,,,,,,,,,,,,,Travel Expenses paid via American Express
SB21b,C00383976,18070645,,,ORG,"Snow Country Limousine, Inc.",,,,,,PO Box 681596,,Park City,UT,84068,,,2024-02-24,239.00,0.00,Travel Expenses paid via American Express,002,,,,,,,,,,,,,,,,,,,Travel Expenses paid via American Express
SB21b,C00383976,18070663,,,ORG,"Network Solutions, LLC",,,,,,12806 Gran Bay Parkway West,,Jacksonville,FL,32258,,,2024-02-03,249.90,0.00,Office Supplies paid via Amerian Express,001,,,,,,,,,,,,,,,,,,,Office Supplies paid via Amerian Express
SB21b,C00383976,18070669,,,ORG,The St. Regis Aspen Resort,,,,,,315 E Dean St,,Aspen,CO,81611,,,2024-01-18,2969.89,0.00,Travel Expenses paid via American Express,002,,,,,,,,,,,,,,,,,,,Travel Expenses paid via American Express
SB21b,C00383976,18071941,,,PAC,Community Oncology Alliance,,,,,,1101 Pennsylvania Avenue,Suite 700,Washington,DC,20004,,,2024-03-01,8515.38,0.00,2023 Operational Expenses,001,,,,,,,,,,,,,,,,,,,2023 Operational Expenses
SB21b,C00383976,18074911,,,ORG,"Snow Country Limousine, Inc.",,,,,,PO Box 681596,,Park City,UT,84068,,,2024-02-01,239.00,0.00,Travel Expenses,002,,,,,,,,,,,,,,,,,,,Travel Expenses
SB21b,C00383976,18101158,,,ORG,Snowbound Express,,,,,,P.O. Box 3402,,Avon,CO,81620,,,2024-01-04,894.00,0.00,Travel Expenses paid via American Express,002,,,,,,,,,,,,,,,,,,,Travel Expenses paid via American Express
SB21b,C00383976,18101160,,,ORG,Snowbound Express,,,,,,P.O. Box 3402,,Avon,CO,81620,,,2024-01-06,894.00,0.00,Travel Expenses paid via American Express,002,,,,,,,,,,,,,,,,,,,Travel Expenses paid via American Express
SB21b,C00383976,18101175,,,ORG,Blank Rome LLP,,,,,,One Logan Square,,Philadelphia,PA,191036998,,,2024-03-12,531.00,0.00,Legal Fees,001,,,,,,,,,,,,,,,,,,,Legal Fees
SB21b,C00383976,18101245,,,ORG,Blank Rome LLP,,,,,,One Logan Square,,Philadelphia,PA,191036998,,,2024-03-13,519.00,0.00,Legal Fees,001,,,,,,,,,,,,,,,,,,,Legal Fees
SB21b,C00383976,18101840,,,ORG,American Express,,,,,,P.O. Box 1270,,Newark,NJ,07101,,,2024-01-15,250.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,Bank Fees
SB21b,C00383976,18101842,,,ORG,Wells Fargo,,,,,,672 N. Battlefield Boulevard,,VA,DC,23320,,,2024-03-01,4111.08,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,Bank Fees
SB21b,C00383976,18102486,,,ORG,The St. Regis Aspen Resort,,,,,,315 E Dean St,,Aspen,CO,81611,,,2024-02-05,143.60,0.00,Travel Expenses paid via American Express,002,,,,,,,,,,,,,,,,,,,Travel Expenses paid via American Express
SB21b,C00383976,18102488,,,ORG,"Quorum Analytics, Inc.",,,,,,1 Thomas Circle NW,6th Floor,Washington,DC,20005,,,2024-01-12,10450.00,0.00,Office Supplies,001,,,,,,,,,,,,,,,,,,,Office Supplies
SB21b,C00383976,18151692,,,ORG,WP Engine,,,,,,504 Lavaca,Suite 1000,Austin,TX,78701,,,2024-02-19,300.00,0.00,Office Supplies paid via Amerian Express,001,,,,,,,,,,,,,,,,,,,Office Supplies paid via Amerian Express
SB21b,C00383976,18151698,,,ORG,Blank Rome LLP,,,,,,One Logan Square,,Philadelphia,PA,191036998,,,2024-03-12,46.00,0.00,Legal Fees,001,,,,,,,,,,,,,,,,,,,Legal Fees
