form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB29,C00162545,THE ROSWARSKI/MURRAY TEAM,,,,,,3928 MONITOR MILL DR,,LAFAYETTE,IN,47905,2023-05-15,POLITICAL CONTRIBUTION,,ROSWARSKI.MURRAY,TONY/CINDY,,,,011,,,,G,,650.00,,,,202307260300447526
SB29,C00162545,COMMITTEE TO ELECT NORA POWELL,,,,,,1401 N DUANE RD,,MUNCIE,IN,47304,2023-05-15,POLITICAL CONTRIBUTION,,POWELL,NORA,,,,011,,,,G,,250.00,,,,202307260300447526
SB29,C00162545,COMM TO RE-ELECT ROGER OVERBY,,,,,,2201 E DARTMOUTH AVE,,MUNCIE,IN,47303,2023-01-12,POLITICAL CONTRIBUTION,,OVERBY,ROGER,,,,011,,,,P,,500.00,,,,202307260300447523
SB29,C00162545,LAWRENCE FOR TREASURER,,,,,,5747 WHEELER RD,,INDIANAPOLIS,IN,46216,2023-01-12,POLITICAL CONTRIBUTION,,LAWRENCE,BARBARA,,,,011,,,,P,,500.00,,,,202307260300447523
SB29,C00162545,COMMITTEE TO ELECT STEPHEN SNYDER,,,,,,PO BOX 5357,,LAFAYETTE,IN,47903,2023-04-05,POLITICAL CONTRIBUTION,,SNYDER,STEPHEN,,,,011,,,,P,,1000.00,,,,202307260300447525
SB29,C00162545,HOGSETT FOR INDIANAPOLIS,,,,,,133 W MARKET ST SUITE 190,,INDIANAPOLIS,IN,46204,2023-04-07,POLITICAL CONTRIBUTION,,HOGSETTE,JOSEPH,,,,011,,,,P,,2500.00,,,,202307260300447525
SB29,C00162545,DAVID NIEZGODSKI FOR STATE SENATE,,,,,,4942 SCENIC DR,,SOUTH BEND,IN,46619,2023-05-15,POLITICAL CONTRIBUTION,,NIEZGODSKI,DAVID,,,,011,,,,G,,500.00,,,,202307260300447525
SB29,C00162545,COMMITTEE TO ELECT DAVID RAY,,,,,,915 N BURBANK RD,,INDIANAPOLIS,IN,46219,2023-02-08,POLITICAL CONTRIBUTION,,RAY,DAVID,,,,011,,,,P,,1000.00,,,,202307260300447523
SB29,C00162545,GEESAMAN FOR MAYOR,,,,,,219 FLORAL AVE,,PORTLAND,IN,47371,2023-04-05,POLITICAL CONTRIBUTION,,GESSAMAN,RANDY,,,,011,,,,P,,1000.00,,,,202307260300447524
SB29,C00162545,SHELBY COUNTY DEMOCRATS,,,,,,425 E WASHINGTON ST,,SHELBYVILLE,IN,46176,2023-04-05,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,340.00,,,,202307260300447524
SB29,C00162545,DELAWARE COUNTY DEMOCRAT CENTRAL COMMITTEE,,,,,,214 N WALNUT,,MUNCIE,IN,47304,2023-05-15,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,400.00,,,,202307260300447526
SB29,C00162545,DELANEY FOR INDIANAPOLIS,,,,,,732 TIMBER MILL LN,,INDIANAPOLIS,IN,46260,2023-03-13,POLITICAL CONTRIBUTION,,DELANEY,BRIENNE,,,,011,,,,P,,500.00,,,,202307260300447524
