form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00224790,SB23.73703,,,CAN,,BEAN,AARON P.,,,,P.O. BOX 16251,,FERNANDINA BEACH,FL,32035,G2023,,2023-03-22,1000.00,,Contribution - US House of Representative District  4,,,,H2FL04211,,,,,,H,FL,04,,,,,,,,
SB23,C00224790,SB23.73699,,,CAN,,CARPER,THOMAS R.,,,,600 WEST MATSON RUN PARKWAY,,WILMINGTON,DE,19802,G2023,,2023-02-27,1000.00,,Contribution - United States Senate,,,,S8DE00079,,,,,,S,DE,00,,,,,,,,
SB23,C00224790,SB23.73707,,,CAN,,CHERFILUS-MCCORMICK,SHEILA,,,,18612 SW 41ST STREET,,MIRAMAR,FL,33029,G2023,,2023-05-03,1000.00,,Contribution - US House of Representative District 20,,,,H8FL20032,,,,,,H,FL,20,,,,,,,,
SB23,C00224790,SB23.73714,,,CAN,,DESANTIS,RON,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,G2023,,2023-06-13,5000.00,,Contribution - US President,,,,P40013039,,,,,,P,,00,,,,,,,,
SB23,C00224790,SB23.73705,,,CAN,,DIAZ-BALART,MARIO,,,,8724 SW 72ND STREET,# 420,MIAMI,FL,33173,G2023,,2023-03-30,1000.00,,Contribution - US House of Representative District 26,,,,H2FL25018,,,,,,H,FL,26,,,,,,,,
SB23,C00224790,SB23.73701,,,CAN,,DUNN,NEAL PATRICK,,,,PO BOX 16088,,PANAMA CITY,FL,32406,G2023,,2023-03-08,1000.00,,"Contribution - US Congress, District 2",,,,H6FL02208,,,,,,H,FL,02,,,,,,,,
SB23,C00224790,SB23.73712,,,CAN,,FROST,MAXWELL ALEJANDRO,Alejandro,,,PO BOX 772671,,ORLANDO,FL,32877,G2023,,2023-06-13,1000.00,,Contribution - US House of Representative District 10,,,,H2FL10259,,,,,,H,FL,10,,,,,,,,
SB23,C00224790,SB23.73710,,,CAN,,MOORE,BLAKE,,,,520 26TH STREET,,OGDEN,UT,84401,G2023,,2023-06-07,1000.00,,"Contribution - US Congress, Utah District 1",,,,H0UT01205,,,,,,H,UT,01,,,,,,,,
SB23,C00224790,SB23.73700,,,CAN,,MOSKOWITZ,JARED,,,,PO BOX 8784,,CORAL SPRINGS,FL,33065,G2023,,2023-03-08,1000.00,,Contribution - US House of Representative District 23,,,,H2FL22171,,,,,,H,FL,23,,,,,,,,
SB23,C00224790,SB23.73717,,,CAN,,MOSKOWITZ,JARED,,,,PO BOX 8784,,CORAL SPRINGS,FL,33065,G2023,,2023-06-28,1000.00,,Contribution - US House of Representative District 23,,,,H2FL22171,,,,,,H,FL,23,,,,,,,,
SB23,C00224790,SB23.73695,,,CAN,,RUTHERFORD,JOHN,,,,3817 VICKERS LAKE DR,,JACKSONVILLE,FL,32224,G2023,,2023-01-03,1000.00,,"Contribution - FL House, District 5",,,,H6FL04105,,,,,,H,FL,05,,,,,,,,
SB23,C00224790,SB23.73708,,,CAN,,WEBSTER,DANIEL,,,,P. O. BOX 1007,,WEBSTER,FL,33597,G2023,,2023-05-26,2000.00,,"Contribution - US Congress, District 11",,,,H0FL08208,,,,,,H,FL,11,,,,,,,,
