form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00495861,501204430,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,G2024,,2024-10-08,42906.00,2024-10-08,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501195780,,,ORG,Spotify USA Inc.,,,,,,150 Greenwich St,Fl 62,New York,NY,100072474,G2024,,2024-08-28,15998.50,2024-10-01,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501204431,,,ORG,Vevo LLC,,,,,,4 Times Sq,Fl 25,New York,NY,100366518,G2024,,2024-10-08,27037.00,2024-10-08,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501204432,,,ORG,TelevisaUnivision,,,,,,101 Constitution Ave NW,,Washington,DC,200012133,G2024,,2024-10-08,20592.00,2024-10-08,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501204433,,,ORG,"Roku, Inc.",,,,,,150 Winchester Cir,,Los Gatos,CA,950321812,G2024,,2024-10-08,10421.00,2024-10-08,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501204434,,,ORG,"Hulu, LLC",,,,,,2500 Broadway,Fl 2,Santa Monica,CA,904043065,G2024,,2024-10-08,21829.00,2024-10-08,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501208915,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,G2024,,2024-08-29,35461.47,2024-10-01,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,,Partial payment of estimated expense Reported on 8/30/2024.
SE,C00495861,501208925,,,ORG,Spotify USA Inc.,,,,,,150 Greenwich St,Fl 62,New York,NY,100072474,G2024,,2024-09-24,20142.00,2024-10-01,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501204435,,,ORG,"NBCUniversal Media, LLC",,,,,,100 Universal City Plaza,,Universal City,CA,916081002,G2024,,2024-10-08,19202.00,2024-10-08,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501208916,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,G2024,,2024-09-16,15753.11,2024-10-01,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501204436,,,ORG,Paramount,,,,,,1515 Broadway,,New York,NY,100368901,G2024,,2024-10-08,13321.00,2024-10-08,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501204437,,,ORG,SiriusXM Media,,,,,,125 Park Ave,Fl 19,New York,NY,100178503,G2024,,2024-10-08,9915.00,2024-10-08,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,,Paid through Wex Credit Card
SE,C00495861,501208918,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,G2024,,2024-09-24,83298.41,2024-10-01,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501204438,,,ORG,Spotify USA Inc.,,,,,,150 Greenwich St,Fl 62,New York,NY,100072474,G2024,,2024-10-08,0.00,2024-10-08,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
SE,C00495861,501204439,,,ORG,iHeartMedia,,,,,,20880 Stone Oak Pkwy,,San Antonio,TX,782587460,G2024,,2024-10-08,8211.00,2024-10-08,1116759.55,Ad Buy,,,S,P80000722,Harris,Kamala,,,,P,,,Speed,Greg,,,,2024-12-05,
