form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00525238,SB23.5678,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-12-21,1000.00,,CONTRIBUTION,,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00525238,SB23.5645,,,CCM,GEORGE LOGAN FOR CONGRESS,,,,,,26 CATOONAH STREET,BOX 72,RIDGEFIELD,CT,06877,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00784926,GEORGE LOGAN FOR CONGRESS,H2CT05222,LOGAN,GEORGE,,,,H,CT,05,,,,,,,,
SB23,C00525238,SB23.5667,,,CCM,JOE TEIRAB FOR CONGRESS,,,,,,PO BOX 1894,,BURNSVILLE,MN,55337,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00853929,JOE TEIRAB FOR CONGRESS,H4MN02177,TEIRAB,JOE,,,,H,MN,02,,,,,,,,
SB23,C00525238,SB23.5644,,,CCM,JUDGE JOE MCGRAW FOR CONGRESS,,,,,,PO BOX 1451,,ROCKFORD,IL,61105,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00851246,JUDGE JOE MCGRAW FOR CONGRESS,H4IL17101,MCGRAW,JOE,,,,H,IL,17,,,,,,,,
SB23,C00525238,SB23.5681,,,CCM,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,PO BOX 2438,,CORONA,CA,92878,P2024,,2023-12-21,1000.00,,CONTRIBUTION,,C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,H2CA37023,CALVERT,KEN,,,,H,CA,41,,,,,,,,
SB23,C00525238,SB23.5672,,,CCM,KEVIN LINCOLN FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00845826,KEVIN LINCOLN FOR CONGRESS,H4CA09093,LINCOLN,KEVIN,J,,II,H,CA,09,,,,,,,,
SB23,C00525238,SB23.5668,,,CCM,MAYRA FLORES FOR CONGRESS,,,,,,PO BOX 516,,LOS INDIOS,TX,78567,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00768994,MAYRA FLORES FOR CONGRESS,H2TX34113,FLORES,MAYRA,NOHEMI,,,H,TX,34,,,,,,,,
SB23,C00525238,SB23.5618,,,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,P2024,,2023-08-08,4000.00,,CONTRIBUTION,,C00546499,MIKE BOST FOR CONGRESS COMMITTEE,H4IL12060,BOST,MICHAEL,,,,H,IL,12,,,,,,,,
SB23,C00525238,SB23.5683,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,P2024,,2023-12-21,1000.00,,CONTRIBUTION,,C00701102,MIKE GARCIA FOR CONGRESS,H0CA25105,GARCIA,MICHAEL,,,,H,CA,27,,,,,,,,
SB23,C00525238,SB23.5671,,,CCM,MONICA FOR CONGRESS,,,,,,PO BOX 4605,,MCALLEN,TX,78502,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00765719,MONICA FOR CONGRESS,H0TX15124,DE LA CRUZ,MONICA,,,,H,TX,15,,,,,,,,
