form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00253294,SB21B.14126,,,ORG,AFL CIO,,,,,,815 16TH STREET NW,,WASHINGTON,DC,20005,,,2024-02-14,250.00,,CONFERENCE REGISTRATION,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.14125,,,ORG,AMERICAN AIRLINES,,,,,,PO BOX 619616,,DALLAS FORTH WORTH,TX,75261,,,2024-02-14,1524.20,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.14018,,,ORG,AMINA PHILADELPHIA,,,,,,104 CHESTNUT STREET,,PHILADELPHA,PA,19106,,,2024-01-12,495.00,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.13906,,,IND,,BLACKMAN,PERRY,N,,CPA,506 CORPORATE DRIVE WEST,,LANGHORNE,PA,19047,,,2024-01-11,2810.00,,ACCOUNTING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.13907,,,IND,,BLACKMAN,PERRY,N,,CPA,506 CORPORATE DRIVE WEST,,LANGHORNE,PA,19047,,,2024-02-07,6016.25,,ACCOUNTING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.13908,,,IND,,BLACKMAN,PERRY,N,,CPA,506 CORPORATE DRIVE WEST,,LANGHORNE,PA,19047,,,2024-03-11,1445.00,,ACCOUNTING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.14213,,,ORG,BOOKERS RESTAURANT,,,,,,5021 BALTIMORE AVENUE,,PHILADELPHIA,PA,19143,,,2024-03-14,121.74,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.14112,,,ORG,BOUTIQUE RIVER FALLS,,,,,,3269 S FERRY RD,,PHILADELPHIA,PA,19129,,,2024-02-14,396.59,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.14169,,,ORG,BOUTIQUE RIVER FALLS,,,,,,3269 S FERRY RD,,PHILADELPHIA,PA,19129,,,2024-02-14,45.96,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.14220,,,ORG,BOUTIQUE RIVER FALLS,,,,,,3269 S FERRY RD,,PHILADELPHIA,PA,19129,,,2024-03-14,70.45,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.14225,,,ORG,BOUTIQUE RIVER FALLS,,,,,,3269 S FERRY RD,,PHILADELPHIA,PA,19129,,,2024-03-14,76.87,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.14230,,,ORG,CAFE ALDO,,,,,,2011 MARLTON PIKE,,CHERRY HILL,NJ,08002,,,2024-03-14,334.96,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.14117,,,ORG,CAPITAL GRILLE PHILADELPHIA,,,,,,1338 CHESTNUT STREET,,PHILADELPHIA,PA,19107,,,2024-02-14,883.68,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.13924,,,ORG,CHAVOUS CONSULTING LLC,,,,,,100 S BROAD STREET,,PHILADELPHIA,PA,19110,,,2024-01-17,5000.00,,MARKET RESEARCH,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.13925,,,ORG,CHAVOUS CONSULTING LLC,,,,,,100 S BROAD STREET,,PHILADELPHIA,PA,19110,,,2024-03-19,2500.00,,MARKET RESEARCH,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.13926,,,ORG,CHAVOUS CONSULTING LLC,,,,,,100 S BROAD STREET,,PHILADELPHIA,PA,19110,,,2024-03-19,2500.00,,MARKET RESEARCH,,,,,,,,,,,,,,,,,,,,
