form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00001636,SB23.81893,,,CCM,Baldwin for Wisconsin,,,,,,P.O. Box 696,,Madison,WI,53701,G2024,,2024-04-25,1500.00,,"Senate, WI",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81838,,,CCM,Caraveo for Congress,,,,,,P.O. Box 953,,Eastlake,CO,80614,G2024,,2024-04-04,2500.00,,"House, CO, 8 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81833,,,CCM,Chris Deluzio for Congress,,,,,,P.O. Box 16210,,Pittsburgh,PA,15242,G2024,,2024-04-01,2500.00,,"House, PA, 17 dst",011,,Chris Deluzio for Congress,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81837,,,CCM,COHEN FOR CONGRESS,,,,,,349 KENILWORTH PLACE,,MEMPHIS,TN,38112,P2024,,2024-04-04,1000.00,,"House, TN, 9 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81895,,,PAC,Committee for a Democratic Future,,,,,,6129 Long Meadow Road,,McLean,VA,22101,,,2024-04-25,5000.00,,Rep DeLauro Leadership PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81865,,,PAC,GREG PAC,,,,,,"910 17th St. NW, Suite 925",,Washington,DC,20006,,,2024-04-18,5000.00,,Leadership PAC for Rep. Greg Stanton,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81839,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,G2024,,2024-04-04,1000.00,,"House, NJ, 5 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81897,,,PAC,Marc for Us,,,,,,221 North Patrick Street,,Alexandria,VA,22314,,,2024-04-25,5000.00,,Rep Molinaro Leadership PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81835,,,CCM,Mary Peltola for Alaska,,,,,,6129 Long Meadow Rd,,McLean,VA,22101,G2024,,2024-04-01,2500.00,,"House, AK, At-Large dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81898,,,CCM,Norma Torres for Congress,,,,,,"6 E Street, SE",,Washington,DC,20003,G2024,,2024-04-25,1500.00,,"House, CA, 35 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81858,,,PAC,Prairie PAC,,,,,,200 East Jefferson Street,,Falls Church,VA,22046,,,2024-04-11,1000.00,,Prairie PAC - LP for Sen. Durbin,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81870,,,CCM,Risch for Bismarck,,,,,,750 Augsburg Ave,,Bismarck,ND,58504,G2024,,2024-04-18,1200.00,,"Bismarck City Commisioner, ND",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81891,,,PAC,Summitt PAC,,,,,,6129 Long Meadow Road,,McLean,VA,22101,,,2024-04-25,2500.00,,Rep Craig Leadership PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.81866,,,PAC,Turquoise PAC,,,,,,P.O. Box 15096,c/o The Strathdee Group,Washington,DC,20003,,,2024-04-18,1000.00,,Leadership PAC for Rep. John Lujan,,,,,,,,,,,,,,,,,,,,
