form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00077321,48925300,,,CCM,Donald Norcross For Congress,,,,,,PO Box 160,,Collingswood,NJ,08108,P2024,,2023-07-24,3000.00,0.00,,011,C00558320,Donald Norcross For Congress,H4NJ01084,Norcross,Donald,,Rep.,,H,NJ,01,,,,,,,,
SB23,C00077321,48925301,,,CCM,Scanlon For Congress,,,,,,PO Box 263,,Swarthmore,PA,19081,P2024,,2023-07-24,2500.00,0.00,,011,C00669358,Scanlon For Congress,H8PA07200,Scanlon,Mary,,Rep.,,H,PA,05,,,,,,,,
SB23,C00077321,48925302,,,CCM,Cleaver For Congress,,,,,,"4801 Main Street, Stuite 1000",,Kansas City,MO,64112,P2024,,2023-07-24,2500.00,0.00,,011,C00395848,Cleaver For Congress,,Cleaver,Emanuel,,Rep.,II,H,MO,05,,,,,,,,
SB23,C00077321,48925303,,,CCM,Cleaver For Congress,,,,,,"4801 Main Street, Stuite 1000",,Kansas City,MO,64112,G2024,,2023-07-24,2500.00,0.00,,011,C00395848,Cleaver For Congress,,Cleaver,Emanuel,,Rep.,II,H,MO,05,,,,,,,,
SB23,C00077321,48925304,,,CCM,Mike Flood For Congress,,,,,,PO Box 81041,,Lincoln,NE,68501,P2024,,2023-07-24,1000.00,0.00,,011,C00801241,Mike Flood For Congress,H2NE01118,Flood,Mike,,,,H,NE,01,,,,,,,,
SB23,C00077321,48925355,,,CCM,William Timmons For Congress,,,,,,PO Box 3416,,Greenville,SC,29602,P2024,,2023-07-24,2500.00,0.00,,011,C00668491,William Timmons For Congress,H8SC04250,Timmons,William,,Rep.,IV,H,SC,04,,,,,,,,
SB23,C00077321,48926014,,,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,89033,G2024,,2023-07-24,5000.00,0.00,,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven,,Rep.,,H,NV,04,,,,,,,,
SB23,C00077321,48926015,,,CCM,Friends Of Dan Kildee,,,,,,P.O. Box 248,,Flint,MI,48501,P2024,,2023-07-24,5000.00,0.00,,011,C00499947,Friends Of Dan Kildee,H2MI05119,Kildee,Dan,,Rep.,,H,MI,05,,,,,,,,
SB23,C00077321,48926016,,,CCM,Friends Of Sherrod Brown,,,,,,PO Box 76187,Suite 800,Washington,DC,20013,P2024,,2023-07-24,5000.00,0.00,,011,C00264697,Friends Of Sherrod Brown,S6OH00163,Brown,Sherrod,,Sen.,,S,OH,,,,,,,,,
SB23,C00077321,48926017,,,PAC,America Works PAC,,,,,,PO Box 76187,,Washington,DC,20013,,,2023-07-24,5000.00,0.00,,011,C00331694,,,,,,,,,,,,,,,,,,
SB23,C00077321,48926056,,,CCM,Jim Himes For Congress,,,,,,"857 Post Road, #312",,Fairfield,CT,06824,C2023,Convention2023,2023-07-24,5000.00,0.00,,011,C00434191,Jim Himes For Congress,H8CT04172,Himes,James,,Rep.,,H,CT,04,,,,,,,,
SB23,C00077321,48926526,,,PAC,FOREVER YOUTH ORGANIZATION UTILIZING A NEW GENERATION PAC,,,,,,9460 Tegner Rd,,Hilmar,CA,95324,,,2023-07-25,2500.00,0.00,,011,C00683508,,,,,,,,,,,,,,,,,,
SB23,C00077321,48926527,,,CCM,John Rose For Tennessee,,,,,,PO Box 2404,,Cookeville,TN,38502,P2024,,2023-07-25,2000.00,0.00,,011,C00652743,John Rose For Tennessee,H8TN06094,Rose,John,,Rep.,,H,TN,06,,,,,,,,
SB23,C00077321,48926528,,,CCM,Texans For Jodey Arrington,,,,,,PO Box 6687,,Lubbock,TX,79493,P2024,,2023-07-25,2000.00,0.00,,011,C00588657,Texans For Jodey Arrington,H6TX19099,Arrington,Jodey,,,,H,TX,19,,,,,,,,
