form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00385039,B-12865,,,CCM,Cramer for Senate,,,,,,PO Box 396,,Bismarck,ND,585020396,P2024,,2023-08-28,1000.00,1000.00,PAC Political Contribution,011,C00652081,Protecting the Majority Committee,S8ND00120,Cramer,Kevin,,MR.,,S,ND,00,,,,,,,,
SB23,C00385039,B-12847,,,CCM,David Scott for Congress,,,,,,P.o. Box 960821,,Riverdale,GA,30296,P2024,,2023-07-10,1000.00,1000.00,PAC Political Contribution,011,C00369801,David Scott for Congress,H2GA13012,Scott,David,Albert,,,H,GA,13,,,,,,,,
SB23,C00385039,B-12871,,,PAC,Duckworth Victory Fund,,,,,,124 Washington St.,Suite 101,Foxboro,MA,20235,,,2023-08-28,1000.00,1000.00,PAC Political Contribution,011,C00577189,Duckworth Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00385039,B-12859,,,CCM,Fischbach for Congress,,,,,,PO Box 190,,Litchfield,MN,55355,P2024,,2023-08-28,1000.00,2000.00,PAC Political Contribution,011,C00717959,Fischbach for Congress,H0MN07091,Fischbach,Michelle,,,,H,MN,07,,,,,,,,
SB23,C00385039,B-12867,,,CCM,Friends of Bennie Thompson,,,,,,PO Box 100,,Bolton,MS,390410100,G2024,,2023-08-28,1500.00,1500.00,PAC Political Contribution,011,C00279851,Friends of Bennie Thompson,H4MS02068,Thompson,Bennie,G.,,,H,MS,02,,,,,,,,
SB23,C00385039,B-12849,,,CCM,Friends of Dusty Johnson,,,,,,PO Box 278,,Mitchell,SD,57301,P2024,,2023-07-10,3000.00,4000.00,PAC Political Contribution,011,C00628917,Friends of Dusty Johnson,H8SD01055,Johnson,Dusty,,,,H,SD,01,,,,,,,,
SB23,C00385039,B-12869,,,CCM,Friends of Glenn Thompson,,,,,,400 N. Michael Street,,St. Marys,PA,15857,G2024,,2023-08-28,2500.00,7500.00,PAC Political Contribution,011,C00444620,Friends of Glenn Thompson,H8PA05071,Thompson,Glenn Mr.,,,,H,PA,15,,,,,,,,
SB23,C00385039,B-12861,,,CCM,Garret Graves for Congress,,,,,,PO Box 64845,,Baton Rouge,LA,70896,P2024,,2023-08-28,1000.00,2000.00,PAC Political Contribution,011,C00558486,Garret Graves for Congress,H4LA06153,Graves,Garret,,,,H,LA,06,,,,,,,,
SB23,C00385039,B-12863,,,CCM,Julia Letlow for Congress,,,,,,905 Julia St,,Rayville,LA,71269,P2024,,2023-08-28,1000.00,2000.00,PAC Political Contribution,011,C00766428,Julia Letlow for Congress,H2LA05126,Letlow,Julia,,,,H,LA,05,,,,,,,,
SB23,C00385039,B-12875,,,CCM,Kat for Congress,,,,,,5200 NW 43rd St Ste 102-180,,Gainesville,FL,32606,P2024,,2023-09-25,1000.00,2000.00,PAC Political Contribution,011,C00730895,Kat for Congress,H0FL03175,Cammack,Kat,,,,H,FL,03,,,,,,,,
SB23,C00385039,B-12853,,,CCM,Moolenaar for Congress,,,,,,5915 Eastman Avenue,Suite 100,Midland,MI,486406824,P2024,,2023-07-10,2500.00,2500.00,PAC Political Contribution,011,C00561530,Moolenaar for Congress,H4MI04126,Moolenaar,John,,MR.,,H,MI,02,,,,,,,,
SB23,C00385039,B-12857,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,62705,P2024,,2023-08-28,1000.00,1000.00,PAC Political Contribution,011,C00787812,Nikki for Congress,H2IL13153,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00385039,B-12873,,,CCM,Sanford Bishop for Congress,,,,,,P O Box 909,,Columbus,GA,31902,G2024,,2023-08-28,2500.00,2500.00,PAC Political Contribution,011,C00266940,Sanford Bishop for Congress,H2GA02031,Bishop,Sanford,D,,,H,GA,02,,,,,,,,
SB23,C00385039,B-12855,,,PAC,Together Holding Our Majority PAC,,,,,,PO Box 97275,,Raleigh,NC,27624,,,2023-07-19,1000.00,3500.00,PAC Political Contribution,011,C00571323,Together Holding Our Majority PAC,,,,,,,,,,,,,,,,,
