form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00389403,SB23.7894,,,CCM,AMODEI FOR NEVADA,,,,,,503 N DIVISION ST,,CARSON CITY,NV,89703,G2024,,2024-06-06,1000.00,,,,C00496760,AMODEI FOR NEVADA,,,,,,,H,NV,02,,,,,,,,
SB23,C00389403,SB23.7895,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. BOX 22116,,EAGAN,MN,55122,G2024,,2024-06-06,1000.00,,,,C00575209,ANGIE CRAIG FOR CONGRESS,,,,,,,H,MN,02,,,,,,,,
SB23,C00389403,SB23.7880,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,P2024,,2024-05-28,1000.00,,,,C00706267,ASHLEY HINSON FOR CONGRESS,,,,,,,H,IA,02,,,,,,,,
SB23,C00389403,SB23.7881,,,CCM,BALDERSON FOR CONGRESS,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,G2024,,2024-05-28,1000.00,,,,C00662650,BALDERSON FOR CONGRESS,,,,,,,H,OH,12,,,,,,,,
SB23,C00389403,SB23.7886,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,P2024,,2024-05-28,1000.00,,,,C00703843,BICE FOR CONGRESS,,,,,,,H,OK,05,,,,,,,,
SB23,C00389403,SB23.7933,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,P2024,,2024-06-14,1000.00,,,,C00408534,BILIRAKIS FOR CONGRESS,,,,,,,H,FL,12,,,,,,,,
SB23,C00389403,SB23.7903,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO BOX 953,,EASTLAKE,CO,80614,P2024,,2024-06-06,1000.00,,,,C00787788,CARAVEO FOR CONGRESS,,,,,,,H,CO,08,,,,,,,,
SB23,C00389403,SB23.7887,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,P2024,,2024-05-28,1000.00,,,,C00786194,CISCOMANI FOR CONGRESS,,,,,,,H,AZ,06,,,,,,,,
SB23,C00389403,SB23.7934,,,CCM,CITIZENS FOR BOYLE,,,,,,PO BOX 11545,,PHILADELPHIA,PA,19116,P2024,,2024-06-14,1000.00,,,,C00543363,CITIZENS FOR BOYLE,,,,,,,H,PA,13,,,,,,,,
SB23,C00389403,SB23.7870,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 378,,VICTOR,NY,14564,P2024,,2024-05-16,2500.00,,,,C00632828,CLAUDIA TENNEY FOR CONGRESS,,,,,,,H,NY,24,,,,,,,,
