form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00304832,SB23.5537,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 244,,CLINTON,NY,13323,G2024,,2023-09-26,5000.00,,Contribution to Candidate,,C00632828,,,,,,,,H,NY,24,,,,,,,,
SB23,C00304832,SB23.5458,,,CCM,COMMON GROUND PAC,,,,,,1751 POTOMAC GREENS DRIVE,,ALEXANDRIA,VA,22314,O2024,PAC to PAC,2023-07-19,2500.00,,PAC to PAC Contribution,,C00538835,,,,,,,,,,,,,,,,,,
SB23,C00304832,SB23.5456,,,CCM,CONTINUING AMERICA'S STRENGTH AND SECURITY PAC,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,O2024,PAC to PAC,2023-07-19,2500.00,,PAC to PAC Contribution,,C00480228,,,,,,,,,,,,,,,,,,
SB23,C00304832,SB23.5455,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,P2024,,2023-07-19,2500.00,,Contribution to Candidate,,C00559393,,,,,,,,H,WA,04,,,,,,,,
SB23,C00304832,SB23.5524,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,P2024,,2023-09-12,2500.00,,Contribution to Candidate,,C00559393,,,,,,,,H,WA,04,,,,,,,,
SB23,C00304832,SB23.5525,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,G2024,,2023-09-12,5000.00,,Contribution to Candidate,,C00559393,,,,,,,,H,WA,04,,,,,,,,
SB23,C00304832,SB23.5535,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,G2024,,2023-09-26,5000.00,,Contribution to Candidate,,C00527457,,,,,,,,H,OH,14,,,,,,,,
SB23,C00304832,SB23.5453,,,CCM,JEFFRIES FOR CONGRESS,,,,,,PO BOX 65322,,WASHINGTON,DC,20035,P2024,,2023-07-19,5000.00,,Contribution to Candidate,,C00503052,,,,,,,,H,NY,08,,,,,,,,
SB23,C00304832,SB23.5528,,,CCM,JIMMY GOMEZ FOR CONGRESS,,,,,,600 PENNSYLVANIA AVE SE #15180,,WASHINGTON,DC,20003,P2024,,2023-09-26,2500.00,,Contribution to Candidate,,C00629659,,,,,,,,H,CA,34,,,,,,,,
SB23,C00304832,SB23.5530,,,CCM,KEVIN MCCARTHY FOR CONGRESS,,,,,,PO BOX 12667,,BAKERSFIELD,CA,93389,P2024,,2023-09-26,5000.00,,Contribution to Candidate,,C00420935,,,,,,,,H,CA,20,,,,,,,,
SB23,C00304832,SB23.5532,,,CCM,KEVIN MCCARTHY FOR CONGRESS,,,,,,PO BOX 12667,,BAKERSFIELD,CA,93389,G2024,,2023-09-26,5000.00,,Contribution to Candidate,,C00420935,,,,,,,,H,CA,20,,,,,,,,
SB23,C00304832,SB23.5536,,,CCM,LANGWORTHY FOR CONGRESS,,,,,,25658 FORD,,ROSEVILLE,MI,48066,G2024,,2023-09-26,5000.00,,Contribution to Candidate,,C00732784,,,,,,,,,,,,,,,,,,
SB23,C00304832,SB23.5533,,,PAC,LEADERS IN LIFE ACTING COOPERATIVELY (LILAC) PAC,,,,,,P.O. BOX 90914,,ROCHESTER,NY,14609,O2024,PAC to PAC,2023-09-26,5000.00,,PAC to PAC Contribution,,C00714501,,,,,,,,,,,,,,,,,,
SB23,C00304832,SB23.5526,,,CCM,MIKE THOMPSON FOR CONGRESS,,,,,,5445 MADISON AVENUE,,SACRAMENTO,CA,95841,P2024,,2023-09-12,5000.00,,Contribution to Candidate,,C00326363,,,,,,,,H,CA,04,,,,,,,,
SB23,C00304832,SB23.5527,,,CCM,MIKE THOMPSON FOR CONGRESS,,,,,,5445 MADISON AVENUE,,SACRAMENTO,CA,95841,G2024,,2023-09-12,5000.00,,Contribution to Candidate,,C00326363,,,,,,,,H,CA,04,,,,,,,,
SB23,C00304832,SB23.5538,,,PAC,SAC PAC,,,,,,PO BOX 83142,,GAITHERSBURG,MD,20883,O2024,PAC to PAC,2023-09-26,5000.00,,PAC to PAC Contribution,,C00165548,,,,,,,,,,,,,,,,,,
