form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00032979,70765174,,,CCM,Andy Kim For New Jersey,,,,,,PO Box 211,,Marlton,NJ,08053,G2024,,2024-10-17,5000.00,0.00,GENERAL 2024,011,C00648220,Andy Kim For New Jersey,S4NJ00466,Kim,Andy,,Rep.,,S,NJ,,,,,,,,,GENERAL 2024
SB23,C00032979,70765180,,,CCM,Titus For Congress,,,,,,PO Box 72454,,LAS VEGAS,NV,89170,G2024,,2024-10-17,5000.00,0.00,GENERAL 2024,011,C00499467,Titus For Congress,H8NV03036,Titus,Dina,,Ms.,,H,NV,01,,,,,,,,GENERAL 2024
SB23,C00032979,70765185,,,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO BOX 336664,,N LAS VEGAS,NV,89033,G2024,,2024-10-17,5000.00,0.00,GENERAL 2024,011,C00504613,NEVADANS FOR STEVEN HORSFORD,H2NV04011,Horsford,Steven,,Mr.,,H,NV,04,,,,,,,,GENERAL 2024
SB23,C00032979,70765187,,,CCM,Susie Lee For Congress,,,,,,5130 S FORT APACHE RD STE 215-382,,LAS VEGAS,NV,89148,G2024,,2024-10-17,5000.00,0.00,GENERAL 2024,011,C00655613,Susie Lee For Congress,H8NV03200,Lee,Susie,,,,H,NV,03,,,,,,,,GENERAL 2024
SB23,C00032979,71020492,,,COM,GALLEGO VICTORY FUND,,,,,,PO BOX 36123,,PHOENIX,AZ,85067,,,2024-10-22,100000.00,0.00,CONTRIBUTION,011,,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71020493,,,COM,BACCAM VICTORY FUND,,,,,,2813 VIRGINIA PL,,DES MOINES,IA,50321,,,2024-10-22,2500.00,0.00,CONTRIBUTION,011,,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71020494,,,PAC,BOHANNAN VICTORY FUND,,,,,,PO BOX 722,,IOWA CITY,IA,52245,,,2024-10-22,2500.00,0.00,CONTRIBUTION,011,C00811059,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71020504,,,PTY,Nevada State Democratic Party - Federal,,,,,,2310 PASEO DEL PRADO STE A120,,Las Vegas,NV,89102,,,2024-10-22,5000.00,0.00,CONTRIBUTION,011,C00208991,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71020506,,,CCM,"Moore For West Virginia, Inc.",,,,,,PO Box 603,,Harpers Ferry,WV,25425,G2024,,2024-10-22,3300.00,0.00,GENERAL 2024,011,C00828947,"Moore For West Virginia, Inc.",H4WV02205,Moore,Riley,,Hon.,,H,WV,02,,,,,,,,GENERAL 2024
SB23,C00032979,71020514,,,PAC,BLUE POWER PAC,,,,,,PO BOX 8846,,COLLINSWOOD,NJ,08108,,,2024-10-22,5000.00,0.00,CONTRIBUTION,011,C00575894,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71020517,,,CCM,DON DAVIS FOR NORTH CAROLINA,,,,,,PO Box 511,,Snow Hill,NC,28580,G2024,,2024-10-22,5000.00,0.00,GENERAL 2024,011,C00795211,DON DAVIS FOR NORTH CAROLINA,H2NC02287,Davis,Don,,,,H,NC,01,,,,,,,,GENERAL 2024
SB23,C00032979,71020518,,,CCM,Deborah Ross For Congress,,,,,,PO Box 28258,,Raleigh,NC,27611,G2024,,2024-10-22,5000.00,0.00,GENERAL 2024,011,C00729277,Deborah Ross For Congress,H0NC02125,Ross,Deborah,,,,H,NC,02,,,,,,,,GENERAL 2024
SB23,C00032979,71020520,,,CCM,NELLIE POU FOR CONGRESS,,,,,,PO BOX 2696,,PATERSON,NJ,07509,G2024,,2024-10-22,5000.00,0.00,GENERAL 2024,011,C00887547,NELLIE POU FOR CONGRESS,,POU,NELLIE,,,,H,NJ,09,,,,,,,,GENERAL 2024
SB23,C00032979,71020521,,,PTY,OHIO DEMOCRATIC PARTY -FED,,,,,,697 E. BROAD ST STE 101,,COLUMBUS,OH,43215,,,2024-10-22,5000.00,0.00,CONTRIBUTION,011,C00016899,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71022501,,,CCM,Laura Friedman For Congress,,,,,,1531 PERDUE AVE,,Los Angeles,CA,90025,G2024,,2024-10-22,5000.00,0.00,GENERAL 2024,011,C00831321,Laura Friedman For Congress,H4CA30149,Friedman,Laura,,Hon.,,H,CA,30,,,,,,,,GENERAL 2024
SB23,C00032979,71022502,,,CCM,Magaziner For Congress,,,,,,PO BOX 40993,,PROVIDENCE,RI,02940,G2024,,2024-10-22,5000.00,0.00,GENERAL 2024,011,C00802504,Magaziner For Congress,H2RI02184,Magaziner,Seth,,,,H,RI,02,,,,,,,,GENERAL 2024
SB23,C00032979,71022508,,,CCM,Whitehouse For Senate,,,,,,P.O. Box 40280,,Providence,RI,02940,G2024,,2024-10-22,5000.00,0.00,GENERAL 2024,011,C00410803,Whitehouse For Senate,S6RI00221,Whitehouse,Sheldon,,Mr.,,S,RI,,,,,,,,,GENERAL 2024
SB23,C00032979,71022891,,,CCM,Herb Conaway For Congress,,,,,,P.O. Box 493,,Willingboro,NJ,08046,G2024,,2024-10-29,5000.00,0.00,GENERAL 2024,011,C00859496,Herb Conaway For Congress,H4NJ03080,Conaway,Herb,,Rep.,,H,NJ,03,,,,,,,,GENERAL 2024
