form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00081414,SB23.7021,,,CAN,,Amo,Gabriel,F,,,PO Box 40457,,Providence,RI,02940,G2024,,2024-09-18,3000.00,,Campaign Contribution,,,,H4RI01265,,,,,,H,RI,01,,,,,,,,
SB23,C00081414,SB23.7028,,,CAN,,Case,Edward,,,,1253 S Beretania St.,#8888,Honolulu,HI,96814,G2024,,2024-09-18,3000.00,,Campaign Contribution,,,,H2HI02128,,,,,,H,HI,01,,,,,,,,
SB23,C00081414,SB23.7026,,,CAN,,Fallon,Patrick,,,,PO Box 614,,Celina,TX,75009,G2024,,2024-09-18,3000.00,,Campaign Contribution,,,,H0TX04219,,,,,,H,TX,04,,,,,,,,
SB23,C00081414,SB23.7029,,,CAN,,Garbarino,Andrew,,,,234 Fairview Ave,,Bayport,NY,11705,G2024,,2024-09-18,2000.00,,Campaign Contribution,,,,H0NY02234,,,,,,H,NY,02,,,,,,,,
SB23,C00081414,SB23.7017,,,CAN,,Jack,Brian,,,,225 Market Place Connector,No 1055,Peachtree City,GA,30269,G2024,,2024-09-18,3000.00,,Campaign Contribution,,,,H4GA03126,,,,,,H,GA,03,,,,,,,,
SB23,C00081414,SB23.7023,,,CAN,,Jeffries,Hakeem,,,,630 Washington Ave,,Brooklyn,NY,11238,G2024,,2024-09-18,5000.00,,Campaign Contribution,,,,H2NY10092,,,,,,H,NY,08,,,,,,,,
SB23,C00081414,SB23.7027,,,CAN,,Johnson,Dusty,,,,501 Greenridge Ln,,Mitchell,SD,57301,G2024,,2024-09-18,3000.00,,Campaign Contribution,,,,H8SD01055,,,,,,H,SD,01,,,,,,,,
SB23,C00081414,SB23.7025,,,CAN,,Larson,John,B,,,1887 Old Main St,,East Hartford,CT,06108,G2024,,2024-09-18,5000.00,,Campaign Contribution,,,,H8CT01046,,,,,,H,CT,01,,,,,,,,
SB23,C00081414,SB23.7036,,,CAN,,Lawler,Mike,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-09-18,2000.00,,Campaign Contribution,,,,H2NY17162,,,,,,H,NY,17,,,,,,,,
SB23,C00081414,SB23.7019,,,CAN,,Leger Fernandez,Teresa,,,,PO Box 2675,,Santa Fe,NM,87504,G2024,,2024-09-18,3000.00,,Campaign Contribution,,,,H0NM03102,,,,,,H,NM,03,,,,,,,,
SB23,C00081414,SB23.7016,,,CAN,,Newhouse,Daniel,M,,,2521 S Emerald Rd,,Sunnyside,WA,98944,G2024,,2024-09-18,4000.00,,Campaign Contribution,,,,H4WA04104,,,,,,H,WA,04,,,,,,,,
SB23,C00081414,SB23.7024,,,CAN,,Scott,J Austin,,,,621 McLendon St,,Ashburn,GA,31714,G2024,,2024-09-18,5000.00,,Campaign Contribution,,,,H0GA08099,,,,,,H,GA,08,,,,,,,,
SB23,C00081414,SB23.7034,,,CAN,,Sherrill,Mike,,,,PO Box 43032,,Montclair,NJ,07043,G2024,,2024-09-18,3000.00,,Campaign Contribution,,,,H8NJ11142,,,,,,H,NJ,11,,,,,,,,
SB23,C00081414,SB23.7031,,,CAN,,Stelson,Janelle,,,,PO Box 41,,Lemoyne,PA,17043,G2024,,2024-09-18,3000.00,,Campaign Contribution,,,,H4PA10104,,,,,,H,PA,10,,,,,,,,
SB23,C00081414,SB23.7030,,,CAN,,Tenney,Claudia,,,,12 Slaytonbush Ln,,Utica,VA,13501,G2024,,2024-09-18,2000.00,,Campaign Contribution,,,,H4NY22051,,,,,,H,NY,22,,,,,,,,
SB23,C00081414,SB23.7033,,,CAN,,Wild,Susan,,,,1636 N Cedar Crest Blvd,#183,Allentown,PA,18104,G2024,,2024-09-18,3000.00,,Campaign Contribution,,,,H8PA15229,,,,,,H,PA,07,,,,,,,,
SB23,C00081414,SB23.7035,,,CAN,,Williams,Brandon,,,,PO Box 3580,,Syracuse,NY,13220,G2024,,2024-09-18,2000.00,,Campaign Contribution,,,,H2NY22212,,,,,,H,NY,22,,,,,,,,
