form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00819102,SB23.989405,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,G2024,,2024-03-28,2000.00,,FEDERAL CONTRIBUTION,,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,,,,,,
SB23,C00819102,SB23.989145,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2024-03-28,2000.00,,FEDERAL CONTRIBUTION,,C00693663,,H0IA04145,FEENSTRA,RANDALL,,,,H,IA,04,,,,,,
SB23,C00819102,SB23.988618,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,P2024,,2024-03-25,1300.00,,FEDERAL CONTRIBUTION,,C00784389,,H2IA03119,NUNN,ZACH,,,,H,IA,03,,,,,,
SB23,C00819102,SB23.988620,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,G2024,,2024-03-25,1200.00,,FEDERAL CONTRIBUTION,,C00784389,,H2IA03119,NUNN,ZACH,,,,H,IA,03,,,,,,
SB23,C00819102,SB23.987935,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNAR RD,,HILMAR,CA,95324,G2024,,2024-03-19,1000.00,,FEDERAL CONTRIBUTION,,C00808279,,H2CA13131,DUARTE,JOHN,,,,H,CA,13,,,,,,
SB23,C00819102,SB23.988502,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,P2024,,2024-03-25,1500.00,,FEDERAL CONTRIBUTION,,C00703058,,H0NJ07261,KEAN,THOMAS,H,,JR,H,NJ,07,,,,,,
SB23,C00819102,SB23.987544,,,CCM,MARC FOR US INC.,,,,,,PO BOX 219,,LEEDS,NY,12451,P2024,,2024-03-19,1300.00,,FEDERAL CONTRIBUTION,,C00789586,,H2NY19127,MOLINARO,MARCUS,J,,,H,NY,19,,,,,,
SB23,C00819102,SB23.987547,,,CCM,MARC FOR US INC.,,,,,,PO BOX 219,,LEEDS,NY,12451,G2024,,2024-03-19,1700.00,,FEDERAL CONTRIBUTION,,C00789586,,H2NY19127,MOLINARO,MARCUS,J,,,H,NY,19,,,,,,
SB23,C00819102,SB23.988465,,,CCM,SCOTT BAUGH FOR CONGRESS,,,,,,4040 MACARTHUR BOULEVARD,SUITE 200,NEWPORT BEACH,CA,92660,G2024,,2024-03-22,2500.00,,FEDERAL CONTRIBUTION,,C00798322,,H6CA48245,BAUGH,SCOTT,,,,H,CA,47,,,,,,
SB23,C00819102,SB23.986198,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,PO BOX 700442,,SAN ANTONIO,TX,78270,O2024,PRIMARY-RUNOFF,2024-03-08,2500.00,,FEDERAL CONTRIBUTION,,C00706614,,H0TX35015,GONZALES,ERNEST,TONY,,II,H,TX,23,,,,,,
