form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00554444,B887513,,,PTY,Kansans for a Democratic House,,,,,,P.O. Box 2083,,Topeka,KS,66601,O2024,Not Applicable,2024-10-04,1000.00,,Non-Federal Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00554444,B887514,,,PTY,Kansas Senate Democrats,,,,,,P.O. Box 1811,,Topeka,KS,66611,O2024,Not Applicable,2024-10-04,1000.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00554444,B887515,,,PTY,KS Republican Senatorial Cmte,,,,,,P.O. Box 2663,,Topeka,KS,66601,O2024,Not Applicable,2024-10-04,1000.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00554444,B887511,,,CCM,Carmichael for Kansas,,,,,,1475 N. Lieunett Street,,Wichita,KS,67203,G2024,,2024-10-04,500.00,,G-2024 State House 92 KS,011,,,,Carmichael,John,,,,H,KS,92,,,,,,,,
SB29,C00554444,B887509,,,CCM,ETHAN FOR KANSAS,,,,,,4601 W. 62nd Ter.,,Fairway,KS,66205,G2024,,2024-10-04,1000.00,,G-2024 State Senate 7 KS,011,,,,Corson,Ethan,,,,S,KS,07,,,,,,,,
SB29,C00554444,B887506,,,CCM,Committee to Elect Marci Francisco,,,,,,1101 Ohio Street,,Lawrence,KS,66044,G2024,,2024-10-04,1000.00,,G-2024 State Senate 2 KS,011,,,,Francisco,Marci,,,,S,KS,02,,,,,,,,
SB29,C00554444,B887508,,,CCM,Lynn Melton for State Representative,,,,,,4028 Independence Blvd.,,Kansas City,KS,66109,G2024,,2024-10-04,500.00,,G-2024 State House 36 KS,011,,,,Melton,Lynn,,,,H,KS,36,,,,,,,,
SB29,C00554444,B887507,,,CCM,Committee to Elect Cindy Neighbor,,,,,,10405 West 52nd Terrace,,Shawnee,KS,66203,G2024,,2024-10-04,500.00,,G-2024 State House 18 KS,011,,,,Neighbor,Cindy,,,,H,KS,18,,,,,,,,
SB29,C00554444,B887512,,,CCM,Tobias for Kansas House,,,,,,PO Box 3714,,Topeka,KS,66604,G2024,,2024-10-04,500.00,,G-2024 State House 55 KS,011,,,,Schlingensiepen,Tobias,,,,H,KS,55,,,,,,,,
SB29,C00554444,B887510,,,CCM,Committee to Elect Dinah Sykes,,,,,,10227 Theden Circle,,Lenexa,KS,66220,G2024,,2024-10-04,1000.00,,G-2024 State Senate 21 KS,011,,,,Sykes,Dinah,,,,S,KS,21,,,,,,,,
SB29,C00554444,B887505,,,CCM,Suzanne Wikle for Kansas,,,,,,1621 New Hampshire St,,Lawrence,KS,66044,G2024,,2024-10-04,500.00,,G-2024 State House 10 KS,011,,,,Wilke,Suzanne,,,,H,KS,10,,,,,,,,
SB29,C00554444,B888360,,,CCM,Nick Archer for HD55 2024,,,,,,820 Elk Ave,,Elk City,OK,73644,G2024,,2024-10-11,500.00,,G-2024 State House 55 OK,011,,,,Archer,Nick,,,,H,OK,55,,,,,,,,
SB29,C00554444,B888359,,,CCM,Friends of Steve Bashore,,,,,,1025 McKinley Street,,Miami,OK,74354,G2024,,2024-10-11,700.00,,G-2024 State House 07 OK,011,,,,Bashore,Steve,,,,H,OK,07,,,,,,,,
SB29,C00554444,B888361,,,CCM,Friends for Ty Burns 2024,,,,,,45291 S. 33800 Road,,Morrison,OK,73061,G2024,,2024-10-11,500.00,,G-2024 State House 35 OK,011,,,,Burns,Ty,,,,H,OK,35,,,,,,,,
SB29,C00554444,B888365,,,CCM,Friends of Mike Dobrinski,,,,,,PO Box 30,,Okeene,OK,73763,G2024,,2024-10-11,800.00,,G-2024 State House 59 OK,011,,,,Dobrinski,Mike,,,,H,OK,59,,,,,,,,
SB29,C00554444,B888366,,,CCM,Friends of Collin Duel,,,,,,723 E. Noble Ave.,,Guthrie,OK,73044,G2024,,2024-10-11,500.00,,G-2024 State House 21 OK,011,,,,Duel,Collin,,,,H,OK,21,,,,,,,,
