form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00885855,SE.4194,,,ORG,A. Ross Stiles Law PLLC,,,,,,1821 N Lake Forest Dr Ste 200,,McKinney,TX,75071,G2024,,2024-08-21,1250.00,2024-08-21,3775.00,Research,001,C00885855,S,,Trump,Donald,,,,P,,,Holsey,Lee,,,,2025-01-31,
SE,C00885855,SE.4209,,,ORG,Cheril Vernon,,,,,,409 Dogwood St,,Grapeland,TX,75844,G2024,,2024-08-16,500.00,2024-08-15,2525.00,Billboard Design,001,C00885855,S,,Trump,Donald,,,,P,,,Holsey,Lee,,,,2025-01-31,
SE,C00885855,SE.4211,,,ORG,Cheril Vernon,,,,,,409 Dogwood St,,Grapeland,TX,75844,G2024,,2024-09-09,500.00,2024-09-05,20734.80,Billboard Design,001,C00885855,S,,Trump,Donald,,,,P,,,Holsey,Lee,,,,2025-01-31,
SE,C00885855,SE.4196,,,ORG,DIY Dream Site,,,,,,PO Box 381,,Waddell,AZ,85355,G2024,,2024-08-27,1025.00,2024-08-15,2025.00,Web Design,001,C00885855,S,,Trump,Donald,,,,P,,,Holsey,Lee,,,,2025-01-31,
SE,C00885855,SE.4200,,,ORG,Larmar Outdoor,,,,,,5321 Corporate Blvd 3rd Floor,,Baton Rouge,LA,70808,G2024,,2024-09-09,15045.45,2024-09-05,19684.80,Billboard Rental,004,C00885855,S,,Trump,Donald,,,,P,,,Holsey,Lee,,,,2025-01-31,
SE,C00885855,SE.4201,,,ORG,Larmar Outdoor,,,,,,5321 Corporate Blvd 3rd Floor,,Baton Rouge,LA,70808,G2024,,2024-09-30,57283.93,2024-09-30,78018.73,Billboard Rental,004,C00885855,S,,Trump,Donald,,,,P,,,Holsey,Lee,,,,2025-01-31,
SE,C00885855,SE.4205,,,ORG,Nicol Outdoor,,,,,,PO Box 99,,Grapeland,TX,75844,G2024,,2024-09-05,550.00,2024-09-05,20234.80,Newspaper Ad,004,C00885855,S,,Trump,Donald,,,,P,,,Holsey,Lee,,,,2025-01-31,
SE,C00885855,SE.4207,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Fransisco,CA,94080,G2024,,2024-08-26,864.35,2024-08-26,4639.35,Payment Service,001,C00885855,S,,Trump,Donald,,,,P,,,Holsey,Lee,,,,2025-01-31,
SE,C00885855,SE.4184,,,ORG,Thornberry Family Partnership,,,,,,PO Box 469,,New Waverly,TX,77358,G2024,,2024-08-16,1000.00,2024-08-15,1000.00,Billboard Advertisement,004,C00885855,S,,Trump,Donald,,,,P,,,Holsey,Lee,,,,2025-01-31,
SE,C00885855,SE.4188,,,ORG,Thornberry Family Partnership,,,,,,PO Box 469,,New Waverly,TX,77358,G,,2024-08-16,1000.00,2024-09-04,1000.00,Billboard Advertisement,004,C00885855,S,,Trump,Donald,,,,P,,,Holsey,Lee,,,,2025-01-31,
