form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00177469,EB353522,,,COM,Across the Aisle PAC,,,,,,"611 Pennsylvania Ave, SE",Suite 143,Washington,DC,20003,,,2023-03-03,5000.00,,,011,C00696591,Across the Aisle PAC,,Committee,General Purpose,,,,,,,,,,,,,,
SB23,C00177469,EB353523,,,COM,American Gas Association PAC,,,,,,"400 N. Capitol Street, NW",,Washington,DC,20001,,,2023-03-03,5000.00,,,011,C00007450,American Gas Association PAC,,Committee,General Purpose,,,,,,,,,,,,,,
SB23,C00177469,EB353524,,,COM,ASPIRE PAC,,,,,,"910 17th Street NW, Suite 925",,Washington,DC,20006,,,2023-03-03,5000.00,,,011,C00506907,ASPIRE PAC,,Committee,General Purpose,,,,,,,,,,,,,,
SB23,C00177469,EB353525,,,COM,Blue Dog Political Action Committee,,,,,,P.O. Box 83142,,Gaithersburg,MD,20883,,,2023-03-03,5000.00,,,011,C00305318,Blue Dog Political Action Committee,,Committee,General Purpose,,,,,,,,,,,,,,
SB23,C00177469,EB353526,,,COM,Building Bridges PAC,,,,,,"824 S. Milledge Ave., Suite 101",,Athens,GA,30605,,,2023-03-03,5000.00,,,011,C00693127,Building Bridges PAC,,Committee,General Purpose,,,,,,,,,,,,,,
SB23,C00177469,EB353540,,,COM,Cathy McMorris Rodgers for Congress,,,,,,P.O. Box 137,,Spokane,WA,99210,P2024,,2023-03-07,5000.00,,,011,C00390476,Cathy McMorris Rodgers for Congress,,Rodgers,Cathy McMorris,,,,H,WA,05,,,,,,,,
SB23,C00177469,EB353527,,,COM,CHC BOLD PAC,,,,,,P.O. Box 33079,,Washington,DC,20033,,,2023-03-03,5000.00,,,011,C00365536,CHC BOLD PAC,,Committee,General Purpose,,,,,,,,,,,,,,
SB23,C00177469,EB353541,,,COM,CMR Political Action Committee,,,,,,P.O. Box 2485,,Springfield,VA,22152,,,2023-03-07,5000.00,,,011,C00469429,CMR Political Action Committee,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00177469,EB353542,,,COM,Common Values PAC,,,,,,"901 N. Washington St., Suite 700",,Alexandria,VA,22314,,,2023-03-07,5000.00,,,011,C00442368,Common Values PAC,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00177469,EB353528,,,COM,Congressional Black Caucus PAC,,,,,,P.O. Box 33079,,Washington,DC,20033,,,2023-03-03,5000.00,,,011,C00147512,Congressional Black Caucus PAC,,Committee,General Purpose,,,,,,,,,,,,,,
