form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00370569,SB29.6122,,,CCM,Friends for Selena,,,,,,5317 N Sydenham St,,Philadelphia,PA,19141,P2024,,2024-02-22,2500.00,,campaign contribution,011,,Friends for Selena,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6137,,,CCM,Friends of Bob Harvie,,,,,,346 Stratton Ct,,Langhorne,PA,19047,P2024,,2024-02-23,1000.00,,campaign contribution,011,,Friends of Bob Harvie,,Harvie,Bob,,,,,,,,,,,,,,
SB29,C00370569,SB29.6141,,,CCM,Friends of Carol Kazeem,,,,,,837 E 16th St,,Chester,PA,19013,P2024,,2024-02-23,1000.00,,campaign contribution,011,,Friends of Carol Kazeem,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6143,,,CCM,Friends of Jennifer O'Mara,,,,,,PO Box 398,,Springfield,PA,19064,P2024,,2024-02-23,500.00,,campaign contribution,011,,Friends of Jennifer O'Mara,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6131,,,CCM,Friends of Judy Schwank,,,,,,PO Box 12424,,Reading,PA,19612,P2024,,2024-02-23,500.00,,campaign contribution,011,,Friends of Judy Schwank,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6134,,,CCM,Friends of Lisa Borowski,,,,,,439 Midland Ave,,Wayne,PA,19087,P2024,,2024-02-23,500.00,,campaign contribution,011,,Friends of Lisa Borowski,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6116,,,CCM,Friends of Mary Jo Daley,,,,,,PO Box 862,,Narberth,PA,19072,P2024,,2024-01-26,1000.00,,campaign contribution,011,,Friends of Mary Jo Daley,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6128,,,CCM,Friends of Mike Schlossberg,,,,,,PO Box 11466,,Harrisburg,PA,17108,P2024,,2024-02-23,1000.00,,campaign contribution,011,,Friends of Mike Schlossberg,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6148,,,CCM,Friends of Pat Stefano,,,,,,PO Box 412,,Harrisburg,PA,17108,P2024,,2024-03-18,1000.00,,campaign contribution,011,,Friends of Pat Stefano,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6138,,,CCM,Friends of Patty Kim,,,,,,2418 N 2nd St,,Harrisburg,PA,17110,P2024,,2024-02-23,500.00,,campaign contribution,011,,Friends of Patty Kim,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6114,,,CCM,Friends of Prokopiak,,,,,,32 Butterfly Ln,,Levittown,PA,19054,P2024,,2024-01-26,1000.00,,campaign contribution,011,,Friends of Prokopiak,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6145,,,CCM,Friends of Rosemary Brown,,,,,,PO Box 17,,Tannersville,PA,18372,P2024,,2024-03-18,1000.00,,campaign contribution,011,,Friends of Rosemary Brown,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6120,,,CCM,Friends of Tarik Khan PAC,,,,,,261 Lemonte St,,Philadelphia,PA,19128,P2024,,2024-01-26,1000.00,,campaign contribution,011,,Friends of Tarik Khan PAC,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6125,,,CCM,Friends of Tracy Pennycuick,,,,,,PO Box 792,,Harrisburg,PA,17108,P2024,,2024-02-23,1000.00,,campaign contribution,011,,Friends of Tracy Pennycuick,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6135,,,CCM,K.C. Tomlinson for State Representative,,,,,,PO Box 412,,Harrisburg,PA,17108,P2024,,2024-02-23,1000.00,,campaign contribution,011,,K.C. Tomlinson for State Representative,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.6110,,,ORG,PASNAP,,,,,,3031 Walton Rd Ste C104,,Plymouth Meeting,PA,19462,P2024,,2024-01-31,36690.28,,union dues wired to PAC acct in error,008,,,,,,,,,,,,,,,,,,,
SB29,C00370569,SB29.6112,,,ORG,PASNAP,,,,,,3031 Walton Rd Ste C104,,Plymouth Meeting,PA,19462,P2024,,2024-02-16,36649.60,,union dues wired to PAC acct in error,008,,,,,,,,,,,,,,,,,,,
SB29,C00370569,SB29.6113,,,ORG,PASNAP,,,,,,3031 Walton Rd Ste C104,,Plymouth Meeting,PA,19462,P2024,,2024-03-01,37043.70,,union dues wired to PAC acct in error,008,,,,,,,,,,,,,,,,,,,
