form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00032995,B878264,,,CCM,Friends of Rita Mayfield,,,,,,P.O. Box 344,,Waukegan,IL,60079,G2024,,2024-07-16,1000.00,,G-2024 State House 60 IL,011,,,,Mayfield,Rita,,,,H,IL,60,,,,,,,,
SB29,C00032995,B879242,,,PTY,Peoria County Democrats,,,,,,P.O. Box 258,,Peoria,IL,61650,O2024,Not Applicable,2024-07-29,500.00,,County Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00032995,B879240,,,CCM,William Davis for State Representative,,,,,,P.O. Box 704,,Homewood,IL,60430,G2024,,2024-07-29,800.00,,G-2024 State House 30 IL,011,,,,Davis,William,,,,H,IL,30,,,,,,,,
SB29,C00032995,B879241,,,CCM,Citizens for Debbie Meyers Martin,,,,,,PO Box 181,,Olympia Fields,IL,60461,G2024,,2024-07-29,600.00,,G-2024 State House 38 IL,011,,,,Meyers-Martin,Debbie,,,,H,IL,38,,,,,,,,
SB29,C00032995,B877567,,,CCM,Friends of Anita Astorino Kulik,,,,,,127 Lorish Road,,McKees Rocks,PA,15136,G2024,,2024-07-10,1000.00,,G-2024 State House 45 PA,011,,,,Kulik,Anita,A,,,H,PA,45,,,,,,,,
SB29,C00032995,B879244,,,CCM,Phyllis Randall,,,,,,PO Box 6272,,Leesburg,VA,20178,P2025,,2024-07-29,6000.00,,P-2025 Co. Chairman  VA,011,,,,Randall,Phyllis,,,,,VA, ,,,,,,,,
SB29,C00032995,B878261,,,CCM,Friends of April Berg,,,,,,PO Box 14893,,Mill Creek,WA,98082,P2024,,2024-07-16,500.00,,P-2024 State House 44 WA,011,,,,Berg,April,,,,H,WA,44,,,,,,,,
SB29,C00032995,B878260,,,CCM,VOTE LIZ BERRY,,,,,,PO Box 9100,,Seattle,WA,98109,P2024,,2024-07-16,500.00,,P-2024 State House 36 WA,011,,,,BERRY,LIZ,,,,H,WA,36,,,,,,,,
SB29,C00032995,B878259,,,CCM,Committee to Elect Jake Fey,,,,,,PO Box 1372,,Tacoma,WA,98401,P2024,,2024-07-16,500.00,,"P-2024 State House Dist 27, Pos 2 WA",011,,,,Fey,Jacob (Jake),,,,H,WA, ,,,,,,,,
SB29,C00032995,B878258,,,CCM,Friends of Mary Fosse,,,,,,PO Box 3125,,Everett,WA,98213,P2024,,2024-07-16,500.00,,P-2024 State House 38 WA,011,,,,Fosse,Mary,,,,H,WA,38,,,,,,,,
SB29,C00032995,B878257,,,CCM,Bob Hasegawa for State Senate,,,,,,2518 S Brandon Court,,Seattle,WA,98108,P2024,,2024-07-16,200.00,,P-2024 State Senate 11 WA,011,,,,Hasegawa,Bob,,,,S,WA,11,,,,,,,,
SB29,C00032995,B878255,,,CCM,Greg Nance for Kitsap,,,,,,9481 Greenspot Pl NE,,Bainbridge Island,WA,98110,P2024,,2024-07-16,500.00,,P-2024 State House 23 WA,011,,,,Nance,Greg,,,,H,WA,23,,,,,,,,
SB29,C00032995,B878254,,,CCM,Friends of Adison Richards,,,,,,PO Box 525,,Gig Harbor,WA,98335,P2024,,2024-07-16,500.00,,P-2024 State House 26 WA,011,,,,Richards,Adison,,,,H,WA,26,,,,,,,,
SB29,C00032995,B878256,,,CCM,Ana Ruiz Kennedy,,,,,,P.O Box 1614,,Pasco,WA,99301,P2024,,2024-07-16,500.00,,P-2024 State House 14 WA,011,,,,Ruiz Kennedy,Ana,,,,H,WA,14,,,,,,,,
