form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00032979,71515634,,,PAC,HOULAPAC,,,,,,114 LEXINGTON DRIVE,,SILVER SPRING,MD,20901,,,2024-12-17,5000.00,0.00,CONTRIBUTION,011,C00708636,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71518727,,,CCM,Angus King For US Senate Campaign,,,,,,PO BOX 368,,Brunswick,ME,04011,G2024,,2024-12-19,-5000.00,0.00,VOID CK DATED 6/11/2024; NOT RE-ISSUED,011,C00516047,Angus King For US Senate Campaign,S2ME00109,King,Angus,,Mr.,,S,ME,,,,,,,,,VOID CK DATED 6/11/2024; NOT RE-ISSUED
SB23,C00032979,71518729,,,PAC,DEFEND OUR CONSERVATIVE SENATE PAC,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,,,2024-12-20,5000.00,0.00,CONTRIBUTION,011,C00632323,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71518730,,,CCM,Crawford For Congress,,,,,,700 PENNSYLVANIA AVE SE STE 2023,,WASHINGTON,DC,20003,P2026,,2024-12-20,1000.00,0.00,PRIMARY 2026,011,C00462374,Crawford For Congress,H0AR01083,Crawford,Rick,,Rep.,,H,AR,01,,,,,,,,PRIMARY 2026
SB23,C00032979,71518731,,,PAC,IMPACT COMMITTEE,,,,,,107 S. WEST ST STE 176,,Alexandria,VA,22314,,,2024-12-20,1000.00,0.00,CONTRIBUTION,011,C00525238,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71518732,,,CCM,Kean For Congress Inc,,,,,,PO Box 999,,Edison,NJ,08818,P2026,,2024-12-20,1000.00,0.00,PRIMARY 2026,011,C00703058,Kean For Congress Inc,H0NJ07261,Kean,Tom,,Rep.,Jr.,H,NJ,07,,,,,,,,PRIMARY 2026
SB23,C00032979,71518733,,,CCM,Mike Kelly For Congress,,,,,,PO Box 476,,Lyndora,PA,16045,P2026,,2024-12-20,1000.00,0.00,PRIMARY 2026,011,C00474189,Mike Kelly For Congress,H0PA03271,Kelly,Mike,,Rep.,Jr.,H,PA,16,,,,,,,,PRIMARY 2026
SB23,C00032979,71518734,,,CCM,Lalota For Congress,,,,,,PO Box 5744,,Hauppauge,NY,11788,P2026,,2024-12-20,1000.00,0.00,PRIMARY 2026,011,C00806018,Lalota For Congress,H2NY01190,LaLota,Nick,,Rep.,,H,NY,01,,,,,,,,PRIMARY 2026
SB23,C00032979,71518735,,,CCM,Graves For Congress,,,,,,PO BOX 201,,PLATTE CITY,MO,64079,P2026,,2024-12-20,1000.00,0.00,PRIMARY 2026,011,C00359034,Graves For Congress,H0MO06073,Graves,Sam,,Rep.,,H,MO,06,,,,,,,,PRIMARY 2026
SB23,C00032979,71518736,,,CCM,Walberg For Congress,,,,,,150 I ST SE #406,,WASHINGTON,DC,20003,P2026,,2024-12-20,1000.00,0.00,PRIMARY 2026,011,C00390724,Walberg For Congress,,Walberg,Tim,,Rep.,,H,MI,05,,,,,,,,PRIMARY 2026
SB23,C00032979,71518737,,,PAC,WINNING FOR AMERICA PAC,,,,,,1101 30TH ST NW  STE 390,,WASHINGTON,DC,20007,,,2024-12-20,1500.00,0.00,CONTRIBUTION,011,C00826362,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71518738,,,PTY,MASSACHUSETTS DEMOCRATIC STATE CMTE - FEDERAL FUND,,,,,,"11 BEACON STREET, STE 410",,BOSTON,MA,02108,,,2024-12-18,-5000.00,0.00,VOID CK DATED 2/29/2024; NOT RE-ISSUED,011,C00089243,,,,,,,,,,,,,,,,,,VOID CK DATED 2/29/2024; NOT RE-ISSUED
SB23,C00032979,71518739,,,CCM,The Markey Committee,,,,,,PO Box 69,,Medford,MA,02155,G2024,,2024-12-18,-5000.00,0.00,VOID CK DATED 4/16/2024; NOT RE-ISSUED,011,C00196774,The Markey Committee,S4MA00028,Markey,Edward,J.,Rep.,,H,MA,07,,,,,,,,VOID CK DATED 4/16/2024; NOT RE-ISSUED
SB23,C00032979,71518741,,,CCM,Eric Sorensen For Illinois,,,,,,PO Box 1172,,Moline,IL,61265,G2024,,2024-12-18,-2500.00,0.00,VOID CK DATED 7/16/2024; NOT RE-ISSUED,011,C00793935,Eric Sorensen For Illinois,H2IL17147,Sorensen,Eric,,,,H,IL,17,,,,,,,,VOID CK DATED 7/16/2024; NOT RE-ISSUED
