form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00659672,SB21b-EX274,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-05-01,14.65,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX265,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-05-02,1.30,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX268,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-05-09,7.55,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX269,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-05-10,0.73,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX266,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-05-15,6.25,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX267,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-05-15,23.95,0.00,PCI fee,001,,,,,,,,,,,,,,,,,,,PCI fee
SB21b,C00659672,SB21b-EX270,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-05-18,14.65,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX271,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-05-19,1.16,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX272,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-05-23,1.87,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX275,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-02,10.12,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX276,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-06,3.74,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX287,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-07,7.48,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX277,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-08,1.30,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX278,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-12,0.73,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX280,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-14,1.87,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX281,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-15,5.20,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX282,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-15,23.95,0.00,PCI fee,001,,,,,,,,,,,,,,,,,,,PCI fee
SB21b,C00659672,SB21b-EX283,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-22,3.17,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX284,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-26,2.60,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX285,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-27,1.30,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX288,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-06-30,3.17,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
