form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00853515,SB22.5490,,,PTY,Indiana Republican State Committee (State Fund),,,,,,101 W Ohio St,Ste 2200,Indianapolis,IN,46204,,,2024-10-18,716.54,,Transfer to Joint Fundraising Participant,,,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5491,,,PTY,Indiana Republican State Committee (State Fund),,,,,,101 W Ohio St,Ste 2200,Indianapolis,IN,46204,,,2024-10-25,11430.55,,Transfer to Joint Fundraising Participant,,,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5492,,,PTY,Indiana Republican State Committee (State Fund),,,,,,101 W Ohio St,Ste 2200,Indianapolis,IN,46204,,,2024-10-29,5442.80,,Transfer to Joint Fundraising Participant,,,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5493,,,PTY,Indiana Republican State Committee (State Fund),,,,,,101 W Ohio St,Ste 2200,Indianapolis,IN,46204,,,2024-10-31,1477.27,,Transfer to Joint Fundraising Participant,,,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5494,,,PTY,Indiana Republican State Committee (State Fund),,,,,,101 W Ohio St,Ste 2200,Indianapolis,IN,46204,,,2024-11-05,8152.07,,Transfer to Joint Fundraising Participant,,,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5495,,,PTY,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",,,,,,101 WEST OHIO STREET,SUITE 2200,INDIANAPOLIS,IN,46204,,,2024-10-18,57139.44,,Transfer to Joint Fundraising Participant,,C00006486,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5496,,,PTY,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",,,,,,101 WEST OHIO STREET,SUITE 2200,INDIANAPOLIS,IN,46204,,,2024-10-25,65593.07,,Transfer to Joint Fundraising Participant,,C00006486,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5497,,,PTY,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",,,,,,101 WEST OHIO STREET,SUITE 2200,INDIANAPOLIS,IN,46204,,,2024-10-29,82879.05,,Transfer to Joint Fundraising Participant,,C00006486,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5498,,,PTY,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",,,,,,101 WEST OHIO STREET,SUITE 2200,INDIANAPOLIS,IN,46204,,,2024-10-31,100023.81,,Transfer to Joint Fundraising Participant,,C00006486,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5499,,,PTY,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",,,,,,101 WEST OHIO STREET,SUITE 2200,INDIANAPOLIS,IN,46204,,,2024-11-05,111516.75,,Transfer to Joint Fundraising Participant,,C00006486,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5501,,,ORG,"MIKE BRAUN FOR INDIANA, INC.",,,,,,PO Box 1126,,Carmel,IN,46082,,,2024-10-18,6448.86,,Transfer to Joint Fundraising Participant,,,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5502,,,ORG,"MIKE BRAUN FOR INDIANA, INC.",,,,,,PO Box 1126,,Carmel,IN,46082,,,2024-10-25,13418.47,,Transfer to Joint Fundraising Participant,,,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5503,,,ORG,"MIKE BRAUN FOR INDIANA, INC.",,,,,,PO Box 1126,,Carmel,IN,46082,,,2024-10-29,49974.84,,Transfer to Joint Fundraising Participant,,,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5504,,,ORG,"MIKE BRAUN FOR INDIANA, INC.",,,,,,PO Box 1126,,Carmel,IN,46082,,,2024-10-31,22158.95,,Transfer to Joint Fundraising Participant,,,,,,,,,,,,,,,,,,,,
SB22,C00853515,SB22.5505,,,ORG,"MIKE BRAUN FOR INDIANA, INC.",,,,,,PO Box 1126,,Carmel,IN,46082,,,2024-11-05,73368.73,,Transfer to Joint Fundraising Participant,,,,,,,,,,,,,,,,,,,,
