form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00423079,500350100,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,PO Box 210014,,Anchorage,AK,995210014,P2024,,2023-09-29,1000.00,0.00,Contribution,011,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB23,C00423079,500337430,,,CCM,UNITED WITH DELIA FOR CONGRESS,,,,,,2339 N California Ave,Unit 47927,Chicago,IL,606470360,P2024,,2023-07-12,1000.00,0.00,Contribution,011,C00796672,,,RAMIREZ,DELIA,,,,H,IL,03,,,,,,,,
SB23,C00423079,500345960,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,P2024,,2023-09-18,1000.00,0.00,Contribution,011,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB23,C00423079,500358980,,,CCM,VOGEL FOR CONGRESS,,,,,,PO Box 906,,Gaithersburg,MD,208840906,P2024,,2023-12-15,1000.00,0.00,Contribution,011,C00839704,,,VOGEL,JOSEPH,,,,H,MD,06,,,,,,,,
SB23,C00423079,500355280,,,ORG,La Collina,,,,,,747 C St SE,,Washington,DC,200034432,P2024,,2023-09-28,316.36,0.00,Event catering,,C00592659,,,GONZALEZ,VICENTE,,,,H,TX,34,,,,,,,,In-Kind
SB23,C00423079,500353231,,,CCM,SUOZZI FOR CONGRESS,,,,,,PO Box 669,,Glen Cove,NY,115420669,P2024,,2023-10-31,1000.00,0.00,Contribution,011,C00607200,,,SUOZZI,THOMAS,,,,,,,,,,,,,,
SB23,C00423079,500337431,,,CCM,RUDY SALAS FOR CONGRESS,,,,,,PO Box 42257,,Bakersfield,CA,933842257,P2024,,2023-07-12,2000.00,0.00,Contribution,011,C00791756,,,Salas,Rudy,,,,H,CA,21,,,,,,,,
SB23,C00423079,500358961,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO Box 414,,Scranton,PA,185010414,P2024,,2023-12-15,2000.00,0.00,Contribution,011,C00509968,,,CARTWRIGHT,MATT,,,,H,PA,08,,,,,,,,
SB23,C00423079,500345961,,,CCM,MRVAN FOR CONGRESS,,,,,,PO Box 55,,Crown Point,IN,463080055,P2024,,2023-09-18,1000.00,0.00,Contribution,011,C00727529,,,MRVAN,FRANK,J.,,,H,IN,01,,,,,,,,
SB23,C00423079,500358981,,,CCM,MICHELLE VALLEJO FOR CONGRESS,,,,,,PO Box 1265,,Mission,TX,785730021,P2024,,2023-12-15,1000.00,0.00,Contribution,011,C00797217,,,VALLEJO,MICHELLE,,,,H,TX,15,,,,,,,,
SB23,C00423079,500355281,,,ORG,La Collina,,,,,,747 C St SE,,Washington,DC,200034432,P2024,,2023-09-28,316.36,0.00,Event catering,,C00581074,,,SOTO,DARREN,,,,H,FL,09,,,,,,,,In-Kind
SB23,C00423079,500358602,,,CCM,ANTHONY PORTANTINO FOR CONGRESS,,,,,,12501 Imperial Hwy,Ste 200,Norwalk,CA,906508352,P2024,,2023-12-19,1000.00,0.00,Contribution,011,C00832279,,,PORTANTINO,ANTHONY,,,,H,CA,30,,,,,,,,
SB23,C00423079,500358962,,,CCM,JIMMY GOMEZ FOR CONGRESS,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,P2024,,2023-12-15,2000.00,0.00,Contribution,011,C00629659,,,GOMEZ,JIMMY,,,,H,CA,34,,,,,,,,
SB23,C00423079,500345962,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2023-09-18,1000.00,0.00,Contribution,011,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB23,C00423079,500358982,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,P2024,,2023-12-15,1000.00,0.00,Contribution,011,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB23,C00423079,500355282,,,ORG,La Collina,,,,,,747 C St SE,,Washington,DC,200034432,P2024,,2023-09-28,316.36,0.00,Event catering,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,In-Kind
SB23,C00423079,500358963,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-12-15,1000.00,0.00,Contribution,011,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00423079,500341763,,,CCM,SABINA FOR RI,,,,,,1 Park Row,Ste 5,Providence,RI,029031235,O2023,Special Primary,2023-07-26,2500.00,0.00,Contribution,011,C00835173,,,MATOS,SABINA,,,,,,,,,,,,,,
SB23,C00423079,500345963,,,CCM,DON DAVIS FOR NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-09-18,1000.00,0.00,Contribution,011,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00423079,500358983,,,CCM,MARLENE FOR CONGRESS,,,,,,7904 E Chaparral Rd,Ste A110-472,Scottsdale,AZ,852507370,P2024,,2023-12-15,1000.00,0.00,Contribution,011,C00840751,,,GALAN-WOODS,MARLENE,,,,H,AZ,01,,,,,,,,
SB23,C00423079,500355283,,,ORG,La Collina,,,,,,747 C St SE,,Washington,DC,200034432,P2024,,2023-09-28,316.36,0.00,Event catering,,C00629659,,,GOMEZ,JIMMY,,,,H,CA,34,,,,,,,,In-Kind
SB23,C00423079,500346934,,,CCM,CISNEROS FOR CONGRESS,,,,,,PO Box 2502,,Covina,CA,917228502,P2024,,2023-09-26,2000.00,0.00,Contribution,011,C00850420,,,CISNEROS,GILBERT,,,,H,CA,39,,,,,,,,
SB23,C00423079,500344154,,,CCM,DEBBIE FOR FLORIDA,,,,,,PO Box 432250,,South Miami,FL,332432250,P2024,,2023-08-22,2500.00,0.00,Contribution,011,C00848648,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,00,,,,,,,,
SB23,C00423079,500358964,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,P2024,,2023-12-15,1000.00,0.00,Contribution,011,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
