form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00563726,B-11404,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-07-01,271.20,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11405,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-07-01,33.75,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11407,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-07-03,241.22,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11408,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-07-03,55.61,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11409,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-07-03,30.01,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11411,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-07-03,6.88,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11413,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-07-09,35.31,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11414,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-07-09,4.38,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11416,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-07-11,40.30,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11417,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-07-11,5.00,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
