form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00083535,26804236,,,COM,Citizens for Crider,,,,,,716 N 800 E,,Greenfield,IN,46140,,,2023-02-14,-500.00,0.00,voided check,011,,,,Crider,Michael,,Mr.,,,,,,,,,,,,voided check
SB29,C00083535,26804237,,,COM,John King for House,,,,,,P.O. Box 11555,,Rock Hill,SC,29731,,,2023-02-14,-500.00,0.00,voided check,011,,,,King,John Richard,,SC Rep.,,,,,,,,,,,,voided check
SB29,C00083535,26804238,,,COM,Robert Mills for State Senate,,,,,,2392 Cobblestone Drive,,Henderson,KY,42420,,,2023-02-14,-1500.00,0.00,voided check,011,,,,Mills,Robert,,,,,,,,,,,,,,voided check
SB29,C00083535,26804240,,,COM,Dr. Terry Johnson for Ohio,,,,,,1609 Offnere St,,Portsmouth,OH,45662,,,2023-02-14,-500.00,0.00,voided check,011,,,,Johnson,Terry,,OH Sen.,,,,,,,,,,,,voided check
SB29,C00083535,26804241,,,COM,Dr. Terry Johnson for Ohio,,,,,,1609 Offnere St,,Portsmouth,OH,45662,,,2023-02-14,-1000.00,0.00,voided check,011,,,,Johnson,Terry,,OH Sen.,,,,,,,,,,,,voided check
SB29,C00083535,26805373,,,PTY,KY House Republican Caucus Campaign Committee,,,,,,P.O. Box 1068,,Frankfort,KY,40602,,,2023-02-21,2500.00,0.00,Direct Contribution,011,,,,,,,,,,,,,,,,,,,Direct Contribution
SB29,C00083535,26805374,,,COM,Dr. Terry Johnson for Ohio,,,,,,1609 Offnere St,,Portsmouth,OH,45662,,,2023-02-21,2000.00,0.00,"Terry Johnson, STATE SENATE 14th OH",011,,,,Johnson,Terry,,OH Sen.,,,,,,,,,,,,"Terry Johnson, STATE SENATE 14th OH"
SB29,C00083535,26805375,,,COM,Citizens for McColley,,,,,,15 Lemans Drive,,Napoleon,OH,43545,,,2023-02-21,5000.00,0.00,"Robert McColley, STATE SENATE 1st OH",011,,,,McColley,Robert,,OH Sen.,,,,,,,,,,,,"Robert McColley, STATE SENATE 1st OH"
SB29,C00083535,26805376,,,COM,Peterson for Good Government,,,,,,5564 Grassy Branch Rd.,,Sabina,OH,45169,,,2023-02-21,1500.00,0.00,"Bob Peterson, STATE HOUSE 91st OH",011,,,,Peterson,Bob,,,,,,,,,,,,,,"Bob Peterson, STATE HOUSE 91st OH"
SB29,C00083535,26805377,,,PTY,Republican Senate Campaign Committee,,,,,,4679 Winterset Dr,,Columbus,OH,43220,,,2023-02-21,2500.00,0.00,Direct Contribution,011,,,,,,,,,,,,,,,,,,,Direct Contribution
SB29,C00083535,26805378,,,COM,Greg Hembree for Senate,,,,,,PO Box 944,,North Myrtle Beach,SC,29597,,,2023-02-21,1000.00,0.00,"Greg Hembree, STATE SENATE 28th SC",011,,,,Hembree,Greg,,,,,,,,,,,,,,"Greg Hembree, STATE SENATE 28th SC"
SB29,C00083535,26805379,,,COM,Hiott for House,,,,,,P.O. Box 997,,Pickens,SC,29671,,,2023-02-21,1000.00,0.00,"Davey Hiott, STATE HOUSE 4th SC",011,,,,Hiott,Davey,,,,,,,,,,,,,,"Davey Hiott, STATE HOUSE 4th SC"
SB29,C00083535,26805380,,,COM,Johnson for Senate,,,,,,P.O. Box 156,,Manning,SC,29102,,,2023-02-21,500.00,0.00,"Kevin Johnson, STATE SENATE  SC",011,,,,Johnson,Kevin,,,,,,,,,,,,,,"Kevin Johnson, STATE SENATE  SC"
SB29,C00083535,26805381,,,COM,Sandifer for House,,,,,,112 Cardinal Drive,,Seneca,SC,29672,,,2023-02-21,1000.00,0.00,"Bill Sandifer, STATE HOUSE 2nd SC",011,,,,Sandifer,Bill,,,,,,,,,,,,,,"Bill Sandifer, STATE HOUSE 2nd SC"
SB29,C00083535,26805382,,,COM,Murrell Smith for House,,,,,,PO Box 580,,Sumter,SC,29151,,,2023-02-21,1000.00,0.00,"Murrell Smith, STATE HOUSE 67th SC",011,,,,Smith,Murrell,,,,,,,,,,,,,,"Murrell Smith, STATE HOUSE 67th SC"
SB29,C00083535,26805383,,,COM,Verdin for Senate,,,,,,P.O. Box 272,,Laurens,SC,29360,,,2023-02-21,1000.00,0.00,"Danny Verdin, STATE SENATE 9th SC",011,,,,Verdin,Danny,,,,,,,,,,,,,,"Danny Verdin, STATE SENATE 9th SC"
