form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00761858,B878712,,,CCM,Friends of Raja for Congress,,,,,,PO Box 681202,,Schaumburg,IL,60168,G2024,,2024-07-22,2500.00,,Contribution,011,C00575092,,H6IL08147,Krishnamoorthi,S. Raja,,,,H,IL,08,,,,,,,,
SB23,C00761858,B880639,,,COM,Indiana Victory Committee,,,,,,101 W Ohio St. Ste. 2200,,Indianapolis,IN,46204,O2024,Not Applicable,2024-08-13,2000.00,,Contribution,011,C00853515,,,,,,,,,, ,,,,,,,,
SB23,C00761858,B880632,,,CCM,Texans for Senator John Cornyn Inc,,,,,,PO Box 13026,,Austin,TX,78711,P2026,,2024-08-13,3300.00,,Contribution,011,C00369033,,S2TX00106,Cornyn,John,,,,S,TX, ,,,,,,,,
SB23,C00761858,B880642,,,CCM,Texans for Senator John Cornyn Inc,,,,,,PO Box 13026,,Austin,TX,78711,G2026,,2024-08-13,1700.00,,Contribution,011,C00369033,,S2TX00106,Cornyn,John,,,,S,TX, ,,,,,,,,
SB23,C00761858,B881839,,,CCM,Texans for Senator John Cornyn Inc,,,,,,PO Box 13026,,Austin,TX,78711,G2026,,2024-08-29,1600.00,,Contribution,011,C00369033,,S2TX00106,Cornyn,John,,,,S,TX, ,,,,,,,,
SB23,C00761858,B884382,,,CCM,Ciscomani for Congress,,,,,,P.O. Box 35103,,Tucson,AZ,85740,G2024,,2024-09-18,500.00,,Contribution,011,C00786194,,H2AZ02360,Ciscomani,Juan,,,,H,AZ,06,,,,,,,,
SB23,C00761858,B884381,,,CCM,Garbarino for Congress,,,,,,PO BOX 101,,Bayport,NY,11705,G2024,,2024-09-18,1000.00,,Contribution,011,C00729954,,H0NY02234,Garbarino,Andrew,,,,H,NY,02,,,,,,,,
SB23,C00761858,B884380,,,CCM,John Curtis for Utah,,,,,,PO Box 296,, Provo,UT,84603,G2024,,2024-09-18,1000.00,,Contribution,011,C00647339,,S4UT00282,Curtis,John,,,,S,UT, ,,,,,,,,
SB23,C00761858,B884379,,,CCM,Valadao for Congress,,,,,,5132 N Palm Ave Ste 227,,Fresno,CA,93704,G2024,,2024-09-18,1000.00,,Contribution,011,C00499392,,H2CA20094,Valadao,David,,,,H,CA,22,,,,,,,,
SB23,C00761858,B884814,,,PAC,Supporting House Problem Solvers - SHP PAC,,,,,,910 17th St. NW Ste 925,,Washington,DC,20006,O2024,Not Applicable,2024-09-20,2500.00,,Contribution,011,C00563601,,,,,,,,,, ,,,,,,,,
