form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00573444,SB22.I52293,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,553030998,,,2023-03-31,11407.19,,TRANSFER OF NET JFC FUNDS,,C00545749,,H4MN06087,EMMER,THOMAS,EARL,,JR.,H,MN,06,  ,,,,,,,
SB22,C00573444,SB22.I52294,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,553030998,,,2023-03-31,266074.74,,TRANSFER OF NET JFC FUNDS,,C00545749,,H4MN06087,EMMER,THOMAS,EARL,,JR.,H,MN,06,  ,,,,,,,
SB22,C00573444,SB22.I52295,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,553030998,,,2023-03-31,133463.59,,TRANSFER OF NET JFC FUNDS,,C00545749,,H4MN06087,EMMER,THOMAS,EARL,,JR.,H,MN,06,  ,,,,,,,
SB22,C00573444,SB22.I52300,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,553030998,,,2023-03-31,531.75,,TRANSFER OF NET JFC FUNDS,,C00545749,,H4MN06087,EMMER,THOMAS,EARL,,JR.,H,MN,06,  ,,,,,,,
SB22,C00573444,SB22.I52301,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,553030998,,,2023-03-31,9622.89,,TRANSFER OF NET JFC FUNDS,,C00545749,,H4MN06087,EMMER,THOMAS,EARL,,JR.,H,MN,06,  ,,,,,,,
SB22,C00573444,SB22.I52302,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,553030998,,,2023-03-31,3441.21,,TRANSFER OF NET JFC FUNDS,,C00545749,,H4MN06087,EMMER,THOMAS,EARL,,JR.,H,MN,06,  ,,,,,,,
SB22,C00573444,SB22.I52296,,,PAC,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS,,,,,,P.O. BOX 183,,ANOKA,MN,55303,,,2023-03-31,117847.22,,TRANSFER OF NET JFC FUNDS,,,,,,,,,,,,,  ,,,,,,,
SB22,C00573444,SB22.I52303,,,PAC,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS,,,,,,P.O. BOX 183,,ANOKA,MN,55303,,,2023-03-31,1281.02,,TRANSFER OF NET JFC FUNDS,,,,,,,,,,,,,  ,,,,,,,
SB22,C00573444,SB22.I52297,,,PAC,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003    ,,,2023-03-31,279033.05,,TRANSFER OF NET JFC FUNDS,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00573444,SB22.I52298,,,PAC,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003    ,,,2023-03-31,80963.39,,TRANSFER OF NET JFC FUNDS,,C00075820,,,,,,,,,,,  ,,,,,,,
