form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00155440,SB29.32063,,,CCM,Andrea Katz for Assembly,,,,,,P.O. Box 290,,Marlton,NJ,08053,,,2024-02-19,1000.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00155440,SB29.32093,,,CCM,Anthony Bucco for Senate,,,,,,38 Lakewood Drive,,Denville,NJ,07834,,,2024-01-08,1000.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00155440,SB29.32065,,,CCM,Bill Moen For Assembly,,,,,,P.O. Box 1003,,Camden,NJ,08101,,,2024-02-19,1000.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00155440,SB29.32092,,,CCM,Christine Hanlon for County Clerk,,,,,,P.O. Box 88,,Adelphia,NJ,07710,,,2024-01-08,1000.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00155440,SB29.32072,,,CCM,CITIZENS STRENGTHENING OUR MESSAGE IN THE HOUSE,,,,,,PO BOX 3168,,HAMILTON,NJ,08619,,,2024-02-22,5000.00,,Contributions,012,C00524322,,,,,,,,,,,,,,,,,,
SB29,C00155440,SB29.32055,,,CCM,Cody Miller For Assembly,,,,,,P.O.Box 1368,,Blackwood,NJ,08012,,,2024-02-02,1200.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00155440,SB29.32080,,,CCM,Committee to Elect Britnee Timberlake,,,,,,P.O. Box 5052,,East Orange,NJ,07019,,,2024-02-27,1000.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00155440,SB29.32070,,,CCM,"Committee to Re-Elect Mayor John Peterson, Jr.",,,,,,P.O. Box 408,,Bayville,NJ,08721,,,2024-02-22,300.00,,Dinner Tickets,003,,,,,,,,,,,,,,,,,,,
SB29,C00155440,SB29.32062,,,CCM,Cryan for Senate,,,,,,722 Greenwood Road South,,Union,NJ,07083,,,2024-02-19,2600.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00155440,SB29.32108,,,CCM,CTE Bacchione & Arace for Comissioner,,,,,,P.O. Box 408,,Bayville,NJ,08721,,,2024-03-07,1500.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
