form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00701680,500679681,,,PAC,Actblue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-31,395.00,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500679691,,,ORG,RKG Development,,,,,,656 Rock Ridge Dr,,Lafayette,CO,800268701,,,2024-08-03,250.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500679682,,,PAC,Actblue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-11,276.50,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500679692,,,ORG,Southwest Airlines,,,,,,2702 Love Field Dr,,Dallas,TX,752351908,,,2024-08-02,489.98,0.00,Travel - Special Guest for Member Fundraising Event (CA) (refunded),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500679683,,,PAC,Actblue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-25,197.50,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500679693,,,ORG,Southwest Airlines,,,,,,2702 Love Field Dr,,Dallas,TX,752351908,,,2024-08-02,488.98,0.00,Travel - Special Guest for Member Fundraising Event (CA) (refunded),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500679684,,,PAC,Actblue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-18,197.50,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500679694,,,ORG,UBER,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-08-05,108.96,0.00,Transportation- Special Guest for Member Fundraising Event (CA),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500679695,,,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606060649,,,2024-08-05,463.47,0.00,Travel - Special Guest for Member Fundraising Event (CA) (refunded),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500679696,,,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606060649,,,2024-08-05,289.37,0.00,Travel - Special Guest for Member Fundraising Event (CA) (refunded),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500679688,,,ORG,Frontier Airlines,,,,,,4545 Airport Way,,Denver,CO,802395716,,,2024-08-02,272.98,0.00,Travel - Special Guest for Member Fundraising Event (CA),,,,,,,,,,,,,,,,,,,,
