form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00819110,SB21B.5179,,,ORG,Bloomerang,,,,,,5724 Birtz Rd,,Indianapolis,IN,46216,,,2024-07-05,61.03,,"CRM svc sub, month upgrade",,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5185,,,ORG,Bloomerang,,,,,,5724 Birtz Rd,,Indianapolis,IN,46216,,,2024-07-31,30.00,,"Processing fees, Jul",,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5218,,,ORG,Bloomerang,,,,,,5724 Birtz Rd,,Indianapolis,IN,46216,,,2024-08-05,73.22,,"CRM svc sub, month upgrade",,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5212,,,ORG,Bloomerang,,,,,,5724 Birtz Rd,,Indianapolis,IN,46216,,,2024-08-31,20.58,,"Processing fees, Aug",,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5247,,,ORG,Bloomerang,,,,,,5724 Birtz Rd,,Indianapolis,IN,46216,,,2024-09-06,61.03,,"CRM svc sub, month upgrade",,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5249,,,ORG,Bloomerang,,,,,,5724 Birtz Rd,,Indianapolis,IN,46216,,,2024-09-30,14.26,,"Processing fees, Sep",,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5180,,,ORG,"Printful, Inc.",,,,,,11025 Westlake Dr,,Charlotte,NC,28273,,,2024-07-05,26.55,,Merch: shirt,,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5181,,,ORG,"Printful, Inc.",,,,,,11025 Westlake Dr,,Charlotte,NC,28273,,,2024-07-12,17.97,,Merch: shirt,,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5221,,,ORG,"Printful, Inc.",,,,,,11025 Westlake Dr,,Charlotte,NC,28273,,,2024-08-15,18.19,,Merch: shirt,,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5176,,,ORG,"Squarespace, Inc.",,,,,,"225 Varick St, Fl 12",,New York,NY,10014,,,2024-07-01,37.31,,Basic level monthly sub,,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5183,,,ORG,"Squarespace, Inc.",,,,,,"225 Varick St, Fl 12",,New York,NY,10014,,,2024-07-29,37.31,,Basic level monthly sub,,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5220,,,ORG,"Squarespace, Inc.",,,,,,"225 Varick St, Fl 12",,New York,NY,10014,,,2024-08-15,20.00,,Basic level monthly sub (partial month),,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5216,,,ORG,Zapier Inc.,,,,,,548 Market St #62411,,San Francisco,CA,941045401,,,2024-08-01,31.97,,'Starter' communications package,,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
SB21B,C00819110,SB21B.5245,,,ORG,Zapier Inc.,,,,,,548 Market St #62411,,San Francisco,CA,941045401,,,2024-09-03,31.97,,'Starter' communications package,,C00819110,CLASSICAL LIBERAL CAUCUS,,,,,,,,,,,,,,,,,
