form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00732172,SE.4257,,,ORG,Color Pro Graphics Signs & Printing,,,,,,"1441 McCormick Drive, Ste 1000",,Upper Marlboro,MD,20774,P2024,,2024-05-14,2650.00,2024-05-14,137789.70,Printing Yard Signs,,C00732172,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,00,MD,Galvin,Edward,,,,2024-09-10,
SE,C00732172,SE.4255,,,ORG,Diaspora Venture Group LLC,,,,,,745 Saint Michaels Drive,,Bowie,MD,20706,P2024,,2024-05-14,3375.00,2024-05-14,135139.70,Yard Sign Distribution,,C00732172,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,,MD,Galvin,Edward,,,,2024-09-10,
SE,C00732172,SE.4254,,,ORG,Diaspora Venture Group LLC,,,,,,745 Saint Michaels Drive,,Bowie,MD,20706,P2024,,2024-05-13,3375.00,2024-05-15,146914.55,Yard Sign Distribution,,C00732172,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,00,MD,Galvin,Edward,,,,2024-09-10,
SE,C00732172,SE.4251,,,ORG,"Public Access Group, LLC",,,,,,1025 Connecticut Ave NW,Suite 1000,Washington,DC,20036,P2024,,2024-05-10,77000.00,2024-05-07,131764.70,Field Services,,C00732172,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,00,MD,Galvin,Edward,,,,2024-09-10,
SE,C00732172,SE.4365,,,ORG,"The Strategy Group, LLC",,,,,,500 W Madison Street,Suite 1000,Chicago,IL,60661,P2024,,2024-06-18,38622.63,,38622.63,Direct Mail,,C00732172,S,H4AZ03109,ANSARI,YASSAMIN,,,,H,03,AZ,Galvin,Edward,,,,2024-09-10,X
SE,C00732172,SE.4368,,,ORG,"The Strategy Group, LLC",,,,,,500 W Madison Street,Suite 1000,Chicago,IL,60661,P2024,,2024-06-21,38622.63,,38622.63,Direct Mail,,C00732172,S,H4AZ03109,ANSARI,YASSAMIN,,,,H,03,AZ,Galvin,Edward,,,,2024-09-10,X
SE,C00732172,SE.4371,,,ORG,"The Strategy Group, LLC",,,,,,500 W Madison Street,Suite 1000,Chicago,IL,60661,P2024,,2024-06-26,38622.63,,38622.63,Direct Mail,,C00732172,S,H4AZ03109,ANSARI,YASSAMIN,,,,H,03,AZ,Galvin,Edward,,,,2024-09-10,X
SE,C00732172,SE.4376,,,ORG,"The Strategy Group, LLC",,,,,,500 W Madison Street,Suite 1000,Chicago,IL,60661,P2024,,2024-06-28,38622.63,,38622.63,Direct Mail,,C00732172,S,H4AZ03109,ANSARI,YASSAMIN,,,,H,03,AZ,Galvin,Edward,,,,2024-09-10,X
SE,C00732172,SE.4268,,,ORG,"The Strategy Group, LLC",,,,,,500 W Madison Street,Suite 1000,Chicago,IL,60661,P2024,,2024-06-14,38622.63,2024-06-14,38622.63,Direct Mail,,C00732172,S,H4AZ03109,ANSARI,YASSAMIN,,,,H,03,AZ,Galvin,Edward,,,,2024-09-10,
SE,C00732172,SE.4260,,,ORG,Voter Phones,,,,,,PO Box 1492,,Asheville,NC,28802,P2024,,2024-05-14,5749.85,2024-05-14,143539.55,Text Messaging,,C00732172,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,,MD,Galvin,Edward,,,,2024-09-10,
SE,C00732172,SE.4246,,,ORG,Wildfire Contact,,,,,,818 Connecticut Ave. NW,Suite 200,Washington,DC,20006,P2024,,2024-05-03,26202.00,2024-05-03,54764.70,Phone Banking,,C00732172,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,00,MD,Galvin,Edward,,,,2024-09-10,
