form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00567388,SB23.6677,,,CCM,ADRIAN SMITH FOR CONGRESS,,,,,,1126 AVENUE A,STE 6,SCOTTSBLUFF,NE,69361,G2024,,2024-06-14,1000.00,,,,C00412890,ADRIAN SMITH FOR CONGRESS,H6NE03115,SMITH,ADRIAN,,,,H,NE,03,,,,,,,,
SB23,C00567388,SB23.6691,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,G2024,,2024-06-18,2500.00,,,,C00706267,ASHLEY HINSON FOR CONGRESS,H0IA01174,ARENHOLZ,ASHLEY HINSON,,,,H,IA,02,,,,,,,,
SB23,C00567388,SB23.6676,,,CAN,,BEN CLINE FOR CONGRESS,INC.,,,,P.O. BOX 1790,,HARRISONBURG,VA,22803,G2024,,2024-06-17,1000.00,,,,,,H8VA06104,CLINE,BENJAMIN LEE,,,,H,VA,06,,,,,,,,
SB23,C00567388,SB23.6663,,,CCM,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",,,,,,P.O. BOX 11091,,CHATTANOOGA,TN,37401,G2024,,2024-06-20,1000.00,,,,C00461822,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",H0TN03254,FLEISCHMANN,CHARLES J,,,,H,TN,03,,,,,,,,
SB23,C00567388,SB23.6684,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,G2024,,2024-06-20,1000.00,,,,C00379735,COLE FOR CONGRESS,H2OK04055,COLE,TOM,,,,H,OK,04,,,,,,,,
SB23,C00567388,SB23.6687,,,CCM,DIANA FOR CONGRESS,,,,,,PO BOX 7208,,KINGSPORT,TN,37664,G2024,,2024-06-21,2500.00,,,,C00741090,DIANA FOR CONGRESS,H0TN01118,HARSHBARGER,DIANA,,,,H,TN,01,,,,,,,,
SB23,C00567388,SB23.6681,,,CCM,DR JOHN JOYCE FOR CONGRESS,,,,,,1002 LOGAN BLVD,STE 114 #237,ALTOONA,PA,16602,G2024,,2024-06-11,2500.00,,,,C00674259,DR JOHN JOYCE FOR CONGRESS,H8PA13125,JOYCE,JOHN,,,,H,PA,13,,,,,,,,
SB23,C00567388,SB23.6672,,,CCM,LOU CORREA FOR CONGRESS,,,,,,3230 ARENA BLVD,STE 245-416,SACRAMENTO,CA,95834,G2024,,2024-06-17,1000.00,,,,C00578302,LOU CORREA FOR CONGRESS,H6CA46116,CORREA,LOU,,,,H,CA,46,,,,,,,,
SB23,C00567388,SB23.6658,,,CCM,NATHANIEL MORAN FOR CONGRESS,,,,,,100 E. FERGUSON,SUITE 500,TYLER,TX,75702,G2024,,2024-06-20,1000.00,,,,C00796086,NATHANIEL MORAN FOR CONGRESS,H2TX01112,,,,,,H,TX,01,,,,,,,,
SB23,C00567388,SB23.6669,,,CCM,SCHNEIDER FOR CONGRESS,,,,,,PO BOX 1318,,DEERFIELD,IL,60015,G2024,,2024-06-17,1000.00,,,,C00495952,SCHNEIDER FOR CONGRESS,H2IL10068,SCHNEIDER,BRADLEY S.,,,,H,IL,10,,,,,,,,
SB23,C00567388,SB23.6666,,,CCM,TERRI SEWELL FOR CONGRESS,,,,,,PO BOX 1964,,BIRMINGHAM,AL,35201,G2024,,2024-06-20,1000.00,,,,C00458976,TERRI SEWELL FOR CONGRESS,H0AL07086,SEWELL,TERRI A.,,,,H,AL,07,,,,,,,,
