form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00430157,SB23.51034,,,CCM,CAPITO FOR WEST VIRGINIA,,,,,,P.O. BOX 11519,,CHARLESTON,WV,25339,P2026,,2024-05-01,3000.00,,FEDERAL CONTRIBUTION,,C00539825,CAPITO FOR WEST VIRGINIA,S4WV00159,CAPITO,SHELLEY MOORE,,,,S,WV,00,,,,,,,,
SB23,C00430157,SB23.51040,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,P2024,,2024-05-22,1250.00,,FEDERAL CONTRIBUTION,,C00379735,COLE FOR CONGRESS,H2OK04055,COLE,TOM,,,,H,OK,04,,,,,,,,
SB23,C00430157,SB23.51037,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,HOUSTON,TX,77243,G2024,,2024-05-08,1000.00,,FEDERAL CONTRIBUTION,,C00660795,DAN CRENSHAW FOR CONGRESS,H8TX02166,CRENSHAW,DANIEL,,,,H,TX,02,,,,,,,,
SB23,C00430157,SB23.51032,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,CASPER,WY,82605,G2024,,2024-05-01,1500.00,,FEDERAL CONTRIBUTION,,C00436386,FRIENDS OF JOHN BARRASSO,S6WY00068,BARRASSO,JOHN A,,,,S,WY,00,,,,,,,,
SB23,C00430157,SB23.51030,,,CCM,HOEVEN FOR SENATE,,,,,,PO BOX 15114,,ARLINGTON,VA,22215,P2028,,2024-05-01,4000.00,,FEDERAL CONTRIBUTION,,C00473371,HOEVEN FOR SENATE,S0ND00093,HOEVEN,JOHN,,,,S,ND,00,,,,,,,,
SB23,C00430157,SB23.51039,,,CCM,NEHLS FOR CONGRESS,,,,,,15500 VOSS RD,STE 518,SUGAR LAND,TX,77498,G2024,,2024-05-21,2500.00,,FEDERAL CONTRIBUTION,,C00730150,NEHLS FOR CONGRESS,H0TX22302,NEHLS,TROY,,,,H,TX,22,,,,,,,,
SB23,C00430157,SB23.51042,,,PTY,REPUBLICAN NATIONAL COMMITTEE,,,,,,310 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-05-30,50000.00,,FEDERAL CONTRIBUTION: SEE MEMO ENTRIES BELOW,,C00003418,,,,,,,,,,,,,,,,,,
SB23,C00430157,SB23.51042.0,SB23.51042,SB23,PTY,REPUBLICAN NATIONAL COMMITTEE,,,,,,310 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-05-30,15000.00,,FEDERAL CONTRIBUTION: GENERAL ACCOUNT,,C00003418,,,,,,,,,,,,,,,,,X,
SB23,C00430157,SB23.51042.1,SB23.51042,SB23,PTY,REPUBLICAN NATIONAL COMMITTEE,,,,,,310 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-05-30,35000.00,,FEDERAL CONTRIBUTION: CONVENTION FUND,,C00003418,,,,,,,,,,,,,,,,,X,
SB23,C00430157,SB23.51026,,,CCM,TERRI SEWELL FOR CONGRESS,,,,,,PO BOX 1964,,BIRMINGHAM,AL,35201,G2024,,2024-05-01,1500.00,,FEDERAL CONTRIBUTION,,C00458976,TERRI SEWELL FOR CONGRESS,H0AL07086,SEWELL,TERRI A.,,,,H,AL,07,,,,,,,,
