form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00422774,500671400,,,CCM,Tony Vargas for Congress,,,,,,PO Box 746,,Boys Town,NE,680100746,G2022,,2023-02-22,-2500.00,0.00,Void of 8/12/22 Federal Contribution,,C00784371,,,Vargas,Anthony,,,,H,NE,02,,,,,,,,
SB23,C00422774,16393310C,16393310,SA11AI,ORG,Christy Smith for Congress,,,,,,24307 Magic Mountain Pkwy,,Valencia,CA,913553402,G2022,,2023-02-22,-500.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,,Earmarked by Sanford Gage
SB23,C00422774,16393330C,16393330,SA11AI,ORG,Susan Wild for Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,G2022,,2023-02-22,-500.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,,Earmarked by Sanford Gage
SB23,C00422774,500671401,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Portland,OR,972810985,G2022,,2023-02-22,-2500.00,0.00,Void of 8/12/22 Federal Contribution,,C00793703,,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00422774,500669701,,,CCM,Dan Goldman for New York,,,,,,PO Box 3306,,New York,NY,100083306,P2024,,2023-03-29,5000.00,0.00,Contribution to Federal Committee,,C00816660,,,Goldman,Daniel,,,,H,NY,10,,,,,,,,
SB23,C00422774,500671402,,,CCM,Liz Mathis for Congress,,,,,,PO Box 2370,,Cedar Rapids,IA,524062370,G2022,,2023-02-22,-2500.00,0.00,Void of 9/28/22 Federal Contribution,,C00785675,,,Mathis,Elizabeth,,,,H,IA,02,,,,,,,,
SB23,C00422774,16393322C,16393322,SA11AI,ORG,Jay Chen for Congress,,,,,,3201 Yorba Linda Blvd,Apt 139,Fullerton,CA,928311761,G2022,,2023-02-22,-1000.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,,Earmarked by Sanford Gage
SB23,C00422774,16393313C,16393313,SA11AI,ORG,Elaine for Congress,,,,,,PO Box 66191,,Virginia Bch,VA,234666191,G2022,,2023-02-22,-1000.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,,Earmarked by Sanford Gage
SB23,C00422774,500672543,,,CCM,Jimmy Gomez for Congress,,,,,,3605 Long Beach Blvd,Ste 426,Long Beach,CA,908076010,P2024,,2023-06-12,2500.00,0.00,Federal Contribution,,C00629659,,,Gomez,Jimmy,,,,H,CA,34,,,,,,,,
SB23,C00422774,16393306C,16393306,SA11AI,ORG,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,G2022,,2023-02-22,-500.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,,Earmarked by Sanford Gage
SB23,C00422774,16393707C,16393707,SA11AI,CCM,Friends of Dan Kildee,,,,,,PO Box 248,,Flint,MI,485010248,G2022,,2023-02-22,-1000.00,0.00,Conduit Contribution,,C00499947,,,Kildee,Dan,,,,H,MI,08,,,,,,,,Earmarked by Sanford Gage
SB23,C00422774,16393318C,16393318,SA11AI,ORG,Gabe Vasquez for Congress,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,G2022,,2023-02-22,-1250.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,,Earmarked by Bruce Rosenblum
SB23,C00422774,16393328C,16393328,SA11AI,ORG,Sharice for Congress,,,,,,13851 W 63rd St,Num 303,Shawnee,KS,662163800,G2022,,2023-02-22,-500.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,,Earmarked by Sanford Gage
SB23,C00422774,500671398,,,CCM,Val Hoyle for Congress,,,,,,PO Box 657,,Springfield,OR,974770116,G2022,,2023-02-22,-2500.00,0.00,Void of 8/12/22 Federal Contribution,,C00796144,,,Hoyle,Valerie,,,,H,OR,04,,,,,,,,
SB23,C00422774,16393319C,16393319,SA11AI,ORG,Gabe Vasquez for Congress,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,G2022,,2023-02-22,-1250.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,,Earmarked by Lori Rosenblum
SB23,C00422774,500669669,,,CCM,Gallego for Arizona,,,,,,PO Box 1710,,Phoenix,AZ,850011710,P2024,,2023-03-30,2000.00,0.00,Contribution to Federal Committee,,C00558627,,,GALLEGO,RUBEN,,,,S,AZ,00,,,,,,,,
SB23,C00422774,500671399,,,CCM,Tom Malinowski for Congress,,,,,,PO Box 222,,Rocky Hill,NJ,085530222,G2022,,2023-02-22,-2500.00,0.00,Void of 8/12/22 Federal Contribution,,C00656686,,,Malinowski,Tom,,,,H,NJ,07,,,,,,,,
