form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00032979,69786594,,,COM,FRIENDS OF BO MITCHELL,,,,,,6421 RIVERPLACE DRIVE,,Nashville,TN,37221,,,2024-08-01,5000.00,0.00,"Bo Mitchell, STATE HOUSE 50th TN",011,,,,Mitchell,Bo,,,,,,,,,,,,,,"Bo Mitchell, STATE HOUSE 50th TN"
SB29,C00032979,69786596,,,COM,FRIENDS OF SARA KYLE,,,,,,6421 OLD ORCHARD  COVE,,MEMPHIS,TN,38119,,,2024-08-01,1500.00,0.00,"Sara Kyle, STATE HOUSE  TN",011,,,,Kyle,Sara,,TN Sen.,,,,,,,,,,,,"Sara Kyle, STATE HOUSE  TN"
SB29,C00032979,69786597,,,COM,CMTE TO ELECT TAMARQUES PORTER,,,,,,3750 HACKS CROSS RD STE 102 #276,,MEMPHIS,TN,38125,,,2024-08-01,1000.00,0.00,"TAMARQUES PORTER, SCHOOL BOARD  TN",011,,,,PORTER,TAMARQUES,,,,,,,,,,,,,,"TAMARQUES PORTER, SCHOOL BOARD  TN"
SB29,C00032979,69786802,,,PTY,Tennessee Democratic Party - NF,,,,,,4900 CENTENNIAL BLVD STE 300,,NASHVILLE,TN,37209,,,2024-08-01,2000.00,0.00,CONTRIBUTION,011,,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB29,C00032979,70052504,,,COM,CECIL THOMAS FOR HOUSE,,,,,,515 CLINTON SPRINGS AVE,,CINCINNATI,OH,45217,,,2024-08-08,500.00,0.00,"Cecil Thomas, STATE HOUSE 25th OH",011,,,,Thomas,Cecil,,OH Rep.,,,,,,,,,,,,"Cecil Thomas, STATE HOUSE 25th OH"
SB29,C00032979,70052505,,,COM,DANIEL TROY FOR HOUSE,,,,,,31600 LAKE SHORE BLVD,,WILLOWICK,OH,44095,,,2024-08-08,500.00,0.00,"DAN TROY, STATE HOUSE  OH",011,,,,TROY,DAN,,,,,,,,,,,,,,"DAN TROY, STATE HOUSE  OH"
SB29,C00032979,70052506,,,COM,ELGIN ROGERS FOR HOUSE,,,,,,333 E HUDSON ST,,TOLEDO,OH,43608,,,2024-08-08,500.00,0.00,"Elgin Rogers, STATE HOUSE 44th OH",011,,,,Rogers,Elgin,,OH Rep.,Jr.,,,,,,,,,,,"Elgin Rogers, STATE HOUSE 44th OH"
SB29,C00032979,70052507,,,COM,ERIKA WHITE FOR HOUSE,,,,,,997 PLUMCREEK RD,,TOLEDO,OH,43615,,,2024-08-08,500.00,0.00,"ERIKA WHITE, STATE HOUSE  OH",011,,,,WHITE,ERIKA,,,,,,,,,,,,,,"ERIKA WHITE, STATE HOUSE  OH"
SB29,C00032979,70052508,,,COM,HARAZ GHANBARI FOR HOUSE,,,,,,26811 DOGWOOD LANE,,PERRYSBURG,OH,43551,,,2024-08-08,1000.00,0.00,"Haraz Ghanbari, STATE HOUSE 75th OH",011,,,,Ghanbari,Haraz,,OH Rep.,,,,,,,,,,,,"Haraz Ghanbari, STATE HOUSE 75th OH"
SB29,C00032979,70052509,,,COM,JAMIE CALLENDER FOR HOUSE,,,,,,11344 PELICIAN CRT,,Concord,OH,44077,,,2024-08-08,1000.00,0.00,"Jamie Callender, STATE HOUSE 57th OH",011,,,,Callender,Jamie,,OH Rep.,,,,,,,,,,,,"Jamie Callender, STATE HOUSE 57th OH"
SB29,C00032979,70052510,,,COM,Joe Miller FOR HOUSE,,,,,,433 NORTHPOINTE BLVD,,AMHERST,OH,44001,,,2024-08-08,500.00,0.00,"Joseph Miller, STATE HOUSE 56th OH",011,,,,Miller,Joseph,,,III,,,,,,,,,,,"Joseph Miller, STATE HOUSE 56th OH"
SB29,C00032979,70052511,,,COM,KEVIN MILLER FOR HOUSE,,,,,,6170 PLEASANT CHAPEL RD NE,,NEWALK,OH,43056,,,2024-08-08,1000.00,0.00,"Kevin Miller, STATE HOUSE 69th OH",011,,,,Miller,Kevin,,OH Rep.,,,,,,,,,,,,"Kevin Miller, STATE HOUSE 69th OH"
SB29,C00032979,70052512,,,COM,LAUREN MCNALLY FOR HOUSE,,,,,,1255 CHEROKEE DRIVE,,YOUNGSTOWN,OH,44511,,,2024-08-08,500.00,0.00,"Lauren McNally, STATE HOUSE 59th OH",011,,,,McNally,Lauren,,OH Rep.,,,,,,,,,,,,"Lauren McNally, STATE HOUSE 59th OH"
SB29,C00032979,70052513,,,COM,MICHELE GRIM FOR HOUSE,,,,,,2937 E. LINCOLNSHIRE BLVD,,TOLEDO,OH,43606,,,2024-08-08,500.00,0.00,"Michele Grim, STATE HOUSE 43rd OH",011,,,,Grim,Michele,,OH Rep.,Dr.,,,,,,,,,,,"Michele Grim, STATE HOUSE 43rd OH"
SB29,C00032979,70052514,,,COM,MONICA ROBB BLASDEL FOR HOUSE,,,,,,240 ABERDEEN CT,,COLUMBIANA,OH,44408,,,2024-08-08,1000.00,0.00,"Monica Robb Blasdel, STATE HOUSE 79th OH",011,,,,Robb Blasdel,Monica,,OH Rep.,,,,,,,,,,,,"Monica Robb Blasdel, STATE HOUSE 79th OH"
SB29,C00032979,70052515,,,COM,NICK SANTUCCI FOR HOUSE,,,,,,535 AVALON DR SE,,WARREN,OH,44484,,,2024-08-08,1000.00,0.00,"Nick Santucci, STATE HOUSE 64th OH",011,,,,Santucci,Nick,,OH Rep.,,,,,,,,,,,,"Nick Santucci, STATE HOUSE 64th OH"
SB29,C00032979,70052516,,,COM,PHIL PLUMMER FOR HOUSE,,,,,,1831 KERSHNER RD,,DAYTON,OH,45414,,,2024-08-08,1000.00,0.00,"Phil Plummer, STATE HOUSE 40th OH",011,,,,Plummer,Phil,,OH Rep.,,,,,,,,,,,,"Phil Plummer, STATE HOUSE 40th OH"
SB29,C00032979,70052559,,,COM,RACHEL BAKER FOR HOUSE,,,,,,7807 ASBURY HILLS DRIVE,,CINCINNATI,OH,45255,,,2024-08-08,500.00,0.00,"Rachel Baker, STATE HOUSE 27th OH",011,,,,Baker,Rachel,,OH Rep.,,,,,,,,,,,,"Rachel Baker, STATE HOUSE 27th OH"
SB29,C00032979,70052561,,,COM,RODNEY CREECH FOR HOUSE,,,,,,5062 BANTAS CREEK RD,,WEST ALEXANDRIA,OH,45381,,,2024-08-08,1000.00,0.00,"Rodney Creech, STATE HOUSE 40th OH",011,,,,Creech,Rodney,,OH Rep.,,,,,,,,,,,,"Rodney Creech, STATE HOUSE 40th OH"
SB29,C00032979,70052562,,,COM,SCOTT OELSLAGER FOR HOUSE,,,,,,215 NORTH CIRCLE DR SW,,NORTH CANTON,OH,44709,,,2024-08-08,1000.00,0.00,"Scott Oelslager, STATE HOUSE 48th OH",011,,,,Oelslager,Scott,,OH Rep.,,,,,,,,,,,,"Scott Oelslager, STATE HOUSE 48th OH"
SB29,C00032979,70052563,,,COM,STEVEN DEMETRIOU FOR HOUSE,,,,,,7320 SAMUEL LORD DRIVE,,CHAGRIN FALLS,OH,44023,,,2024-08-08,1000.00,0.00,"Steve Demetriou, STATE HOUSE 35th OH",011,,,,Demetriou,Steve,,OH Rep.,,,,,,,,,,,,"Steve Demetriou, STATE HOUSE 35th OH"
SB29,C00032979,70054361,,,COM,TIM BARHORST FOR HOUSE,,,,,,140 LIBERTY WAY UNIT B,,FORT LORAMIE,OH,45845,,,2024-08-08,1000.00,0.00,"Tim Barhorst, STATE HOUSE 85th OH",011,,,,Barhorst,Tim,,OH Rep.,,,,,,,,,,,,"Tim Barhorst, STATE HOUSE 85th OH"
SB29,C00032979,70054635,,,COM,ALLISON RUSSO FOR HOUSE,,,,,,1850 TEWKSBURY RD,,COLUMBUS,OH,43221,,,2024-08-08,1000.00,0.00,"Allison Russo, STATE HOUSE 7th OH",011,,,,Russo,Allison,,OH Rep.,,,,,,,,,,,,"Allison Russo, STATE HOUSE 7th OH"
