form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00635706,SB23.4485,,,CAN,,COSTA,JIM,,,,2037 W BULLARD AVE,# 355,FRESNO,CA,93711,G2024,,2024-09-23,1000.00,,Donation ,012,C00391029,JIM COSTA FOR CONGRESS,,,,,,,H,CA,21,,,,,,,,
SB23,C00635706,SB23.4476,,,CAN,,GONZALEZ,VICENTE,,,,PO BOX 6270,,BROWNSVILLE,TX,78523,G2024,,2024-09-18,1000.00,,Donation ,012,C00592659,VICENTE GONZALEZ FOR CONGRESS,,,,,,,H,TX,34,,,,,,,,
SB23,C00635706,SB23.4495,,,CAN,,HAGEMAN,HARRIET,,,,P.O. BOX 4157,,CHEYENNE,WY,82003,G2024,,2024-09-30,1000.00,,Donation,012,C00788943,HAGEMAN FOR WYOMING,,,,,,,H,WY,00,,,,,,,,
SB23,C00635706,SB23.4482,,,CAN,,LUTTRELL,MORGAN JOE,,,,PO BOX 1245,,MAGNOLIA,TX,77353,G2024,,2024-09-20,1000.00,,Donation ,012,C00781112,TEXANS FOR MORGAN LUTTRELL,,,,,,,H,TX,08,,,,,,,,
SB23,C00635706,SB23.4474,,,CAN,,MULLIN,MARKWAYNE,,,,RT 1 BOX 8255,,WESTVILLE,OK,74965,G2024,,2024-09-16,2500.00,,Dontation,012,C00567545,BOOTS POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00635706,SB23.4491,,,CAN,,OBERNOLTE,JAY,,,,383 STARLIGHT CIRCLE,,BIG BEAR LAKE,CA,92315,G2024,,2024-09-26,1000.00,,Donation ,012,C00720078,JAY OBERNOLTE FOR CONGRESS,,,,,,,H,CA,23,,,,,,,,
SB23,C00635706,SB23.4498,,,CAN,,PFLUGER,AUGUST LEE II,,,,PO BOX 3530,,SAN ANGELO,TX,76902,G2024,,2024-09-30,1000.00,,Donation ,012,C00719294,AUGUST PFLUGER FOR CONGRESS,,,,,,,H,TX,11,,,,,,,,
SB23,C00635706,SB23.4479,,,CAN,,VEASEY,MARC ALLISON,,,,P.O. BOX 50084,,FORT WORTH,TX,76105,G2024,,2024-09-20,1000.00,,Donation ,012,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,,,,,,,H,TX,33,,,,,,,,
SB23,C00635706,SB23.4472,,,CAN,,WEBER,RANDY,,,,133 N. FRIENDSWOOD DR,#353,FRIENDSWOOD,TX,77546,G2024,,2024-09-12,1000.00,,,012,C00502229,WEBER FOR CONGRESS,,,,,,,H,TX,14,,,,,,,,
SB23,C00635706,SB23.4488,,,CAN,,WICKER,ROGER SEN.,,,,521 MAGNOLIA DRIVE,,TUPELO,MS,38804,G2024,,2024-09-26,2500.00,,Donation ,,C00443218,WICKER FOR SENATE,,,,,,,S,MS,00,,,,,,,,
