form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00545830,500504720,,,PAC,Keystone America PAC,,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-05-08,40000.00,0.00,Joint Fundraising Transfer,,C00439992,,,,,,,,,,,,,,,,,,
SB22,C00545830,500507250,,,PAC,Keystone America PAC,,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-05-24,4000.00,0.00,Joint Fundraising Transfer,,C00439992,,,,,,,,,,,,,,,,,,
SB22,C00545830,500508721,,,CCM,"Bob Casey For Senate, Inc.",,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-06-04,160000.00,0.00,Joint Fundraising Transfer,,C00431056,,,Casey,Bob,P.,,Jr.,S,PA,00,,,,,,,,
SB22,C00545830,500511841,,,CCM,"Bob Casey For Senate, Inc.",,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-06-20,98000.00,0.00,Joint Fundraising Transfer,,C00431056,,,Casey,Bob,P.,,Jr.,S,PA,00,,,,,,,,
SB22,C00545830,500504141,,,CCM,"Bob Casey For Senate, Inc.",,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-05-03,338000.00,0.00,Joint Fundraising Transfer,,C00431056,,,Casey,Bob,P.,,Jr.,S,PA,00,,,,,,,,
SB22,C00545830,500507251,,,PTY,Pennsylvania Democratic Party,,,,,,300 N 2nd St,Fl 8,Harrisburg,PA,171011303,,,2024-05-24,36000.00,0.00,Joint Fundraising Transfer,,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00545830,500509053,,,PAC,Keystone America PAC,,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-06-06,8500.00,0.00,Joint Fundraising Transfer,,C00439992,,,,,,,,,,,,,,,,,,
SB22,C00545830,500509054,,,PTY,Pennsylvania Democratic Party,,,,,,300 N 2nd St,Fl 8,Harrisburg,PA,171011303,,,2024-06-06,82000.00,0.00,Joint Fundraising Transfer,,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00545830,500507155,,,CCM,"Bob Casey For Senate, Inc.",,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-05-23,83000.00,0.00,Joint Fundraising Transfer,,C00431056,,,Casey,Bob,P.,,Jr.,S,PA,00,,,,,,,,
SB22,C00545830,500512116,,,PAC,Keystone America PAC,,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-06-21,5000.00,0.00,Joint Fundraising Transfer,,C00439992,,,,,,,,,,,,,,,,,,
SB22,C00545830,500512117,,,PTY,Pennsylvania Democratic Party,,,,,,300 N 2nd St,Fl 8,Harrisburg,PA,171011303,,,2024-06-21,50000.00,0.00,Joint Fundraising Transfer,,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00545830,500515557,,,CCM,"Bob Casey For Senate, Inc.",,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-06-30,213000.00,0.00,Joint Fundraising Transfer,,C00431056,,,Casey,Bob,P.,,Jr.,S,PA,00,,,,,,,,
SB22,C00545830,500504719,,,PTY,Pennsylvania Democratic Party,,,,,,300 N 2nd St,Fl 8,Harrisburg,PA,171011303,,,2024-05-08,305000.00,0.00,Joint Fundraising Transfer,,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00545830,500501829,,,CCM,"Bob Casey For Senate, Inc.",,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-04-21,185000.00,0.00,Joint Fundraising Transfer,,C00431056,,,Casey,Bob,P.,,Jr.,S,PA,00,,,,,,,,
