form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00776419,500084498,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2024-08-03,50.00,2024-08-03,75.00,Fundraising Email,003,,S,S2MO00528,KUNCE,LUCAS,,,,S,,MO,Phelan,Michael,,,,2024-09-20,
SE,C00776419,500084503,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-08-03,50.00,2024-08-03,100.00,Fundraising Email,003,,S,S4TX00722,ALLRED,COLIN,,,,S,,TX,Phelan,Michael,,,,2024-09-20,
SE,C00776419,500084499,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2024-08-04,25.00,2024-08-04,75.00,Fundraising Email,003,,S,S2MO00528,KUNCE,LUCAS,,,,S,,MO,Phelan,Michael,,,,2024-09-20,
SE,C00776419,500084502,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-08-04,25.00,2024-08-04,100.00,Fundraising Email,003,,S,S4TX00722,ALLRED,COLIN,,,,S,,TX,Phelan,Michael,,,,2024-09-20,
SE,C00776419,500084504,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-08-08,75.00,2024-08-08,225.00,Fundraising Email,003,,S,S6OH00163,BROWN,SHERROD,,,,S,,OH,Phelan,Michael,,,,2024-09-20,
SE,C00776419,500084505,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-08-09,37.50,2024-08-09,225.00,Fundraising Email,003,,S,S6OH00163,BROWN,SHERROD,,,,S,,OH,Phelan,Michael,,,,2024-09-20,
SE,C00776419,500084500,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-08-27,25.00,2024-08-27,25.00,Fundraising Email,003,,S,S2MO00528,KUNCE,LUCAS,,,,S,,MO,Phelan,Michael,,,,2024-09-20,
SE,C00776419,500084501,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-08-27,25.00,2024-08-27,100.00,Fundraising Email,003,,S,S4TX00722,ALLRED,COLIN,,,,S,,TX,Phelan,Michael,,,,2024-09-20,
SE,C00776419,500084507,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-08-28,75.00,2024-08-28,300.00,Fundraising Email,003,,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,,MD,Phelan,Michael,,,,2024-09-20,
SE,C00776419,500084506,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-08-29,37.50,2024-08-29,300.00,Fundraising Email,003,,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,,MD,Phelan,Michael,,,,2024-09-20,
