form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00830034,SB29.4436,,,CCM,Brandon Newton for SC House,,,,,,PO Box 2501,,Lancaster,SC,29721,G2024,,2024-05-08,1000.00,,Contribution to Non Federal Candidate - Sourth Carolina,011,,Brandon Newton for SC House,,Newton,Brandon,,,,H,SC,45,,,,,,,,
SB29,C00830034,SB29.4433,,,CCM,Caskey for House,,,,,,2811 Dalewood Drive,,W. Columbia,SC,29170,G2024,,2024-05-08,500.00,,Contribution to Non Federal Candidate - South Carolina,011,,Caskey for House,,Caskey,Micah,,,,H,SC,89,,,,,,,,
SB29,C00830034,SB29.4430,,,CCM,Collins for SC,,,,,,PO Box 905,,Easily,SC,29641,G2024,,2024-05-08,1000.00,,Contribution to Non Federal Candidate - South Carolina,011,,Collins for SC,,Collins,Neal,,,,H,SC,05,,,,,,,,
SB29,C00830034,SB29.4415,,,CCM,Committee to Elect Steven Sainz,,,,,,203 East 5th Street,,Woodbine,GA,31569,P2024,,2024-04-24,2000.00,,Contribution to Non Federral Candidate - Georgia,011,,Committee to Elect Steven Sainz,,Sainz,Steven,,,,H,GA,18,,,,,,,,
SB29,C00830034,SB29.4412,,,CCM,Daniel for Georgia,,,,,,PO Box 131,,Locust Grove,GA,30248,P2024,,2024-04-24,1000.00,,Contribution to Non Federal Candidate - Georgia,011,,Daniel for Georgia,,Daniel,Lauren,,,,H,GA,81,,,,,,,,
SB29,C00830034,SB29.4442,,,PAC,Four Kids PAC,,,,,,119 S 3rd Street,,Indiana,PA,15701,,,2024-06-12,2500.00,,Contribution to Non Federal PAC - Pennsylvania,011,,,,,,,,,,,,,,,,,,,
SB29,C00830034,SB29.4409,,,CCM,Friends of Elena Parent,,,,,,956 Springdale Road NE,,Atlanta,GA,30306,P2024,,2024-04-24,2000.00,,Contribution to Non Federal Candidate - Georgia,011,,Friends of Elena Parent,,Parent,Elena,,,,S,GA,44,,,,,,,,
SB29,C00830034,SB29.4426,,,CCM,Herbkersman for the House,,,,,,PO Box 2120,,Blufton,SC,29910,G2024,,2024-06-08,500.00,,Contribution to Non Federal Candidate - South Carolina,011,,Herbkersman for the House,,Herbkersman,Bill,,,,H,SC,,,,,,,,,
SB29,C00830034,SB29.4420,,,CCM,Rick Williams for Georgia,,,,,,1670 North Jefferson Street,,Milledreville,GA,31061,P2024,,2024-04-24,1000.00,,Contribution to Non Federal Candidate - George,011,,Rick Williams for Georgia,,Williams,Rick,,,,S,GA,25,,,,,,,,
SB29,C00830034,SB29.4417,,,CAN,,Sabb,Ronnie,,,,PO Box 88,,Kingstree,SC,29556,P2024,,2024-04-17,500.00,,Contribution to Non Federal Candidate - South Carolina,011,,,,Sabb,Ronnie,,,,S,SC,,,,,,,,,
SB29,C00830034,SB29.4423,,,CCM,Watson for Senate,,,,,,100 Riverview Drive,,Savannah,GA,31404,P2024,,2024-04-24,2000.00,,Contribution to Non Federal Candidate - Georgia,011,,Watson for Senate,,Watson,Ben,,,,S,GA,01,,,,,,,,
SB29,C00830034,SB29.4439,,,CCM,Willis for House,,,,,,201 Quiillwn Avenue,,Fountain Inn,SC,29644,G2024,,2024-05-08,500.00,,Contribution to Non Federal Candidate - South Carolina,011,,Willis for House,,Willis,Mark,,,,H,SC,16,,,,,,,,
