form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00685552,500427304,,,CCM,Glenn F. Ivey For Congress,,,,,,PO Box 85,,Bladensburg,MD,207100085,P2024,,2023-12-20,1000.00,0.00,Contribution,,C00792283,,,Ivey,Glenn,F,,,H,MD,04,,,,,,,,
SB23,C00685552,500427310,,,CCM,JASMINE FOR US,,,,,,PO Box 227235,,Dallas,TX,752227235,P2024,,2023-12-19,2500.00,0.00,Contribution,,C00795450,,,CROCKETT,JASMINE,,,,H,TX,30,,,,,,,,
SB23,C00685552,500427311,,,CCM,Jonathan Jackson For Congress,,,,,,8658 S Cottage Grove Ave,Ste 404,Chicago,IL,606196186,P2024,,2023-12-19,1000.00,0.00,Contribution,,C00802603,,,Jackson,Jonathan,,,,H,IL,01,,,,,,,,
SB23,C00685552,500427312,,,CCM,Kevin Mullin For Congress,,,,,,PO Box 869,,Belmont,CA,940020869,P2024,,2023-12-19,1000.00,0.00,Contribution,,C00795005,,,Mullin,Kevin,,,,H,CA,15,,,,,,,,
SB23,C00685552,500427313,,,CCM,McBride For Delaware Inc.,,,,,,PO Box 1904,,Wilmington,DE,198991904,P2024,,2023-12-22,5000.00,0.00,Contribution,,C00843763,,,McBride,Sarah,Elizabeth,,,H,DE,00,,,,,,,,
SB23,C00685552,500427314,,,CCM,Morgan McGarvey For Congress,,,,,,PO Box 5324,,Louisville,KY,402550324,P2024,,2023-12-19,1000.00,0.00,Contribution,,C00791392,,,MCGARVEY,MORGAN,,,,H,KY,03,,,,,,,,
SB23,C00685552,500427324,,,CCM,Rashida Tlaib For Congress,,,,,,PO Box 32777,,Detroit,MI,482320777,P2024,,2023-12-19,5000.00,0.00,Contribution,,C00668608,,,TLAIB,RASHIDA,,,,H,MI,12,,,,,,,,
SB23,C00685552,500427374,,,CCM,ROBERT GARCIA FOR CONGRESS,,,,,,65 Pine Ave,# 348,Long Beach,CA,908024718,P2024,,2023-12-19,1000.00,0.00,Contribution,,C00797795,,,GARCIA,ROBERT,,,,H,CA,42,,,,,,,,
SB23,C00685552,500427325,,,CCM,Teresa For All,,,,,,PO Box 2675,,Santa Fe,NM,875042675,P2024,,2023-12-19,5000.00,0.00,Contribution,,C00704049,,,LEGER,TERESA,,,,H,NM,03,,,,,,,,
SB23,C00685552,500427326,,,CCM,Troy Carter For Congress,,,,,,PO Box 50730,,New Orleans,LA,701500730,P2024,,2023-12-19,1000.00,0.00,Contribution,,C00763649,,,Carter,Troy,A,,Sr.,H,LA,02,,,,,,,,
