form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00778308,SB21B.4680,,,ORG,FEDERAL EXPRESS,,,,,,3640 HACKS CROSS ROAD,,MEMPHIS,TN,38125,P2024,,2023-04-03,231.20,,POSTAGE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4682,,,ORG,FEDERAL EXPRESS,,,,,,3640 HACKS CROSS ROAD,,MEMPHIS,TN,38125,P2024,,2023-06-26,29.41,,POSTAGE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4685,,,ORG,FUNDRAISING INC,,,,,,800 WEST 47TH STREET STE 200,,KANSAS CITY,MO,64112,P2024,,2023-05-11,600.00,,CONSULTANT - FUNDRAISER,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4687,,,ORG,FUNDRAISING INC,,,,,,800 WEST 47TH STREET STE 200,,KANSAS CITY,MO,64112,P2024,,2023-05-11,5750.00,,CONSULTANT - FUNDRAISER,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4689,,,ORG,FUNDRAISING INC,,,,,,800 WEST 47TH STREET STE 200,,KANSAS CITY,MO,64112,P2024,,2023-05-23,93.92,,CONSULTANT - FUNDRAISER,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4691,,,ORG,FUNDRAISING INC,,,,,,800 WEST 47TH STREET STE 200,,KANSAS CITY,MO,64112,P2024,,2023-05-23,1610.97,,CONSULTANT - FUNDRAISER,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4693,,,ORG,FUNDRAISING INC,,,,,,800 WEST 47TH STREET STE 200,,KANSAS CITY,MO,64112,P2024,,2023-05-23,500.00,,CONSULTANT - FUNDRAISER,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4695,,,ORG,FUNDRAISING INC,,,,,,800 WEST 47TH STREET STE 200,,KANSAS CITY,MO,64112,P2024,,2023-06-01,150.00,,CONSULTANT - FUNDRAISER,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4697,,,ORG,FUNDRAISING INC,,,,,,800 WEST 47TH STREET STE 200,,KANSAS CITY,MO,64112,P2024,,2023-06-01,500.00,,CONSULTANT - FUNDRAISER,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4702,,,ORG,SOILEAU SOLUTIONS,,,,,,300 OVERLOOK DRIVE,,BRANDON,MS,39042,P2024,,2023-04-03,403.75,,ACCOUNTING AND REPORTING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4704,,,ORG,SOILEAU SOLUTIONS,,,,,,300 OVERLOOK DRIVE,,BRANDON,MS,39042,P2024,,2023-05-03,233.75,,ACCOUNTING AND REPORTING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4706,,,ORG,SOILEAU SOLUTIONS,,,,,,300 OVERLOOK DRIVE,,BRANDON,MS,39042,P2024,,2023-06-01,191.25,,ACCOUNTING AND REPORTING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00778308,SB21B.4727,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD SUITE 530,,ARLINGTON,VA,22219,P2024,,2023-06-30,339.00,,PROCESSING FEES,001,,,,,,,,,,,,,,,,,,,
