form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00669259,500199500,,,ORG,RG Strategies LLC,,,,,,2020 Creekside Rd,,Santa Barbara,CA,931082273,,,2024-10-22,62400.00,0.00,Non-Contribution Account: Polling and Surveys,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500200410,,,PAC,Progressive Victory PAC,,,,,,PO Box 40411,,Arlington,VA,222047411,,,2024-10-22,850000.00,0.00,Non-Contribution Account: Live Stream Event,,C00821348,Progressive Victory PAC,,,,,,,,,,,,,,,,X,* In-Kind Contribution Made
SB29,C00669259,500199910,,,ORG,Van Ness Creative Strategies,,,,,,1 Huntington Quad,Ste 3N05,Melville,NY,117474468,,,2024-11-18,7000.00,0.00,Non-Contribution Account: Ad Production,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500196320,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-08,233.18,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500200330,,,IND,,Lewis,Melony,,,,100 E Francis St,,Aspen,CO,816111403,,,2024-10-17,2000.00,0.00,"Non-Contribution Account; In-Kind: Catering, Food and Beverage",,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500199930,,,ORG,Alignco LLC,,,,,,3907 Northampton St NW,,Washington,DC,200152950,,,2024-11-19,50128.11,0.00,Non-Contribution Account: Ad Production,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500199440,,,ORG,Ghost Note Media,,,,,,2490 Market St NE,,Washington,DC,200183851,,,2024-11-20,50000.00,0.00,Non-Contribution Account: Ad Production,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500199940,,,ORG,Thematic Campaigns,,,,,,111 W Illinois St,Fl 5,Chicago,IL,606544505,,,2024-11-01,9484.20,0.00,Non-Contribution Account: Ad Production,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500195670,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-05,11.85,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500200421,,,PAC,One APIA PAC,,,,,,6675 S Tenaya Way,Ste 200,Las Vegas,NV,891131932,,,2024-10-21,32687.50,0.00,Non-Contribution Account: Ad Production,,C00761072,One APIA PAC,,,,,,,,,,,,,,,,X,* In-Kind Contribution Made
