form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00363879,4610480,,,COM,Jay Morris Campaign Fund,,,,,,P.O. Box 4986,,Monroe,LA,71211,,,2023-01-09,500.00,0.00,"Jay Morris, STATE HOUSE 14th LA",011,,,,Morris,Jay,,,,,,,,,,,,,,"Jay Morris, STATE HOUSE 14th LA"
SB29,C00363879,4610481,,,COM,Committee to Elect Pat Connick,,,,,,P. O. Box 208,,Gretna,LA,70054,,,2023-01-09,500.00,0.00,"Pat Connick, STATE HOUSE 84th LA",011,,,,Connick,Pat,,,,,,,,,,,,,,"Pat Connick, STATE HOUSE 84th LA"
SB29,C00363879,4610482,,,COM,Eddie Lambert Campaign Committee,,,,,,P.O. Box 88,,Gonzales,LA,707070088,,,2023-01-09,500.00,0.00,"Eddie Lambert, STATE SENATE 18th LA",011,,,,Lambert,Eddie,,,,,,,,,,,,,,"Eddie Lambert, STATE SENATE 18th LA"
SB29,C00363879,4610483,,,COM,Patrick McMath Campaign Fund,,,,,,444 East 8th Ave,,Covington,LA,70433,,,2023-01-09,250.00,0.00,"Patrick McMath, STATE SENATE 11th LA",011,,,,McMath,Patrick,,,,,,,,,,,,,,"Patrick McMath, STATE SENATE 11th LA"
SB29,C00363879,4610484,,,COM,Heather Cloud for Louisiana,,,,,,PO Box 259,,Turkey Creek,LA,70585,,,2023-01-09,250.00,0.00,"Heather Cloud, STATE SENATE 28th LA",011,,,,Cloud,Heather,,,,,,,,,,,,,,"Heather Cloud, STATE SENATE 28th LA"
SB29,C00363879,4610485,,,COM,Beth Mizell for Louisiana,,,,,,19208 Sam Varnado Rd.,,Franklinton,LA,70438,,,2023-01-09,500.00,0.00,"Beth Mizell, STATE SENATE 12th LA",011,,,,Mizell,Beth,,,,,,,,,,,,,,"Beth Mizell, STATE SENATE 12th LA"
SB29,C00363879,4610486,,,COM,Cameron Henry Campaign Fund,,,,,,P.O. Box 23173,,New Orleans,LA,70183,,,2023-01-09,500.00,0.00,"Cameron Henry, STATE HOUSE 82nd LA",011,,,,Henry,Cameron,,,,,,,,,,,,,,"Cameron Henry, STATE HOUSE 82nd LA"
SB29,C00363879,4610487,,,COM,Kirk Talbot Campaign fund,,,,,,9523 Jefferson Hwy.,,River Ridge,LA,70123,,,2023-01-09,500.00,0.00,"Kirk Talbot, STATE HOUSE 78th LA",011,,,,Talbot,Kirk,,,,,,,,,,,,,,"Kirk Talbot, STATE HOUSE 78th LA"
SB29,C00363879,4610700,,,COM,Friends of Craig Greene,,,,,,PO Box 14274,,Baton Rouge,LA,70898,,,2023-01-09,500.00,0.00,"Craig Greene, COMM OF PUBL SERVICE  LA",011,,,,Greene,Craig,,,,,,,,,,,,,,"Craig Greene, COMM OF PUBL SERVICE  LA"
SB29,C00363879,4610701,,,COM,Paula Davis Campaign Committee,,,,,,"7515 Jefferson Hwy, Box 45",,Baton Rouge,LA,70809,,,2023-01-09,250.00,0.00,"Paula Davis, STATE HOUSE 69th LA",011,,,,Davis,Paula,,,,,,,,,,,,,,"Paula Davis, STATE HOUSE 69th LA"
