form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00125534,SB29.9180,,,CCM,BURLINGTON COUNTY LABOR VOICE,,,,,,PO BOX 451,,COLUMBUS,NJ,08022,,,2024-10-18,2500.00,,Fundraiser - cigar night,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9190,,,PAC,Chester County Democratic Committee,,,,,,37 High Street,,West Chester,PA,19382,,,2024-10-18,500.00,,Fundraiser - mailing,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9184,,,COM,Christy Brady for City Controller,,,,,,P.O. Box 57138,,Philadelphia,PA,19111,,,2024-10-18,5000.00,,Christy Brady; Philadelphia City Controller,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9204,,,COM,Christy Brady for City Controller,,,,,,P.O. Box 57138,,Philadelphia,PA,19111,,,2024-11-19,2500.00,,Christy Brady; Philadelphia City Controller,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9186,,,COM,Cody Miller for Assembly,,,,,,P.O. Box 1368,,Blackwood,NJ,08012,,,2024-10-18,500.00,,Cody Miller; NJ Assemblyman for 4th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9183,,,COM,Concerned Citizens of Pennsylvania,,,,,,7028 Brentwood Road,,Philadelphia,PA,19151,,,2024-10-18,500.00,,Fundraiser - mailing,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9193,,,COM,Dillon for State Senate,,,,,,P.O. Box 63136,,Philadelphia,PA,19154,,,2024-10-21,5000.00,,Jimmy Dillon; PA State senator for 5th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9170,,,COM,EFO for Ed White,,,,,,1027 Orchard Avenue,,Runnemede,NJ,08078,,,2024-10-18,500.00,,Ed White; Runnemede Councilmember,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9176,,,COM,EFO Jo Miller for Woodbury Council,,,,,,625 Green Street,,Woodbury,NJ,08096,,,2024-10-18,1000.00,,Jo Miller; Woodbury City Councilmember,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9178,,,COM,Friends of Brian O'Neill,,,,,,15209 Bernita Drive,,Philadelphia,PA,19116,,,2024-10-18,500.00,,Brian O'Neill; Philadelphia City Councilmember for 10th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9181,,,COM,Friends of Elizabeth Fiedler,,,,,,P.O. Box 2468,,Philadelphia,PA,19147,,,2024-10-18,1000.00,,Elizabeth Fiedler; PA state representative for 184th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9188,,,COM,Friends of Tarik Khan PAC,,,,,,261 Lemonte Street,,Philadelphia,PA,19128,,,2024-10-18,500.00,,Tarik Khan; PA state representative for 194th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9172,,,COM,Harrity for Council,,,,,,722 E. Willard Street,,Philadelphia,PA,19134,,,2024-10-18,14800.00,,Jimmy Harrity; Philadelphia City Councilmember at large,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9202,,,COM,Hutchinson for Assembly,,,,,,P.O. Box 1358,,Blackwood,NJ,08012,,,2024-11-19,3000.00,,Dan Hutchinson; NJ Assemblyman for 4th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9174,,,PAC,MERCER COUNTY CLC-COPE,,,,,,2 Iron Ore Road at Route 33,,Englishtown,NJ,07726,,,2024-10-18,900.00,,Fundraiser - dinner,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9205,,,COM,Moriarty for Senate,,,,,,P.O. Box 1368,,Blackwood,NJ,08012,,,2024-11-19,3000.00,,Paul Moriarty; NJ Senator for 4th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9175,,,COM,Squilla for Council,,,,,,PO BOX 37332,,Philadelphia,PA,19148,,,2024-10-18,3700.00,,Mark Squilla; Philadelphia City Councilman for the 1st district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9201,,,COM,Squilla for Council,,,,,,PO BOX 37332,,Philadelphia,PA,19148,,,2024-11-19,2500.00,,Mark Squilla; Philadelphia City Councilman for the 1st district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.9187,,,CCM,TIM BRIGGS FOR STATE REPRESENTATIVE,,,,,,P.O. BOX 62193,,KING OF PRUSSIA,PA,19406,,,2024-10-18,500.00,,Tim Briggs; PA state representative for 149th district,011,,,,,,,,,,PA,,,,,,,,,
