form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00879338,SB.17,,,CCM,DOBSON FOR CONGRESS,,,,,,PO BOX 6051,,MONTGOMERY,AL,36106,G2024,,2024-06-30,36497.98,,DISTRIBUTION OF NET JFC PROCEEDS,,C00855494,,,DOBSON,CAROLEENE,,,,H,AL,02,  ,,,,,,,
SB22,C00879338,SB.14,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,P2024,,2024-06-30,2965.90,,DISTRIBUTION OF NET JFC PROCEEDS,,C00547893,,,STEFANIK,ELISE,,,,H,NY,21,  ,,,,,,,
SB22,C00879338,SB.16,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,G2024,,2024-06-30,6081.09,,DISTRIBUTION OF NET JFC PROCEEDS,,C00547893,,,STEFANIK,ELISE,,,,H,NY,21,  ,,,,,,,
SB22,C00879338,SB.18,,,CCM,ESPOSITO FOR CONGRESS,,,,,,PO BOX 622,,GOSHEN,NY,10924,G2024,,2024-06-30,48339.09,,DISTRIBUTION OF NET JFC PROCEEDS,,C00852889,,,ESPOSITO,ALISON,,,,H,NY,18,  ,,,,,,,
SB22,C00879338,SB.19,,,CCM,FEDORCHAK FOR ND,,,,,,PO BOX 2422,,BISMARCK,ND,58502,G2024,,2024-06-30,34519.81,,DISTRIBUTION OF NET JFC PROCEEDS,,C00869370,,,FEDORCHAK,JULIE,,,,H,ND,00,  ,,,,,,,
SB22,C00879338,SB.20,,,CCM,LAURIE BUCKOUT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,G2024,,2024-06-30,35419.47,,DISTRIBUTION OF NET JFC PROCEEDS,,C00853499,,,BUCKOUT,LAURIE,,,,H,NC,01,  ,,,,,,,
SB22,C00879338,SB.21,,,CCM,MAYRA FLORES FOR CONGRESS,,,,,,PO BOX 516,,LOS INDIOS,TX,78567,G2024,,2024-06-30,33392.87,,DISTRIBUTION OF NET JFC PROCEEDS,,C00768994,,,FLORES,MAYRA,,,,H,TX,34,  ,,,,,,,
SB22,C00879338,SB.22,,,CCM,MONIQUE FOR CONGRESS,,,,,,PO BOX 51034,,EUGENE,OR,97405,G2024,,2024-06-30,31553.92,,DISTRIBUTION OF NET JFC PROCEEDS,,C00856401,,,DESPAIN,MONIQUE,,,,H,OR,04,  ,,,,,,,
SB22,C00879338,SB.23,,,CCM,NANCY DAHLSTROM FOR ALASKA,,,,,,PO BOX 770729,,EAGLE RIVER,AK,99577,P2024,,2024-06-30,31553.92,,DISTRIBUTION OF NET JFC PROCEEDS,,C00856716,,,DAHLSTROM,NANCY,,,,H,AK,00,  ,,,,,,,
SB22,C00879338,SB.24,,,CCM,YVETTE4CONGRESS,,,,,,PO BOX 404,,LA LUZ,NM,88337,G2024,,2024-06-30,32452.68,,DISTRIBUTION OF NET JFC PROCEEDS,,C00655571,,,HERRELL,YVETTE,,,,H,NM,02,  ,,,,,,,
SB22,C00879338,SB.13,,,PAC,E-PAC,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,,,2024-06-30,11992.27,,DISTRIBUTION OF NET JFC PROCEEDS,,C00570945,,,,,,,,,,,  ,,,,,,,
SB22,C00879338,SB.15,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-06-30,24176.54,,DISTRIBUTION OF NET JFC PROCEEDS BUILDING FUND,,C00075820,,,,,,,,,,,  ,,,,,,,BUILDING FUND
