form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00008268,B884504,,,CCM,Kean for Congress Inc.,,,,,,PO Box 999,,Edison,NJ,08818,G2024,,2024-10-04,2500.00,,Contribution,011,C00703058,,H0NJ07261,Kean,Thomas,,,Jr.,H,NJ,07,,,,,,,,
SB23,C00008268,B888071,,,PAC,A New Direction PAC,,,,,,PO Box 33079,,Washington,DC,20033,O2024,Not Applicable,2024-10-10,5000.00,,Contribution,011,C00458570,,,,,,,,,, ,,,,,,,,
SB23,C00008268,B888073,,,PAC,All For Our Country Leadership PAC,,,,,,1520 Belle View Blvd Suite 3438,,Alexandria,VA,22307,O2024,Not Applicable,2024-10-10,5000.00,,Contribution,011,C00629212,,,,,,,,,, ,,,,,,,,
SB23,C00008268,B888068,,,CCM,Amish for Arizona,,,,,,PO Box 707,,Phoenix,AZ,85011,G2024,,2024-10-10,2500.00,,Contribution,011,C00836502,,H4AZ01194,Shah,Amish,,,,H,AZ,01,,,,,,,,
SB23,C00008268,B888064,,,CCM,Andy Kim for New Jersey,,,,,,PO Box 211,,Marlton,NJ,08053,G2024,,2024-10-10,5000.00,,Contribution,011,C00648220,,S4NJ00466,Kim,Andy,,,,S,NJ, ,,,,,,,,
SB23,C00008268,B888139,,,PTY,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,85067,O2024,Not Applicable,2024-10-10,5000.00,,Contribution,011,C00166710,,,,,,,,,, ,,,,,,,,
SB23,C00008268,B888051,,,CCM,Bennet for Colorado,,,,,,PO Box 3078,,Denver,CO,80201,P2028,,2024-10-10,2500.00,,Contribution,011,C00458398,,S0CO00211,Bennet,Michael,,,,S,CO, ,,,,,,,,
SB23,C00008268,B888063,,,CCM,Christina Bohannan for Congress,,,,,,PO Box 722,,Iowa City,IA,52244,G2024,,2024-10-10,2500.00,,Contribution,011,C00787820,,H2IA02111,Bohannan,Christina,,,,H,IA,01,,,,,,,,
SB23,C00008268,B888076,,,CCM,Debbie Dingell for Congress,,,,,,Po Box 972480,,Ypsilanti,MI,48197,G2024,,2024-10-10,1000.00,,Contribution,011,C00558213,,H4MI12079,Dingell,Debbie,,,,H,MI,06,,,,,,,,
SB23,C00008268,B888065,,,CCM,Debbie for Florida,,,,,,PO Box 432250,,South Miami,FL,33243,G2024,,2024-10-10,5000.00,,Contribution,011,C00848648,,S4FL00611,Mucarsel-Powell,Debbie,,,,S,FL, ,,,,,,,,
SB23,C00008268,B888164,,,PTY,Democratic Executive Committee Of Florida,,,,,,201 S. Monroe Ste. 301,,Tallahassee,FL,32301,O2024,Not Applicable,2024-10-10,5000.00,,Contribution,011,C00005561,,,,,,,,,, ,,,,,,,,
SB23,C00008268,B888069,,,CCM,Elfreth for Maryland,,,,,,PO Box 5935,,Annapolis,MD,21403,G2024,,2024-10-10,2500.00,,Contribution,011,C00855353,,H4MD03156,Elfreth,Sarah,,,,H,MD,03,,,,,,,,
SB23,C00008268,B888057,,,CCM,Engel for Arizona,,,,,,PO Box 40721,,Tucson,AZ,85717,G2024,,2024-10-10,2500.00,,Contribution,011,C00773820,,H2AZ02311,Engel,Kirsten,,,,H,AZ,06,,,,,,,,
SB23,C00008268,B888074,,,CCM,Friends of Bernie Sanders,,,,,,PO Box 391,,Burlington,VT,05402,G2024,,2024-10-10,5000.00,,Contribution,011,C00411330,,S4VT00033,Sanders,Bernard,,,,S,VT, ,,,,,,,,
SB23,C00008268,B888054,,,CCM,Jon Ossoff for Senate,,,,,,PO Box 450326,,Atlanta,GA,31145,P2026,,2024-10-10,2500.00,,Contribution,011,C00718866,,S8GA00180,Ossoff,Jon,,,,S,GA, ,,,,,,,,
SB23,C00008268,B888067,,,CCM,Ken Mitchell for VA,,,,,,P.O. Box 1795,,Harrisonburg,VA,22803,G2024,,2024-10-10,1000.00,,Contribution,011,C00867317,,H4VA06061,Mitchell,Ken,,,,H,VA,06,,,,,,,,
