form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00529909,B-268230,,,CCM,Campaign of Steven Rudy,,,,,,350 Peppers Mill Drive,,Paducah,KY,42001,P2024,,2023-11-01,500.00,0.00,Contribution,011,,Campaign of Steven Rudy,,,,,,,,,,,,,,,,,
SB29,C00529909,B-268231,,,CCM,Deanna Frazier for State Representative,,,,,,Po Box 248,,Richmond,KY,40476,P2024,,2023-11-01,1000.00,0.00,Contribution,011,,Deanna Frazier for State Representative,,,,,,,,,,,,,,,,,
SB29,C00529909,B-268232,,,CCM,Jared Carpenter for Kentucky State Senate,,,,,,P.O. Box 100,,Berea,KY,40403,P2026,,2023-11-01,1000.00,0.00,Contribution,011,,Jared Carpenter for Kentucky State Senate,,,,,,,,,,,,,,,,,
SB29,C00529909,B-268233,,,CCM,Kim Moser for State Rep,,,,,,PO Box 273,,Independence,KY,41051,P2024,,2023-11-01,1000.00,0.00,Contribution,011,,Kim Moser for State Rep,,,,,,,,,,,,,,,,,
SB29,C00529909,B-268235,,,CCM,Meredith For Senate,,,,,,1424 Byrtle Grove Road,,Leitchfield,KY,42754,P2024,,2023-11-01,1000.00,0.00,Contribution,011,,Meredith For Senate,,,,,,,,,,,,,,,,,
SB29,C00529909,B-268236,,,CCM,Michael Lee Meredith for State Representative,,,,,,464 East Oakland Park Boulevard,,Oakland,KY,42159,P2024,,2023-11-01,1000.00,0.00,Contribution,011,,Michael Lee Meredith for State Representative,,,,,,,,,,,,,,,,,
SB29,C00529909,B-268237,,,CCM,Rachel for Kentucky,,,,,,608 Monroe St,,Newport,KY,41071,P2024,,2023-11-01,500.00,0.00,Contribution,011,,Rachel for Kentucky,,,,,,,,,,,,,,,,,
SB29,C00529909,B-268238,,,PTY,Republican Party of Kentucky Building Fund,,,,,,PO Box 1068,,Frankfort,KY,40602,,,2023-11-01,2000.00,0.00,Contribution,011,,Republican Party of Kentucky Building Fund,,,,,,,,,,,,,,,,,
SB29,C00529909,B-268239,,,PTY,Republican Party of Kentucky Building Fund,,,,,,PO Box 1068,,Frankfort,KY,40602,,,2023-11-01,2000.00,0.00,Contribution,011,,Republican Party of Kentucky Building Fund,,,,,,,,,,,,,,,,,
SB29,C00529909,B-268240,,,CCM,Thayer for Senate,,,,,,105 Spy Glass Dr,,Georgetown,KY,40324,P2024,,2023-11-01,500.00,0.00,Contribution,011,,Thayer for Senate,,,,,,,,,,,,,,,,,
