form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00700260,SB21B.17083,,,IND,,THOMAS,CHARLES,R.,MR.,,11462 US HIGHWAY 129,,LIVE OAK,FL,320606748,,,2024-07-16,1500.00,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN-KIND: FOOD/BEVERAGE
SB21B,C00700260,SB21B.I4098,,,ORG,GRAND VALLEY CONSULTING LLC,,,,,,439 NEW JERSEY AVE SE,,WASHINGTON,DC,20003,,,2024-07-16,7154.23,,FUNDRAISING CONSULTING / DELIVERY,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4091,,,ORG,CMDI,,,,,,1595 SPRING HILL ROAD,SUITE 500,TYSONS CORNER,VA,22182,,,2024-07-23,250.00,,DATABASE SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4094,,,ORG,CROSBY OTTENHOFF GROUP,,,,,,421 OFFICE PARK DR,,MOUNTAIN BROOK,AL,35223,,,2024-07-24,3270.80,,COMPLIANCE CONSULTING / DELIVERY,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4102,,,ORG,VISA,,,,,,PO BOX 6818,,CAROL STREAM,IL,60197,,,2024-07-24,924.56,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4105,SB21B.I4102,SB21B,ORG,HAYWARD HOUSE,,,,,,228 S ADAMS ST,,TALLAHASSEE,FL,32301,,,2024-07-24,924.56,,CATERING / FACILITY RENTAL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00700260,SB21B.I4088,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-07-31,185.80,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.17425,,,IND,,BOROM,ANDREW,H.,DR.,M.D.,3334 CAPITAL MEDICAL BLVD,SUITE 400,TALLAHASSEE,FL,323084470,,,2024-08-01,1352.16,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN-KIND: FOOD/BEVERAGE
SB21B,C00700260,SB21B.I4099,,,ORG,GRAND VALLEY CONSULTING LLC,,,,,,439 NEW JERSEY AVE SE,,WASHINGTON,DC,20003,,,2024-08-12,5244.73,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4103,,,ORG,VISA,,,,,,PO BOX 6818,,CAROL STREAM,IL,60197,,,2024-08-12,2257.70,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
