form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00722165,SB23.4746,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. BOX 22116,,EAGAN,MN,55122,P2024,,2023-08-30,1000.00,,,,C00575209,ANGIE CRAIG FOR CONGRESS,H6MN02131,CRAIG,ANGELA DAWN,,,,H,MN,02,,,,,,,,
SB23,C00722165,SB23.4787,,,CCM,ARMSTRONG FOR CONGRESS,,,,,,1515 BURNT BOAT DRIVE,BOX 112,BISMARCK,ND,58503,P2024,,2023-12-06,1000.00,,,,C00670547,ARMSTRONG FOR CONGRESS,H8ND00096,ARMSTRONG,KELLY,,,,H,ND,00,,,,,,,,
SB23,C00722165,SB23.4758,,,CCM,BUCSHON FOR CONGRESS,,,,,,PO BOX 250,,NEWBURGH,IN,47629,P2024,,2023-09-25,1000.00,,,,C00468256,BUCSHON FOR CONGRESS,H0IN08114,BUCSHON,LARRY D.,,,,H,IN,08,,,,,,,,
SB23,C00722165,SB23.4792,,,CCM,BUCSHON FOR CONGRESS,,,,,,PO BOX 250,,NEWBURGH,IN,47629,P2024,,2023-12-06,1000.00,,,,C00468256,BUCSHON FOR CONGRESS,H0IN08114,BUCSHON,LARRY D.,,,,H,IN,08,,,,,,,,
SB23,C00722165,SB23.4741,,,CCM,DR KIM SCHRIER FOR CONGRESS,,,,,,PO BOX 2728,,ISSAQUAH,WA,98027,P2024,,2023-08-30,1500.00,,,,C00652628,DR KIM SCHRIER FOR CONGRESS,H8WA08189,SCHRIER,KIM DR.,,,,H,WA,08,,,,,,,,
SB23,C00722165,SB23.4753,,,CCM,ELECT JIM BAIRD FOR CONGRESS,,,,,,P.O. BOX 203,,GREENCASTLE,IN,46135,P2024,,2023-09-19,1000.00,,,,C00662940,ELECT JIM BAIRD FOR CONGRESS,H8IN04199,BAIRD,JAMES R DR.,,,,H,IN,04,,,,,,,,
SB23,C00722165,SB23.4771,,,CCM,ELECT JIM BAIRD FOR CONGRESS,,,,,,P.O. BOX 203,,GREENCASTLE,IN,46135,P2024,,2023-11-27,1000.00,,,,C00662940,ELECT JIM BAIRD FOR CONGRESS,H8IN04199,BAIRD,JAMES R DR.,,,,H,IN,04,,,,,,,,
SB23,C00722165,SB23.4740,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2023-08-30,1500.00,,,,C00693663,FEENSTRA FOR CONGRESS,H0IA04145,FEENSTRA,RANDALL,,,,H,IA,04,,,,,,,,
SB23,C00722165,SB23.4772,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2023-09-11,1000.00,,,,C00693663,FEENSTRA FOR CONGRESS,H0IA04145,FEENSTRA,RANDALL,,,,H,IA,04,,,,,,,,
SB23,C00722165,SB23.4770,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2023-11-27,1000.00,,,,C00693663,FEENSTRA FOR CONGRESS,H0IA04145,FEENSTRA,RANDALL,,,,H,IA,04,,,,,,,,
SB23,C00722165,SB23.4791,,,CCM,FRIENDS OF DUSTY JOHNSON,,,,,,PO BOX 278,,MITCHELL,SD,57301,P2024,,2023-12-06,1000.00,,,,C00628917,FRIENDS OF DUSTY JOHNSON,H8SD01055,JOHNSON,DUSTY,,,,H,SD,01,,,,,,,,
SB23,C00722165,SB23.4739,,,CCM,GREG PENCE FOR CONGRESS,,,,,,PO BOX 275,,TAYLORSVILLE,IN,47280,P2024,,2023-08-02,1000.00,,,,C00658401,GREG PENCE FOR CONGRESS,H8IN06129,PENCE,GREGORY J.,,,,H,IN,06,,,,,,,,
SB23,C00722165,SB23.4748,,,CCM,GREG PENCE FOR CONGRESS,,,,,,PO BOX 275,,TAYLORSVILLE,IN,47280,P2024,,2023-09-19,1000.00,,,,C00658401,GREG PENCE FOR CONGRESS,H8IN06129,PENCE,GREGORY J.,,,,H,IN,06,,,,,,,,
SB23,C00722165,SB23.4782,,,PAC,JOHNSON LEADERSHIP FUND,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2023-12-06,1000.00,,2023,,C00771246,,,,,,,,,,,,,,,,,,
SB23,C00722165,SB23.4769,,,CCM,MANN FOR CONGRESS,,,,,,PO BOX 1084,,SALINA,KS,67402,P2024,,2023-11-15,1000.00,,,,C00460659,MANN FOR CONGRESS,H0KS01123,MANN,TRACEY ROBERT,,,,H,KS,01,,,,,,,,
SB23,C00722165,SB23.4745,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,P2024,,2023-08-30,1000.00,,,,C00789586,MARC FOR US INC.,H2NY19127,MOLINARO,MARCUS J.,,,,H,NY,19,,,,,,,,
SB23,C00722165,SB23.4747,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,P2024,,2023-09-19,1000.00,,,,C00789586,MARC FOR US INC.,H2NY19127,MOLINARO,MARCUS J.,,,,H,NY,19,,,,,,,,
SB23,C00722165,SB23.4756,,,PAC,MCCONNELL FOR MAJORITY LEADER COMMITTEE,,,,,,228 S WASHINGTON ST STE 115,,ALEXANDRIA,VA,22314,,,2023-09-20,2500.00,,2023,,C00548651,,,,,,,,,,,,,,,,,,
SB23,C00722165,SB23.4757,,,CCM,MCCONNELL SENATE COMMITTEE,,,,,,PO BOX 1496,,LOUISVILLE,KY,40201,P2026,,2023-09-20,2500.00,,,,C00193342,MCCONNELL SENATE COMMITTEE,S2KY00012,MCCONNELL,MITCH,,,,S,KY,00,,,,,,,X,
SB23,C00722165,SB23.4783,,,CCM,MIKE JOHNSON FOR LOUISIANA,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,P2024,,2023-12-06,1000.00,,,,C00608695,MIKE JOHNSON FOR LOUISIANA,H6LA04138,JOHNSON,JAMES MICHAEL,,,,H,LA,04,,,,,,,X,
