form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00487470,SB21B.8439,,,ORG,Ad Victoriam,,,,,,525 East Market St.,,Leesburgh,VA,20176,,,2024-05-06,172.00,,donation processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.8420,,,ORG,Authorize.NET,,,,,,808 East Utah Valley Dr.,,American Fork,UT,84003,,,2024-05-02,84.95,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.8440,,,ORG,Better Mousetrap Digital,,,,,,6501 Red Hook Plaza,"Suite 201, PMB 927",St. Thomas,VI,00802,,,2024-05-06,6932.14,,donation processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.8427,,,ORG,Better Mousetrap Digital,,,,,,6501 Red Hook Plaza,"Suite 201, PMB 927",St. Thomas,VI,00802,,,2024-05-13,1131.74,,donation processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.8429,,,ORG,Better Mousetrap Digital,,,,,,6501 Red Hook Plaza,"Suite 201, PMB 927",St. Thomas,VI,00802,,,2024-05-20,1025.86,,donation processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.8428,,,ORG,Better Mousetrap Digital,,,,,,6501 Red Hook Plaza,"Suite 201, PMB 927",St. Thomas,VI,00802,,,2024-05-27,2158.37,,donation processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6840,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-01,-237.90,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6857,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-01,-180.98,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6858,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-01,-30.11,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6859,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-01,-30.11,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6860,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-01,-97.61,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6861,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-01,-212.48,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6884,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-01,-78.95,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6885,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-01,-104.54,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.7355,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-01,-167.21,,pull from advance for non federal disclosure Line 29,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.8456,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-02,50000.00,,advance for future expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6893,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-04,-180.98,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6904,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-08,-349.53,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6905,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-08,-184.52,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.7356,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-08,-198.70,,pull from advance for non federal disclosure Line 29,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.7358,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-08,-146.21,,pull from advance for non federal disclosure Line 29,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.6919,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-05-18,-180.98,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
