form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00394460,B850460,,,CCM,Alexcia Cox Campaign,,,,,,6901 Okeechobee Blvd. Suite D5-L72,,West Palm Beach,FL,33411,P2024,,2023-07-07,1000.00,,P-2024 State Attorney Palm Beach County ,011,,,,Cox,Alexcia,,,,,FL, ,,,,,,,,
SB29,C00394460,B861908,,,CCM,Cindy Murphy-Salomone Campaign,,,,,,9762 Clemons Street,,Parkland,FL,33076,G2024,,2023-12-12,1000.00,,G-2024 City Comm. Parkland FL,011,,,,Murphy-Salomone,Cindy,,,,,FL, ,,,,,,,,
SB29,C00394460,B852515,,,CCM,Citizens to Elect Frank Whitfield,,,,,,337 Hamilton Circle,,Elyria,OH,44035,G2024,,2023-08-11,500.00,,G-2024 Mayor Elyria OH,011,,,,Whitfield,Frank,,,,,OH, ,,,,,,,,
SB29,C00394460,B852598,,,CCM,Friends of Amanda Deery,,,,,,380 Winward Drive,,Elyria,OH,44035,G2023,,2023-08-15,100.00,,G-2023 City Law Director Elyria OH,011,,,,Deery,Amanda,,,,,OH, ,,,,,,,,
SB29,C00394460,B854319,,,CCM,Campaign to Elect James M. Hoops,,,,,,195 Old Creek Drive,,Napoleon,OH,43545,P2024,,2023-09-19,500.00,,P-2024 State House 81 OH,011,,,,Hoops,James,M,,,H,OH,81,,,,,,,,
SB29,C00394460,B854318,,,CCM,Sharon Ray For Representative,,,,,,283 Stratford Avenue,,Wadsworth,OH,44281,P2024,,2023-09-19,500.00,,P-2024 State House 66 OH,011,,,,Ray,Sharon,A,,,H,OH,66,,,,,,,,
SB29,C00394460,B856953,,,CCM,Committee to Elect Ann Womer Benjamin,,,,,,Box 122,,Aurora,OH,44202,G2025,,2023-10-11,750.00,,G-2025 Mayor Aurora OH,011,,,,Womer Benjamin,Ann,,,,,OH, ,,,,,,,,
SB29,C00394460,B859079,,,CCM,Committee to Elect Chris Ronayne,,,,,,P.O. Box 602425,,Cleveland,OH,44102,P2026,,2023-11-07,500.00,,P-2026 Co. Executive Cuyahoga County OH,011,,,,Ronayne,Chris,,,,,OH, ,,,,,,,,
SB29,C00394460,B859627,,,CCM,Committee to Elect Michelle J. Sheehan,,,,,,15989 Wedgewood Lane,,Strongsville,OH,44149,P2024,,2023-11-15,100.00,,P-2024 Court of Appeals 8 OH,011,,,,Sheehan,Michelle,J,,,,OH,08,,,,,,,,
SB29,C00394460,B860691,,,CCM,Deters for Ohio's Future,,,,,,P.O. Box 1883,,Columbus,OH,43216,P2024,,2023-11-30,500.00,,P-2024 State Supreme Court  OH,011,,,,Deters,Joseph,T,,,,OH, ,,,,,,,,
SB29,C00394460,B860906,,,CCM,Friends of Gordon Short,,,,,,17261 Greenwood Drive,,Strongsville,OH,44149,P2024,,2023-11-30,500.00,,P-2024 State House 17 OH,011,,,,Short,Gordon,,,,H,OH,17,,,,,,,,
SB29,C00394460,B861672,,,CCM,Stewart for Ohio Supreme Court,,,,,,2 Bratenahl Place 15A,,Cleveland,OH,44108,P2024,,2023-12-11,500.00,,P-2024 State Supreme Court  OH,011,,,,Stewart,Melody,,,,,OH, ,,,,,,,,
