form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00625921,SB23.5927,,,PAC,BOOTS POLITICAL ACTION COMMITTEE,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,O2024,,2024-02-15,5000.00,,PAC contribution,,C00567545,,,,,,,,,,,,,,,,,,
SB23,C00625921,SB23.5933,,,PAC,CARLOS GIMENEZ FOR CONGRESS,,,,,,1421 SW 107TH AVE #236,,MIAMI,FL,33174,P2024,,2024-02-15,4000.00,,Campaign contribution,,C00735985,,,,,,,,,,,,,,,,,,
SB23,C00625921,SB23.5921,,,PAC,CONSERVATIVE OPPORTUNITY LEADERSHIP AND ENTERPRISE PAC,,,,,,12176 CHANCERY STATION CIRCLE,,RESTON,VA,20190,O2024,,2024-02-15,5000.00,,PAC contribution,,C00404392,,,,,,,,,,,,,,,,,,
SB23,C00625921,SB23.5935,,,CCM,FRIENDS OF BILL POSEY,,,,,,P. O. BOX 411486,,MELBOURNE,FL,32941,P2024,,2024-02-15,2500.00,,Campaign contribution,,C00444968,,,,,,,,H,FL,08,,,,,,,,
SB23,C00625921,SB23.5931,,,CCM,FRIENDS OF RAJA FOR CONGRESS,,,,,,PO BOX 681202,,SCHAUMBURG,IL,60168,G2024,,2024-02-15,5000.00,,Campaign contribution,,C00575092,,,,,,,,H,IL,08,,,,,,,,
SB23,C00625921,SB23.5943,,,CCM,HAL ROGERS FOR CONGRESS,,,,,,P.O. BOX 1214,,SOMERSET,KY,42502,P2024,,2024-02-15,2500.00,,Campaign contribution,,C00116632,,,,,,,,H,KY,05,,,,,,,,
SB23,C00625921,SB23.5941,,,CCM,JERRY CARL FOR CONGRESS,,,,,,PO BOX 852138,,MOBILE,AL,36685,P2024,,2024-02-15,2500.00,,Campaign contribution,,C00697789,,,,,,,,H,AL,01,,,,,,,,
SB23,C00625921,SB23.5936,,,CCM,KANSANS FOR LATURNER,,,,,,PO BOX 67237,,TOPEKA,KS,66667,P2024,,2024-02-15,2500.00,,Campaign contribution,,C00718346,,,,,,,,H,KS,02,,,,,,,,
SB23,C00625921,SB23.5925,,,PAC,MARIO PAC,,,,,,PO BOX 183,,HUDSON,WI,54016,O2024,,2024-02-15,5000.00,,PAC contribution,,C00853531,,,,,,,,,,,,,,,,,,
SB23,C00625921,SB23.5942,,,CCM,"MCCAUL FOR CONGRESS, INC",,,,,,1108 LAVACA ST,SUITE 110-402,AUSTIN,TX,78701,P2024,,2024-02-15,1000.00,,Campaign contribution,,C00392688,,,,,,,,H,TX,10,,,,,,,,
SB23,C00625921,SB23.5932,,,CCM,MICHAEL WALTZ FOR CONGRESS,,,,,,"1235 PROVIDENCE BLVD., STE R",PMB 502,DELTONA,FL,32725,G2024,,2024-02-15,4000.00,,Campaign contribution,,C00666396,,,,,,,,H,FL,06,,,,,,,,
SB23,C00625921,SB23.5952,,,CCM,MICHAEL WALTZ FOR CONGRESS,,,,,,"1235 PROVIDENCE BLVD., STE R",PMB 502,DELTONA,FL,32725,P2024,,2024-02-15,1000.00,,Campaign contribution,,C00666396,,,,,,,,H,FL,06,,,,,,,,
SB23,C00625921,SB23.5929,,,CCM,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,P2024,,2024-02-15,2000.00,,Campaign contribution,,C00367862,,,,,,,,H,AL,03,,,,,,,,
SB23,C00625921,SB23.5930,,,CCM,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,G2024,,2024-02-15,3000.00,,Campaign contribution,,C00367862,,,,,,,,H,AL,03,,,,,,,,
SB23,C00625921,SB23.5939,,,CCM,SALAZAR FOR CONGRESS,,,,,,3725 WEST FLAGLER STREET,#281,MIAMI,FL,33134,P2024,,2024-02-15,1500.00,,Campaign contribution,,C00714261,,,,,,,,H,FL,27,,,,,,,,
SB23,C00625921,SB23.5940,,,CCM,SALAZAR FOR CONGRESS,,,,,,3725 WEST FLAGLER STREET,#281,MIAMI,FL,33134,G2024,,2024-02-15,1000.00,,Campaign contribution,,C00714261,,,,,,,,H,FL,27,,,,,,,,
SB23,C00625921,SB23.5938,,,CCM,WICKER FOR SENATE,,,,,,PO BOX 64,,JACKSON,MS,39205,P2024,,2024-02-15,2500.00,,Campaign contribution,,C00443218,,,,,,,,S,MS,00,,,,,,,,
