form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00890715,SB29.4124,,,PAC,BUILDING AMERICA,,,,,,1110 N VIRGIL AVE,#375,LOS ANGELES,CA,90029,,,2024-10-18,50000.00,,Non-Contribution Account: Donation,,C00890392,,,,,,,,,,,,,,,,,,
SB29,C00890715,SB29.4109,,,PAC,"Her Campus Media, LLC",,,,,,9 Lansdowne Street STE 2,,Boston,MA,02215,,,2024-10-18,50000.00,,Non-Contribution Account: Advertising - Digital,,,,,,,,,,,,,,,,,,,,
SB29,C00890715,SB29.4120,,,ORG,Impactive Solutions,,,,,,3234 South Barrington Ave,,Los Angeles,CA,90066,,,2024-10-31,23000.00,,Non-Contribution Account: Advertising - Digital,,,,,,,,,,,,,,,,,,,,
SB29,C00890715,SB29.4126,,,IND,,Jubelier,Daniel,,,,1110 N Virgil Ave,,Los Angeles,CA,90004,,,2024-10-25,281.53,,Website Hosting,,,,,,,,,,,,,,,,,,,,
SB29,C00890715,SB29.4111,,,ORG,Lamar,,,,,,5321 Corporate Blvd,,Baton Rouge,LA,70808,,,2024-10-18,44910.21,,Non-Contribution Account: Advertising - Billboards,,,,,,,,,,,,,,,,,,,,
SB29,C00890715,SB29.4118,,,ORG,Movement Labs,,,,,,2045 W Grand Ave STE B PMB 31638,,Chicago,IL,60612,,,2024-10-31,163606.00,,Non-Contribution Account: Texting Services,,,,,,,,,,,,,,,,,,,,
SB29,C00890715,SB29.4116,,,ORG,Pilot Bookings,,,,,,453 6th Ave,,Brooklyn,NY,11215,,,2024-10-29,15000.00,,Non-Contribution Account: Advertising - Digital,,,,,,,,,,,,,,,,,,,,
SB29,C00890715,SB29.4113,,,ORG,Rising Tide Interactive,,,,,,527 14th Street NW,STE 709,Washington,DC,20045,,,2024-10-22,250000.00,,Non-Contribution Account: Advertising - Digital,,,,,,,,,,,,,,,,,,,,
SB29,C00890715,SB29.4115,,,ORG,Rising Tide Interactive,,,,,,527 14th Street NW,STE 709,Washington,DC,20045,,,2024-10-24,10000.00,,Non-Contribution Account: Advertising - Digital,,,,,,,,,,,,,,,,,,,,
SB29,C00890715,SB29.4117,,,ORG,Rising Tide Interactive,,,,,,527 14th Street NW,STE 709,Washington,DC,20045,,,2024-10-31,46000.00,,Non-Contribution Account: Advertising - Digital,,,,,,,,,,,,,,,,,,,,
SB29,C00890715,SB29.4128,,,ORG,Social Currant,,,,,,2000 Pennsylvania Ave NW,7000,Washington,DC,20006,,,2024-10-29,20000.00,,Non-Contribution Account: Advertising - Digital,,,,,,,,,,,,,,,,,,,,
SB29,C00890715,SB29.4122,,,ORG,Watch the Yard LLC,,,,,,2552 Colfax Ave S,,Minneapolis,MN,55405,,,2024-11-01,6000.00,,Non-Contribution Account: Advertising - Digital,,,,,,,,,,,,,,,,,,,,
