form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00012880,86955721,,,CCM,Carper For Senate,,,,,,600 West Matson Run Parkway,,Wilmington,DE,19802,P2024,,2023-02-15,2500.00,0.00,,011,C00349217,Carper For Senate,S8DE00079,Carper,Tom,,Sen.,,S,DE,,,,,,,,,
SB23,C00012880,86955722,,,CCM,Carper For Senate,,,,,,600 West Matson Run Parkway,,Wilmington,DE,19802,G2024,,2023-02-15,2500.00,0.00,,011,C00349217,Carper For Senate,S8DE00079,Carper,Tom,,Sen.,,S,DE,,,,,,,,,
SB23,C00012880,86955723,,,CCM,Cathy McMorris Rodgers for Congress,,,,,,P.O. Box 137,,Spokane,WA,99210,P2024,,2023-02-15,1500.00,0.00,,011,,,,McMorris,Cathy,,,,H,WA,05,,,,,,,,
SB23,C00012880,86955724,,,CCM,Lisa Blunt Rochester For Congress,,,,,,PO Box 9767,,Wilmington,DE,19809,P2024,,2023-02-15,1000.00,0.00,,011,C00590778,Lisa Blunt Rochester For Congress,H6DE00206,Blunt Rochester,Lisa,,Rep.,,H,DE,00,,,,,,,,
SB23,C00012880,86955725,,,CCM,Jason Smith For Congress,,,,,,PO Box 1324,,Cape Girardeau,MO,63702,P2024,,2023-02-15,2000.00,0.00,,011,C00541862,Jason Smith For Congress,H4MO08162,Smith,Jason,T.,Rep.,,H,MO,08,,,,,,,,
SB23,C00012880,86955726,,,CCM,Bilirakis For Congress,,,,,,PO Box 606,,Tarpon Springs,FL,34688,P2024,,2023-02-15,1000.00,0.00,,011,C00408534,Bilirakis For Congress,H6FL09070,Bilirakis,Gus,,,,H,FL,09,,,,,,,,
SB23,C00012880,86955727,,,CCM,Morgan Griffith For Congress,,,,,,PO Box 361,,Christiansburg,VA,24068,P2024,,2023-02-15,1000.00,0.00,,011,C00477240,Morgan Griffith For Congress,H0VA09055,Griffith,Morgan,H.,Rep.,,H,VA,09,,,,,,,,
SB23,C00012880,86955728,,,PAC,Heartland Values PAC,,,,,,P.O. Box 505,,Sioux Falls,SD,57101,,,2023-02-15,5000.00,0.00,,011,C00409003,,,,,,,,,,,,,,,,,,
SB23,C00012880,86955729,,,CCM,People For Ben,,,,,,PO Box 25371,,Albuquerque,NM,87125,P2026,,2023-02-15,1000.00,0.00,,011,C00443689,People For Ben,S0NM00058,Lujan,Ben,Ray,Sen.,,S,NM,,,,,,,,,
SB23,C00012880,86955733,,,CCM,People For Ben,,,,,,PO Box 25371,,Albuquerque,NM,87125,G2026,,2023-02-15,1000.00,0.00,,011,C00443689,People For Ben,S0NM00058,Lujan,Ben,Ray,Sen.,,S,NM,,,,,,,,,
SB23,C00012880,86955734,,,CCM,Jimmy Panetta For Congress,,,,,,PO Box 103,,Carmel Valley,CA,93924,P2024,,2023-02-15,1000.00,0.00,,011,C00592154,Jimmy Panetta For Congress,H6CA20152,Panetta,Jimmy,Varni,Rep.,,H,CA,20,,,,,,,,
SB23,C00012880,86955735,,,CCM,Rand Paul For Us Senate,,,,,,1019 State Street,,Bowling Green,KY,42101,P2028,,2023-02-15,1000.00,0.00,,011,C00462069,Rand Paul For Us Senate,S0KY00156,Paul,Rand,,Mr.,,S,KY,,,,,,,,,
SB23,C00012880,86955736,,,CCM,Pete Sessions For Congress,,,,,,PO Box 7754,,Waco,TX,76714,P2024,,2023-02-15,1500.00,0.00,,011,C00303305,Pete Sessions For Congress,H2TX03126,Sessions,Pete,,,,H,TX,17,,,,,,,,
SB23,C00012880,86955737,,,CCM,Mikie Sherrill For Congress,,,,,,PO Box 43032,,Montclair,NJ,07043,P2024,,2023-02-15,1000.00,0.00,,011,C00640003,Mikie Sherrill For Congress,H8NJ11142,Sherrill,Rebecca,Michelle,Rep.,,H,NJ,11,,,,,,,,
SB23,C00012880,86955739,,,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,59624,P2024,,2023-02-15,2500.00,0.00,,011,C00412304,Montanans For Tester,S6MT00162,Tester,Jon,,Sen.,,S,MT,,,,,,,,,
SB23,C00012880,86955740,,,CCM,Judy Chu For Congress,,,,,,16633 Ventura Blvd # 1008,,Encino,CA,91436,P2024,,2023-02-15,1000.00,0.00,,011,C00458125,Judy Chu For Congress,H0CA32101,Chu,Judy,,Rep.,,H,CA,27,,,,,,,,
