form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00428391,B890270,,,CCM,Bird for Colorado,,,,,,PO Box 350753,,Westminster,CO,80035,O2024,Election Cycle,2024-10-24,400.00,,O-2024 State House 29 CO,011,,,,Bird,Shannon,,,,H,CO,29,,,,,,,,
SB29,C00428391,B890290,,,CCM,Scott Bright for Senate,,,,,,17389 County Rd 31,,Platteville,CO,80651,O2024,Election Cycle,2024-10-24,400.00,,O-2024 State Senate 13 CO,011,,,,Bright,Scott,,,,S,CO,13,,,,,,,,
SB29,C00428391,B890285,,,CCM,Kyle for Colorado,,,,,,667 W Lilac Ct,,Louisville,CO,80027,O2024,Election Cycle,2024-10-24,400.00,,O-2024 State House 12 CO,011,,,,Brown,Kyle,,,,H,CO,12,,,,,,,,
SB29,C00428391,B890291,,,CCM,Coleman for Colorado,,,,,,PO Box 7222,,Denver,CO,80207,O2024,Election Cycle,2024-10-24,400.00,,O-2024 State Senate 33 CO,011,,,,Coleman,James,,,,S,CO,33,,,,,,,,
SB29,C00428391,B890292,,,CCM,Lindsey for Colorado,,,,,,7007 Dudley Dr,,Arvada,CO,80004,O2024,Election Cycle,2024-10-24,400.00,,O-2024 State Senate 19 CO,011,,,,Daugherty,Lindsey,,,,S,CO,19,,,,,,,,
SB29,C00428391,B890288,,,CCM,Lisa for Colorado Committee,,,,,,PO BOX 504,,Castle Rock,CO,80104,O2024,Election Cycle,2024-10-24,400.00,,O-2024 State Senate 02 CO,011,,,,Frizell,Lisa,,,,S,CO,02,,,,,,,,
SB29,C00428391,B890268,,,CCM,Hartsook for House,,,,,,10940 S Parker Road Ste,,Parker,CO,80134,O2024,Election Cycle,2024-10-24,225.00,,O-2024 State House 44 CO,011,,,,Hartsook,Anthony,,,,H,CO,44,,,,,,,,
SB29,C00428391,B890286,,,CCM,Committee to Elect Barbara Kirkmeyer to State Senate,,,,,,6100 County Road 4,,Brighton,CO,80603,O2024,Election Cycle,2024-10-24,400.00,,O-2024 State Senate 23 CO,011,,,,Kirkmeyer,Barbara,,,,S,CO,23,,,,,,,,
SB29,C00428391,B890271,,,CCM,William for Colorado,,,,,,PO Box 1993,,Broomfield,CO,80038,O2024,Election Cycle,2024-10-24,400.00,,O-2024 State House 33 CO,011,,,,Lindstedt,William,,,,H,CO,33,,,,,,,,
SB29,C00428391,B890269,,,CCM,Rose for Colorado,,,,,,9235 N Union Blvd Ste 150 #128,,Colorado Springs,CO,80920,O2024,Election Cycle,2024-10-24,400.00,,O-2024 State House 14 CO,011,,,,Pugliese,Rose,,,,H,CO,14,,,,,,,,
SB29,C00428391,B890272,,,CCM,Rebekah Stewart for Colorado,,,,,,7373 W. Florida Ave. 8A,,Lakewood,CO,80232,O2024,Election Cycle,2024-10-24,225.00,,O-2024 State House 30 CO,011,,,,Stewart,Rebekah,,,,H,CO,30,,,,,,,,
SB29,C00428391,B890275,,,CCM,Brianna for Colorado,,,,,,PO Box 18015,,Golden,CO,80402,O2024,Election Cycle,2024-10-24,400.00,,O-2024 State House 27 CO,011,,,,Titone,Brianna,,,,H,CO,27,,,,,,,,
