form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00681825,SB21B-1013801,,,ORG,"ACTION COMMITTEE MARKETING, LLC",,,,,,698 OLDFIELD COMMONS DR,,GREENWOOD,IN,46142,,,2024-11-25,9833.91,124210.79,"FUNDRAISING, PAYMENT, TECHNICAL & COMPLIANCE SVCS",003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013803,,,ORG,"ADVANCE CREATIVE MEDIA, INC",,,,,,144 E MIDWEST AVENUE,STE 209B,CASPER,WY,82601,,,2024-11-25,3050.38,157424.14,"FUNDRAISING, PAYMENT, TECHNICAL & COMPLIANCE SVCS",003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013805,,,ORG,"AMERICAN MARKETING SERVICES, INC",,,,,,8 THE GREEN SUITE 16769,,DOVER,DE,19901,,,2024-11-25,54027.01,392672.15,"FUNDRAISING, PAYMENT, TECHNICAL & COMPLIANCE SVCS",003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1008857,,,ORG,BANK OF LABOR,,,,,,756 MINNESTOA AVENUE,,KANSAS CITY,KS,66101,,,2024-11-18,37.05,423.83,BANK SERVICE CHARGE,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013665,,,ORG,BLANK ROME LLP,,,,,,1825 EYE STREET NW,,WASHINGTON,DC,20006,,,2024-11-05,24.50,1154.10,LEGAL FEES,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1014059,,,ORG,BLANK ROME LLP,,,,,,1825 EYE STREET NW,,WASHINGTON,DC,20006,,,2024-11-19,226.50,1154.10,LEGAL FEES,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013807,,,ORG,"DS3 MARKETING, LLC",,,,,,1607 PONCE DE LEON AVE,SUITE GM08,SAN JUAN,PR,00909,,,2024-11-25,29531.29,286510.64,"FUNDRAISING, PAYMENT, TECHNICAL & COMPLIANCE SVCS",003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013715,,,ORG,EAGLE BANK,,,,,,PO BOX 34311,,BETHESDA,MD,208279909,,,2024-11-04,282.59,492.36,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013719,,,ORG,EAGLE BANK,,,,,,PO BOX 34311,,BETHESDA,MD,208279909,,,2024-11-04,50.00,492.36,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013721,,,ORG,EAGLE BANK,,,,,,PO BOX 34311,,BETHESDA,MD,208279909,,,2024-11-04,50.00,492.36,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013809,,,ORG,"EMPX, INC",,,,,,3590 N ZARAGOZA,SUITE B130 #30,EL PASO,TX,79936,,,2024-11-25,24206.42,154988.37,"FUNDRAISING, PAYMENT, TECHNICAL & COMPLIANCE SVCS",003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013681,,,ORG,EXPANSIVE,,,,,,318 WEST ADAMS STREET,,CHICAGO,IL,60606,,,2024-11-04,379.00,2274.00,OFFICE RENT EXPENSE FOR LEGISLATIVE REP.,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013811,,,ORG,"GSI, INC",,,,,,"6655 CHICAGO ROAD, SUITE A",,WARREN,MI,48092,,,2024-11-25,12424.49,355511.87,"FUNDRAISING, PAYMENT, TECHNICAL & COMPLIANCE SVCS",003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013657,,,ORG,INTERNATIONAL UNION OF POLICE OFFICERS,,,,,,5632 BEE RIDGE ROAD STE 200,,SARASOTA,FL,34233,,,2024-10-28,286.40,123994.83,401K,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013649,,,ORG,INTERNATIONAL UNION OF POLICE OFFICERS,,,,,,5632 BEE RIDGE ROAD STE 200,,SARASOTA,FL,34233,,,2024-10-28,350.00,123994.83,IT SERVICES,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013647,,,ORG,INTERNATIONAL UNION OF POLICE OFFICERS,,,,,,5632 BEE RIDGE ROAD STE 200,,SARASOTA,FL,34233,,,2024-10-28,500.00,123994.83,GOVERNMENTAL STRATEGIC CONSULTING,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013659,,,ORG,INTERNATIONAL UNION OF POLICE OFFICERS,,,,,,5632 BEE RIDGE ROAD STE 200,,SARASOTA,FL,34233,,,2024-10-28,919.05,123994.83,HEALTH INSURANCE,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00681825,SB21B-1013651,,,ORG,INTERNATIONAL UNION OF POLICE OFFICERS,,,,,,5632 BEE RIDGE ROAD STE 200,,SARASOTA,FL,34233,,,2024-10-28,2120.00,123994.83,LEGISLATIVE SERVICES,001,,,,,,,,,,,,,,,,,00000,,
